Store Name,Store ID,Order ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Trattoria Contadina ,,#F99D3,Delivery - Partner Using Uber App,iOS,Completed,2020-11-23,18:08,41.95,3.37,45.32,0,0,0,0,0,0,0,0,45.32,-10.49,0,0,0,0,0,,0,0,0,34.83,2020-11-30
Trattoria Contadina ,,#D5964,Delivery - Partner Using Uber App,iOS,Completed,2020-11-23,18:12,51.4,4.03,55.43,0,0,0,0,0,0,0,0,55.43,-12.85,0,0,0,0,0,,0,0,0,42.58,2020-11-30
Trattoria Contadina ,,#71DAB,Delivery - Partner Using Uber App,Android,Completed,2020-11-23,22:11,10.98,0.85,11.83,0,0,0,0,0,0,0,0,11.83,-2.75,0,0,0,0,0,,0,0,0,9.08,2020-11-30
Trattoria Contadina ,,#6DF6F,Delivery - Partner Using Uber App,Android,Canceled,2020-11-24,22:08,41.18,3.29,44.47,0,0,0,0,0,0,0,0,44.47,-10.3,0,0,0,0,0,,0,0,0,34.17,2020-11-30
Trattoria Contadina ,,#F6A4E,Delivery - Partner Using Uber App,iOS,Completed,2020-11-25,14:25,31.44,2.44,33.88,0,0,0,0,0,0,0,0,33.88,-7.86,0,0,0,0,0,,0,0,0,26.02,2020-11-30
Trattoria Contadina ,,#221FB,Pickup,Android,Canceled,2020-11-27,16:52,10.99,0.89,11.88,0,0,0,0,0,0,0,0,11.88,0,0,0,0,0,0,,0,0,0,11.88,2020-11-30
Trattoria Contadina ,,#04758,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,18:18,61.94,5,66.94,0,0,0,0,0,0,0,0,66.94,-15.49,0,0,0,0,0,,0,0,0,51.45,2020-11-30
Trattoria Contadina ,,#554C8,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-29,15:42,35.96,2.83,38.79,0,0,0,0,0,0,0,0,38.79,-8.99,0,0,0,0,0,,0,0,0,29.8,2020-11-30
Trattoria Contadina ,,#6A284,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,21:03,18.98,1.54,20.52,0,0,0,0,0,0,0,0,20.52,-4.75,0,0,0,0,0,,0,0,0,15.77,
The Wing Stop ,,,,Unknown,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,6.45,0,0,6.45,2020-11-23
The Wing Stop ,,,,Unknown,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,23.16,0,0,23.16,2020-11-23
The Wing Stop ,,,,Unknown,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,5.38,0,0,5.38,2020-11-30
The Wing Stop ,,,,Unknown,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,20.45,0,0,20.45,2020-11-30
The Wing Stop ,,#073B1,Delivery - Partner Using Uber App,iOS,Completed,2020-11-04,11:35,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-3.87,0,0,0,0,0,,0,0,0,12.82,2020-11-09
The Wing Stop ,,#49C2D,Delivery - Partner Using Uber App,iOS,Completed,2020-11-04,17:54,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-6.75,0,0,0,0,0,,0,0,0,22.33,2020-11-09
The Wing Stop ,,#1982D,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,12:08,8.99,0.7,9.69,0,0,0,0,0,0,0,0,9.69,-2.25,0,0,0,0,0,,0,0,0,7.44,2020-11-09
The Wing Stop ,,#1AF45,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-05,17:39,25.98,2.01,27.99,0,0,0,0,0,0,0,0,27.99,-6.5,0,0,0,0,0,,0,0,0,21.49,2020-11-09
The Wing Stop ,,#5D510,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,17:48,37.46,2.9,40.36,0,0,0,0,0,0,0,0,40.36,-9.37,0,0,0,0,0,,0,0,0,30.99,2020-11-09
The Wing Stop ,,#79AAF,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,19:51,46.23,3.58,49.81,0,0,0,0,0,0,0,0,49.81,-11.56,0,0,0,0,0,,0,0,0,38.25,2020-11-09
The Wing Stop ,,#DF428,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,21:49,21.48,1.66,23.14,0,0,0,0,0,0,0,0,23.14,-5.37,0,0,0,0,0,,0,0,0,17.77,2020-11-09
The Wing Stop ,,#4D6B0,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-06,13:18,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-3.87,0,0,0,0,0,,0,0,0,12.82,2020-11-09
The Wing Stop ,,#84D4A,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,16:13,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-5,0,0,0,0,0,,0,0,0,16.53,2020-11-09
The Wing Stop ,,#782D6,Delivery - Partner Using Uber App,Android,Completed,2020-11-06,17:07,38.94,3.02,41.96,0,0,0,0,0,0,0,0,41.96,-9.74,0,0,0,0,0,,0,0,0,32.22,2020-11-09
The Wing Stop ,,#58E56,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,20:04,14.74,1.14,15.88,0,0,0,0,0,0,0,0,15.88,-3.69,0,0,0,0,0,,0,0,0,12.19,2020-11-09
The Wing Stop ,,#17260,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,22:04,37.99,2.94,40.93,0,0,0,0,0,0,0,0,40.93,-9.5,0,0,0,0,0,,0,0,0,31.43,2020-11-09
The Wing Stop ,,#00506,Delivery - Partner Using Uber App,iOS,Completed,2020-11-07,12:33,23.22,1.8,25.02,0,0,0,0,0,0,0,0,25.02,-5.81,0,0,0,0,0,,0,0,0,19.21,2020-11-09
The Wing Stop ,,#11468,Delivery - Partner Using Uber App,iOS,Completed,2020-11-07,17:20,29.99,2.32,32.31,0,0,0,0,0,0,0,0,32.31,-7.5,0,0,0,0,0,,0,0,0,24.81,2020-11-09
The Wing Stop ,,#654C4,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-08,11:51,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-3.87,0,0,0,0,0,,0,0,0,12.82,2020-11-09
The Wing Stop ,,#3C682,Delivery - Partner Using Uber App,iOS,Completed,2020-11-08,15:41,32.2,2.5,34.7,0,0,0,0,0,0,0,0,34.7,-8.05,0,0,0,0,0,,0,0,0,26.65,2020-11-09
The Wing Stop ,,#EF8C9,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,17:06,33.73,2.61,36.34,0,0,0,0,0,0,0,0,36.34,-8.43,0,0,0,0,0,,0,0,0,27.91,2020-11-16
The Wing Stop ,,#707F2,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,17:53,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-6.75,0,0,0,0,0,,0,0,0,22.33,2020-11-16
The Wing Stop ,,#B12B7,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-09,19:00,60.48,4.69,65.17,0,0,0,0,0,0,0,0,65.17,-15.12,0,0,0,0,0,,0,0,0,50.05,2020-11-16
The Wing Stop ,,#B064C,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,19:24,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-3.5,0,0,0,0,0,,0,0,0,11.57,2020-11-16
The Wing Stop ,,#34220,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,19:25,15.48,1.2,16.68,0,0,0,0,0,0,0,0,16.68,-3.87,0,0,0,0,0,,0,0,0,12.81,2020-11-16
The Wing Stop ,,#01F22,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,19:30,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-6,0,0,0,0,0,,0,0,0,19.84,2020-11-16
The Wing Stop ,,#39C42,Delivery - Partner Using Uber App,iOS,Completed,2020-11-11,18:33,24.48,1.9,26.38,0,0,0,0,0,0,0,0,26.38,-6.12,0,0,0,0,0,,0,0,0,20.26,2020-11-16
The Wing Stop ,,#E8EA7,Delivery - Partner Using Uber App,iOS,Completed,2020-11-11,19:10,22.73,1.76,24.49,0,0,0,0,0,0,0,0,24.49,-5.68,0,0,0,0,0,,0,0,0,18.81,2020-11-16
The Wing Stop ,,#D5F58,Delivery - Partner Using Uber App,Android,Completed,2020-11-11,19:17,45.97,3.56,49.53,0,0,0,0,0,0,0,0,49.53,-11.49,0,0,0,0,0,,0,0,0,38.04,2020-11-16
The Wing Stop ,,#D5F58,,Unknown,Refund,2020-11-11,19:17,-21.49,-1.67,-23.16,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-23.16,2020-11-16
The Wing Stop ,,#BC5C1,Delivery - Partner Using Uber App,iOS,Completed,2020-11-11,19:30,15.73,1.22,16.95,0,0,0,0,0,0,0,0,16.95,-3.93,0,0,0,0,0,,0,0,0,13.02,2020-11-16
The Wing Stop ,,#BC5C1,,Unknown,Refund,2020-11-11,19:30,-5.99,-0.46,-6.45,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-6.45,2020-11-16
The Wing Stop ,,#3F78F,Delivery - Partner Using Uber App,Android,Completed,2020-11-11,21:33,40.95,3.17,44.12,0,0,0,0,0,0,0,0,44.12,-10.24,0,0,0,0,0,,0,0,0,33.88,2020-11-16
The Wing Stop ,,#6D417,Delivery - Partner Using Uber App,iOS,Completed,2020-11-12,18:36,27.74,2.15,29.89,0,0,0,0,0,0,0,0,29.89,-6.94,0,0,0,0,0,,0,0,0,22.95,2020-11-16
The Wing Stop ,,#1D7AD,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,18:41,37.96,2.94,40.9,0,0,0,0,0,0,0,0,40.9,-9.49,0,0,0,0,0,,0,0,0,31.41,2020-11-16
The Wing Stop ,,#850AD,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,18:46,14.74,1.14,15.88,0,0,0,0,0,0,0,0,15.88,-3.69,0,0,0,0,0,,0,0,0,12.19,2020-11-16
The Wing Stop ,,#26BB0,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,19:09,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-3.87,0,0,0,0,0,,0,0,0,12.82,2020-11-16
The Wing Stop ,,#63699,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,19:15,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-6.75,0,0,0,0,0,,0,0,0,22.33,2020-11-16
The Wing Stop ,,#76782,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-13,20:04,30.74,2.38,33.12,0,0,0,0,0,0,0,0,33.12,-7.69,0,0,0,0,0,,0,0,0,25.43,2020-11-16
The Wing Stop ,,#4C175,Delivery - Partner Using Uber App,iOS,Completed,2020-11-14,11:35,22.98,1.78,24.76,0,0,0,0,0,0,0,0,24.76,-5.75,0,0,0,0,0,,0,0,0,19.01,2020-11-16
The Wing Stop ,,#48303,Delivery - Partner Using Uber App,iOS,Completed,2020-11-14,14:51,44.46,3.45,47.91,0,0,0,0,0,0,0,0,47.91,-11.12,0,0,0,0,0,,0,0,0,36.79,2020-11-16
The Wing Stop ,,#B87DE,Delivery - Partner Using Uber App,iOS,Completed,2020-11-14,20:49,37.98,2.94,40.92,0,0,0,0,0,0,0,0,40.92,-9.5,0,0,0,0,0,,0,0,0,31.42,2020-11-16
The Wing Stop ,,#0F3B5,Delivery - Partner Using Uber App,iOS,Completed,2020-11-14,22:12,11.74,0.91,12.65,0,0,0,0,0,0,0,0,12.65,-2.94,0,0,0,0,0,,0,0,0,9.71,2020-11-16
The Wing Stop ,,#BE2F8,Delivery - Partner Using Uber App,iOS,Completed,2020-11-15,17:31,67.42,5.23,72.65,0,0,0,0,0,0,0,0,72.65,-16.86,0,0,0,0,0,,0,0,0,55.79,2020-11-16
The Wing Stop ,,#4385C,Delivery - Partner Using Uber App,iOS,Completed,2020-11-16,17:58,33.97,2.63,36.6,0,0,0,0,0,0,0,0,36.6,-8.49,0,0,0,0,0,,0,0,0,28.11,2020-11-23
The Wing Stop ,,#7C0D4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-16,18:51,15.73,1.22,16.95,0,0,0,0,0,0,0,0,16.95,-3.93,0,0,0,0,0,,0,0,0,13.02,2020-11-23
The Wing Stop ,,#02AF5,Delivery - Partner Using Uber App,Android,Completed,2020-11-16,21:39,9.99,0.77,10.76,0,0,0,0,0,0,0,0,10.76,-2.5,0,0,0,0,0,,0,0,0,8.26,2020-11-23
The Wing Stop ,,#895BF,Delivery - Partner Using Uber App,iOS,Completed,2020-11-17,11:25,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-3.5,0,0,0,0,0,,0,0,0,11.57,2020-11-23
The Wing Stop ,,#C1A0F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-17,11:44,29.24,2.27,31.51,0,0,0,0,0,0,0,0,31.51,-7.31,0,0,0,0,0,,0,0,0,24.2,2020-11-23
The Wing Stop ,,#2FF2F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-17,17:56,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-5.25,0,0,0,0,0,,0,0,0,17.36,2020-11-23
The Wing Stop ,,#050CF,Delivery - Partner Using Uber App,iOS,Canceled,2020-11-17,22:54,14.74,1.14,15.88,0,0,0,0,0,0,0,0,15.88,-3.69,0,0,0,0,0,,0,0,0,12.19,2020-11-23
The Wing Stop ,,#5EB07,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-18,12:34,153.31,11.88,165.19,0,0,0,0,0,0,0,0,165.19,-38.33,0,0,0,0,0,,0,0,0,126.86,2020-11-23
The Wing Stop ,,#FF452,Delivery - Partner Using Uber App,Android,Completed,2020-11-18,19:25,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-4.25,0,0,0,0,0,,0,0,0,14.05,2020-11-23
The Wing Stop ,,#E7481,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-18,21:54,22.24,1.72,23.96,0,0,0,0,0,0,0,0,23.96,-5.56,0,0,0,0,0,,0,0,0,18.4,2020-11-23
The Wing Stop ,,#827A6,Delivery - Partner Using Uber App,iOS,Completed,2020-11-18,21:58,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-3.5,0,0,0,0,0,,0,0,0,11.57,2020-11-23
The Wing Stop ,,#71384,Delivery - Partner Using Uber App,iOS,Completed,2020-11-19,12:23,19.99,1.55,21.54,0,0,0,0,0,0,0,0,21.54,-5,0,0,0,0,0,,0,0,0,16.54,2020-11-23
The Wing Stop ,,#6B5EE,Delivery - Partner Using Uber App,Android,Completed,2020-11-19,16:04,28.49,2.21,30.7,0,0,0,0,0,0,0,0,30.7,-7.12,0,0,0,0,0,,0,0,0,23.58,2020-11-23
The Wing Stop ,,#C7ED7,Delivery - Partner Using Uber App,iOS,Completed,2020-11-19,16:48,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-3.5,0,0,0,0,0,,0,0,0,11.57,2020-11-23
The Wing Stop ,,#A37C0,Delivery - Partner Using Uber App,iOS,Completed,2020-11-19,17:51,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-4.75,0,0,0,0,0,,0,0,0,15.7,2020-11-23
The Wing Stop ,,#78D21,Delivery - Partner Using Uber App,iOS,Completed,2020-11-19,20:05,46.44,3.6,50.04,0,0,0,0,0,0,0,0,50.04,-11.61,0,0,0,0,0,,0,0,0,38.43,2020-11-23
The Wing Stop ,,#9208A,Delivery - Partner Using Uber App,iOS,Completed,2020-11-19,20:36,20.74,1.61,22.35,0,0,0,0,0,0,0,0,22.35,-5.19,0,0,0,0,0,,0,0,0,17.16,2020-11-23
The Wing Stop ,,#86ED4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-19,20:57,32.48,2.52,35,0,0,0,0,0,0,0,0,35,-8.12,0,0,0,0,0,,0,0,0,26.88,2020-11-23
The Wing Stop ,,#79450,Delivery - Partner Using Uber App,iOS,Completed,2020-11-19,21:36,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-5.99,0,0,0,0,0,,0,0,0,19.84,2020-11-23
The Wing Stop ,,#A4136,Delivery - Partner Using Uber App,iOS,Completed,2020-11-19,21:43,27.46,2.13,29.59,0,0,0,0,0,0,0,0,29.59,-6.87,0,0,0,0,0,,0,0,0,22.72,2020-11-23
The Wing Stop ,,#44839,Delivery - Partner Using Uber App,Android,Completed,2020-11-20,15:08,50.97,3.95,54.92,0,0,0,0,0,0,0,0,54.92,-12.74,0,0,0,0,0,,0,0,0,42.18,2020-11-23
The Wing Stop ,,#8DB65,Delivery - Partner Using Uber App,iOS,Completed,2020-11-20,18:35,40.97,3.18,44.15,0,0,0,0,0,0,0,0,44.15,-10.24,0,0,0,0,0,,0,0,0,33.91,2020-11-23
The Wing Stop ,,#8DB65,,Unknown,Refund,2020-11-20,18:35,-4.99,-0.39,-5.38,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-5.38,2020-11-30
The Wing Stop ,,#B9956,Delivery - Partner Using Uber App,iOS,Completed,2020-11-20,19:12,14.74,1.14,15.88,0,0,0,0,0,0,0,0,15.88,-3.69,0,0,0,0,0,,0,0,0,12.19,2020-11-23
The Wing Stop ,,#C9E5F,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-20,22:13,14.74,1.14,15.88,0,0,0,0,0,0,0,0,15.88,-3.69,0,0,0,0,0,,0,0,0,12.19,2020-11-23
The Wing Stop ,,#915A4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-21,12:32,129.89,10.07,139.96,0,0,0,0,0,0,0,0,139.96,-32.47,0,0,0,0,0,,0,0,0,107.49,2020-11-23
The Wing Stop ,,#9F405,Delivery - Partner Using Uber App,iOS,Completed,2020-11-21,15:55,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-4.75,0,0,0,0,0,,0,0,0,15.7,2020-11-23
The Wing Stop ,,#9F405,,Unknown,Refund,2020-11-21,15:55,-18.98,-1.47,-20.45,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-20.45,2020-11-30
The Wing Stop ,,#D4A76,Delivery - Partner Using Uber App,Android,Completed,2020-11-21,16:22,22.98,1.78,24.76,0,0,0,0,0,0,0,0,24.76,-5.75,0,0,0,0,0,,0,0,0,19.01,2020-11-23
The Wing Stop ,,#D4A57,Delivery - Partner Using Uber App,iOS,Completed,2020-11-21,17:42,49.94,3.87,53.81,0,0,0,0,0,0,0,0,53.81,-12.49,0,0,0,0,0,,0,0,0,41.32,2020-11-23
The Wing Stop ,,#821E0,Pickup,iOS,Completed,2020-11-21,19:00,30.97,2.4,33.37,0,0,0,0,0,0,0,0,33.37,0,0,0,0,0,0,,0,0,0,33.37,2020-11-23
The Wing Stop ,,#86DB8,Delivery - Partner Using Uber App,iOS,Completed,2020-11-21,20:33,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-6.75,0,0,0,0,0,,0,0,0,22.33,2020-11-23
The Wing Stop ,,#0CDC1,Delivery - Partner Using Uber App,iOS,Completed,2020-11-22,14:23,32.97,2.56,35.53,0,0,0,0,0,0,0,0,35.53,-8.24,0,0,0,0,0,,0,0,0,27.29,2020-11-23
The Wing Stop ,,#303C5,Delivery - Partner Using Uber App,Android,Completed,2020-11-22,22:09,10.49,0.81,11.3,0,0,0,0,0,0,0,0,11.3,-2.62,0,0,0,0,0,,0,0,0,8.68,2020-11-23
The Wing Stop ,,#78AD1,Delivery - Partner Using Uber App,iOS,Completed,2020-11-23,12:01,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-6.75,0,0,0,0,0,,0,0,0,22.33,2020-11-30
The Wing Stop ,,#62CE6,Delivery - Partner Using Uber App,iOS,Completed,2020-11-23,14:38,16.48,1.28,17.76,0,0,0,0,0,0,0,0,17.76,-4.12,0,0,0,0,0,,0,0,0,13.64,2020-11-30
The Wing Stop ,,#B09B8,Delivery - Partner Using Uber App,iOS,Completed,2020-11-23,18:38,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-3.87,0,0,0,0,0,,0,0,0,12.82,2020-11-30
The Wing Stop ,,#8B35F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-23,18:59,23.74,1.84,25.58,0,0,0,0,0,0,0,0,25.58,-5.94,0,0,0,0,0,,0,0,0,19.64,2020-11-30
The Wing Stop ,,#281E9,Delivery - Partner Using Uber App,iOS,Completed,2020-11-23,19:10,14.74,1.14,15.88,0,0,0,0,0,0,0,0,15.88,-3.69,0,0,0,0,0,,0,0,0,12.19,2020-11-30
The Wing Stop ,,#3A579,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-23,21:10,16.74,1.3,18.04,0,0,0,0,0,0,0,0,18.04,-4.19,0,0,0,0,0,,0,0,0,13.85,2020-11-30
The Wing Stop ,,#B34CC,Delivery - Partner Using Uber App,Android,Canceled,2020-11-23,22:25,20.97,1.63,22.6,0,0,0,0,0,0,0,0,22.6,-5.24,0,0,0,0,0,,0,0,0,17.36,2020-11-30
The Wing Stop ,,#0FE40,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-24,12:13,16.74,1.3,18.04,0,0,0,0,0,0,0,0,18.04,-4.19,0,0,0,0,0,,0,0,0,13.85,2020-11-30
The Wing Stop ,,#68740,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-24,14:51,17.49,1.36,18.85,0,0,0,0,0,0,0,0,18.85,-4.37,0,0,0,0,0,,0,0,0,14.48,2020-11-30
The Wing Stop ,,#74D91,Delivery - Partner Using Uber App,iOS,Completed,2020-11-24,18:48,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-4.25,0,0,0,0,0,,0,0,0,14.05,2020-11-30
The Wing Stop ,,#59EE1,Delivery - Partner Using Uber App,iOS,Completed,2020-11-24,19:32,37.95,2.94,40.89,0,0,0,0,0,0,0,0,40.89,-9.49,0,0,0,0,0,,0,0,0,31.4,2020-11-30
The Wing Stop ,,#1643F,Delivery - Partner Using Uber App,iOS,Canceled,2020-11-24,22:41,37.48,2.9,40.38,0,0,0,0,0,0,0,0,40.38,-9.37,0,0,0,0,0,,0,0,0,31.01,2020-11-30
The Wing Stop ,,#D6248,Delivery - Partner Using Uber App,Android,Completed,2020-11-25,11:59,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-5,0,0,0,0,0,,0,0,0,16.53,2020-11-30
The Wing Stop ,,#8AE31,Delivery - Partner Using Uber App,iOS,Completed,2020-11-25,12:27,36.73,2.85,39.58,0,0,0,0,0,0,0,0,39.58,-9.18,0,0,0,0,0,,0,0,0,30.4,2020-11-30
The Wing Stop ,,#965DE,Delivery - Partner Using Uber App,iOS,Completed,2020-11-25,21:21,20.73,1.61,22.34,0,0,0,0,0,0,0,0,22.34,-5.18,0,0,0,0,0,,0,0,0,17.16,2020-11-30
The Wing Stop ,,#96244,Delivery - Partner Using Uber App,iOS,Completed,2020-11-27,16:56,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-6.75,0,0,0,0,0,,0,0,0,22.33,2020-11-30
The Wing Stop ,,#1B8EF,Delivery - Partner Using Uber App,Android,Completed,2020-11-27,18:41,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-6.75,0,0,0,0,0,,0,0,0,22.33,2020-11-30
The Wing Stop ,,#EDF36,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,21:59,27.74,2.15,29.89,0,0,0,0,0,0,0,0,29.89,-6.94,0,0,0,0,0,,0,0,0,22.95,2020-11-30
The Wing Stop ,,#CD1CE,Delivery - Partner Using Uber App,Android,Completed,2020-11-30,12:33,19.99,1.55,21.54,0,0,0,0,0,0,0,0,21.54,-5,0,0,0,0,0,,0,0,0,16.54,
The Wing Stop ,,#3CD62,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,16:34,22.98,1.78,24.76,0,0,0,0,0,0,0,0,24.76,-5.75,0,0,0,0,0,,0,0,0,19.01,
The Wing Stop ,,#5472A,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,17:48,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-6.75,0,0,0,0,0,,0,0,0,22.33,
The Wing Stop ,,#BB2C4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,19:26,9.73,0.75,10.48,0,0,0,0,0,0,0,0,10.48,-2.43,0,0,0,0,0,,0,0,0,8.05,
The Wing Stop ,,#A7FD2,Delivery - Partner Using Uber App,Android,Completed,2020-11-30,20:43,29.99,2.32,32.31,0,0,0,0,0,0,0,0,32.31,-7.5,0,0,0,0,0,,0,0,0,24.81,
