"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-011413629399714","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","8:16 PM","65.96","0","4.99","5.50","11.47","87.92","-8.87","-2.98","0"
"W-045113835432213","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/27/20","12:49 PM","32.55","0","0.00","2.52","3.51","38.58","0","-1.48","0"
"O-516813760707918","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","6:14 PM","31.73","0","2.99","2.69","5.61","43.02","-4.34","-1.61","0"
"O-966913795398398","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/23/20","11:45 AM","48.48","0","2.99","3.99","0","55.46","-6.43","-1.99","0"
"O-291313606730423","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","12:15 PM","16.49","0","0.00","1.28","0","17.77","-2.06","-0.84","0"
"W-786113749344457","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"12/18/20","11:58 AM","27.98","0","0.00","2.17","0","30.15","0","0","0"
"W-741813809649889","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/23/20","7:06 PM","24.76","0","2.99","2.15","4.49","34.39","0","-1.35","0"
"O-076513607828206","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/3/20","6:24 PM","20.98","0","2.99","1.86","4.00","29.83","-3.00","-1.21","0"
"O-235013791261840","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/22/20","6:38 PM","41.76","0","4.99","3.63","5.04","55.42","-5.84","-1.99","0"
"O-452213715062576","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/15/20","4:36 PM","42.19","0","4.99","3.66","10.17","61.01","-5.90","-2.16","0"
"O-976713611023428","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","5:49 PM","33.96","0","2.99","2.86","5.97","45.78","-4.62","-1.70","0"
"O-812113680337819","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","7:17 PM","16.26","0","2.99","1.49","4.15","24.89","-2.41","-1.06","0"
"W-077713632392545","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","6:57 PM","44.93","0","2.99","3.71","3.00","54.63","0","-1.97","0"
"O-229713683211892","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","4:55 PM","43.72","0","4.99","3.78","13.12","65.61","-6.09","-2.30","0"
"O-474913681734295","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","6:07 PM","78.43","0","0.00","6.08","12.68","97.19","-9.80","-3.26","0"
"O-763513737987847","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/16/20","7:18 PM","24.97","0","4.99","2.33","6.46","38.75","-3.75","-1.48","0"
"O-812113690339577","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","8:05 PM","13.98","0","0.00","1.08","0","15.06","-1.75","-0.76","0"
"W-882413673344892","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/10/20","8:06 PM","55.44","0","2.99","4.53","6.30","69.26","0","-2.41","0"
"W-640013759139505","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","7:37 PM","47.47","0","2.99","3.91","10.87","65.24","0","-2.29","0"
"W-728113663611083","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/9/20","5:35 PM","45.19","0","0.00","3.50","2.43","51.12","0","-1.86","0"
"W-966913835330703","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/27/20","12:16 PM","49.95","0","2.99","4.10","5.70","62.74","0","-2.21","0"
"O-082913605856167","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","1:01 PM","27.97","0","2.99","2.40","5.00","38.36","-3.87","-1.47","0"
"O-713513637396795","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","5:56 PM","36.47","0","4.99","3.22","3.00","47.68","-5.18","-1.75","0"
"O-139913692783782","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","5:48 PM","27.23","0","2.99","2.34","4.88","37.44","-3.78","-1.44","0"
"O-205813759529886","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","1:53 PM","23.76","0","2.99","2.07","3.50","32.32","-3.34","-1.29","0"
"O-408913622380037","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","4:03 PM","41.95","0","0.00","3.25","4.52","49.72","-5.24","-1.82","0"
"O-782713788318086","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/21/20","8:36 PM","24.98","0","2.99","2.17","6.03","36.17","-3.50","-1.40","0"
"O-741813869620094","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/29/20","7:44 PM","12.99","0","0.00","1.01","1.40","15.40","-1.62","-0.77","0"
"O-169513711792809","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/14/20","8:46 PM","36.73","0","2.99","3.08","6.42","49.22","-4.97","-1.80","0"
"O-164813825949648","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/26/20","4:28 PM","24.97","0","2.99","2.17","4.52","34.65","-3.50","-1.36","0"
"O-166713734702470","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/17/20","11:23 AM","44.96","0","0.00","3.48","7.27","55.71","-5.62","-2.00","0"
"W-610313796536628","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/22/20","5:55 PM","30.98","0","2.99","2.63","5.49","42.09","0","-1.58","0"
"O-743313880497878","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","7:48 PM","61.20","0","4.99","5.13","10.70","82.02","-8.27","-2.80","0"
"W-763513717982406","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/14/20","6:19 PM","39.46","0","2.99","3.29","11.44","57.18","0","-2.04","0"
"O-127713593346690","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/2/20","7:48 PM","13.73","0","0.00","1.06","0","14.79","-1.72","-0.75","0"
"O-235013871264581","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/30/20","4:51 PM","37.70","0","4.99","3.31","9.20","55.20","-5.34","-1.98","0"
"O-741813799628889","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/23/20","11:45 AM","21.97","0","4.99","2.09","4.66","33.71","-3.37","-1.33","0"
"O-045113855461332","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/28/20","6:02 PM","27.23","0","2.99","2.34","5.00","37.56","-3.78","-1.45","0"
"O-726313725919738","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/15/20","9:00 PM","29.97","0","0.00","2.32","0","32.29","-3.75","-1.28","0"
"O-625813718382905","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/15/20","12:49 PM","21.98","0","2.99","1.93","5.00","31.90","-3.12","-1.27","0"
"W-174413573081235","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/1/20","3:19 PM","25.75","0","2.99","2.23","4.65","35.62","0","-1.39","0"
"W-197913623303841","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","6:11 PM","45.97","0","0.00","3.56","2.48","52.01","0","-1.89","0"
"O-164813835923236","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/26/20","5:07 PM","57.00","0","2.99","4.65","6.46","71.10","-7.50","-2.47","0"
"O-235013801262324","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/23/20","5:58 PM","24.97","0","2.99","2.17","4.52","34.65","-3.50","-1.36","0"
"W-938213688770293","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","5:40 PM","24.72","0","0.00","1.92","0","26.64","0","-1.11","0"
"O-922413631604517","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/7/20","12:19 PM","19.98","0","2.99","1.78","2.48","27.23","-2.87","-1.13","0"
"O-226513744088991","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","3:49 PM","24.17","0","2.99","2.10","0","29.26","-3.40","-1.19","0"
"W-164813795922221","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/22/20","6:37 PM","61.71","0","0.00","4.78","9.97","76.46","0","-2.63","0"
"W-408913632309996","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","7:50 PM","15.98","0","2.99","1.47","4.09","24.53","0","-1.05","0"
"O-516813740720566","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","4:45 PM","29.96","0","4.99","2.71","5.00","42.66","-4.37","-1.60","0"
"W-197913623308490","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","5:01 PM","35.72","0","2.99","3.00","6.26","47.97","0","-1.76","0"
"O-640013889143108","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","6:37 PM","50.42","0","2.99","4.14","8.63","66.18","-6.68","-2.32","0"
"O-335313710852272","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/14/20","6:01 PM","33.96","0","2.99","2.86","5.97","45.78","-4.62","-1.70","0"
"O-076513637814356","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","8:07 PM","30.21","0","2.99","2.57","5.37","41.14","-4.15","-1.55","0"
"O-976713601096283","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/3/20","8:40 PM","21.02","0","2.99","1.86","3.88","29.75","-3.00","-1.21","0"
"O-595513747473601","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/17/20","8:34 PM","26.48","0","2.99","2.28","0","31.75","-3.68","-1.27","0"
"O-277013817854269","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/24/20","5:08 PM","17.99","0","0.00","1.39","0","19.38","-2.25","-0.89","0"
"O-419613726436630","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/15/20","6:56 PM","16.98","0","2.99","1.55","4.30","25.82","-2.50","-1.09","0"
"W-727413803560286","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/23/20","6:07 PM","26.98","0","0.00","2.09","0","29.07","0","-1.19","0"
"O-938213668744122","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/10/20","1:16 PM","35.98","0","2.99","3.02","0","41.99","-4.87","-1.58","0"
"W-658113627841494","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","5:00 PM","85.91","0","2.99","6.89","14.37","110.16","0","-3.66","0"
"O-516813750724552","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","7:12 PM","15.56","0","4.99","1.60","2.22","24.37","-2.57","-1.04","0"
"O-127713603378563","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/3/20","6:15 PM","18.97","0","0.00","1.47","0","20.44","-2.37","-0.92","0"
"O-617913700923330","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/13/20","5:55 PM","12.99","0","0.00","1.01","0","14.00","-1.62","-0.73","0"
"O-741813779683381","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/21/20","12:48 PM","71.97","0","4.99","5.97","12.44","95.37","-9.62","-3.21","0"
"O-989613595551391","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/3/20","1:57 PM","24.99","0","2.99","2.17","4.52","34.67","-3.50","-1.36","0"
"O-966913745324735","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/17/20","6:34 PM","30.98","0","0.00","2.40","5.01","38.39","-3.87","-1.47","0"
"O-043413679159344","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/10/20","7:33 PM","14.73","0","0.00","1.14","0","15.87","-1.84","-0.78","0"
"O-474913661783030","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/9/20","6:27 PM","29.46","0","4.99","2.67","3.00","40.12","-4.31","-1.52","0"
"O-452213715018726","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/14/20","5:49 PM","37.97","0","2.99","3.17","4.41","48.54","-5.12","-1.78","0"
"O-768813611138573","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","5:31 PM","89.95","0","2.99","7.20","20.02","120.16","-11.62","-3.96","0"
"O-166713754707849","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","5:34 PM","33.00","0","2.99","2.79","5.82","44.60","-4.50","-1.66","0"
"W-235013761227838","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/20/20","12:56 PM","29.73","0","2.99","2.53","7.05","42.30","0","-1.59","0"
"O-640013879146086","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/30/20","6:38 PM","20.02","0","2.99","1.78","4.95","29.74","-2.88","-1.21","0"
"O-235013861236528","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/29/20","9:39 PM","42.05","0","2.99","3.49","5.00","53.53","-5.63","-1.93","0"
"O-782713858320405","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/28/20","6:06 PM","24.72","0","2.99","2.15","7.47","37.33","-3.46","-1.44","0"
"O-208713746294114","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/17/20","5:58 PM","37.97","0","0.00","2.94","0","40.91","-4.75","-1.55","0"
"T-AwAABNXpYsnGMEVGEeutId9uj9B9Qw","Ameci Pizza & Pasta - Trabuco Rd","Account Adjustment","20871376-6256725 jv ","12/23/20","9:43 AM","0","0","0.00","0.00","0","2.00","0","0","0"
"O-812113670327563","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/10/20","5:40 PM","21.98","0","2.99","1.93","4.04","30.94","-3.12","-1.24","0"
"O-045113825494438","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/26/20","1:34 PM","29.48","0","2.99","2.51","3.00","37.98","-4.06","-1.46","0"
"W-205813889559011","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","6:41 PM","44.10","0","0.00","3.42","0","47.52","0","-1.75","0"
"W-642813696036695","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/13/20","3:14 PM","28.95","0","2.99","2.47","5.16","39.57","0","-1.51","0"
"W-394913787681326","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"12/21/20","6:15 PM","19.98","0","0.00","1.55","0","21.53","0","0","0"
"O-972813793778712","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/23/20","2:00 PM","63.90","0","2.99","5.18","21.62","93.69","-8.36","-3.16","0"
