Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Special Offer - Delivery,Tax on Special Offer - Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date,Markup Amount,Markup Tax,Service Fee %
Ameci Pizza & Pasta - Lake Forest,,#6B00E,218cabfc-7e65-4388-b1e5-1f03afd6b00e,Pickup,iOS,Completed,2021-04-21,14:36,18.77,1.45,20.22,0,0,0,0,0,0,0,0,20.22,0,0,0,0,0,0,,0,-1.45,0,18.77,2021-04-26,0,0,
Ameci Pizza & Pasta - Lake Forest,,#5D0E9,18be77d0-c637-45ce-859b-9d7604e5d0e9,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-21,17:41,23.73,1.84,25.57,0,0,0,0,0,0,0,0,25.57,-4.51,0,0,0,0,0,,0,-1.84,0,19.22,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#0AC8A,96927bad-d2e6-4f7f-a939-8b364430ac8a,Delivery - Partner Using Uber App,iOS,Completed,2021-04-22,17:13,56.87,4.41,61.28,0,0,0,0,0,0,0,0,61.28,-10.81,0,0,0,0,0,,0,-4.41,0,46.06,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#FC168,35abbf76-ef1e-4757-a470-db6d384fc168,Delivery - Partner Using Uber App,iOS,Completed,2021-04-22,21:08,35.92,2.78,38.7,0,0,0,0,0,0,0,0,38.7,-6.82,0,0,0,0,0,,0,-2.78,0,29.1,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#2B396,e7c5581f-5d99-474a-b463-ea812de2b396,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-23,12:43,11.74,0.91,12.65,0,0,0,0,0,0,0,0,12.65,-2.23,0,0,0,0,0,,0,-0.91,0,9.51,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#8D4E0,9a6feef6-1811-4f0f-845f-f5dd6948d4e0,Delivery - Partner Using Uber App,iOS,Completed,2021-04-23,18:38,43.21,3.35,46.56,0,0,0,0,0,0,0,0,46.56,-8.21,0,0,0,0,0,,0,-3.35,0,35,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#4CAF2,9edd8df0-75ff-4699-a38e-8b06a554caf2,Delivery - Partner Using Uber App,iOS,Completed,2021-04-23,21:39,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,-1.86,0,19.42,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#55803,a006c3fa-5658-4842-860c-ccac75c55803,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-24,16:35,51.99,4.03,56.02,0,0,0,0,0,0,0,0,56.02,-9.88,0,0,0,0,0,,0,-4.03,0,42.11,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#FAB75,a79a9d39-0743-45b7-91a8-a62dffcfab75,Delivery - Partner Using Uber App,iOS,Completed,2021-04-24,18:59,45.95,3.56,49.51,0,0,0,0,0,0,0,0,49.51,-8.73,0,0,0,0,0,,0,-3.56,0,37.22,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#156A4,f138f531-f987-47f7-b6e1-242b386156a4,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-24,19:29,17.73,1.37,19.1,0,0,0,0,0,0,0,0,19.1,-3.37,0,0,0,0,0,,0,-1.37,0,14.36,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#50EC5,ed144685-0a16-4b26-9a83-7b69f2b50ec5,Delivery - Partner Using Uber App,iOS,Completed,2021-04-24,20:08,48.05,3.72,51.77,0,0,0,0,0,0,0,0,51.77,-9.13,0,0,0,0,0,,0,-3.72,0,38.92,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#F2B42,9f298d77-0588-4d00-9641-2bb278df2b42,Delivery - Partner Using Uber App,iOS,Completed,2021-04-25,20:23,40.58,3.14,43.72,0,0,0,0,0,0,0,0,43.72,-7.71,0,0,0,0,0,,0,-3.14,0,32.87,2021-04-26,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#F4436,8413f3fe-da06-47ee-b70b-1ad355ff4436,Delivery - Partner Using Uber App,iOS,Completed,2021-04-26,17:24,32.97,2.56,35.53,0,0,0,0,0,0,0,0,35.53,-6.26,0,0,0,0,0,,0,-2.56,0,26.71,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#F4436,8413f3fe-da06-47ee-b70b-1ad355ff4436,,Unknown,Refund,2021-04-26,17:24,-3.99,0,-3.99,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-3.99,,,,
Ameci Pizza & Pasta - Lake Forest,,#F45FE,7767fc17-7ba9-455c-b2f8-be146fff45fe,Pickup,iOS,Completed,2021-04-26,17:30,51.96,4.03,55.99,0,0,0,0,0,0,0,0,55.99,0,0,0,0,0,0,,0,-4.03,0,51.96,,0,0,
Ameci Pizza & Pasta - Lake Forest,,#D74D1,1445a8bc-f33e-4fdb-a13e-2eaba60d74d1,Delivery - Partner Using Uber App,iOS,Completed,2021-04-27,17:43,37.93,2.94,40.87,0,0,0,0,0,0,0,0,40.87,-7.21,0,0,0,0,0,,0,-2.94,0,30.72,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#49544,d18dda95-c200-4ded-912e-87b5c7749544,Delivery - Partner Using Uber App,iOS,Completed,2021-04-27,17:54,45.08,3.49,48.57,0,0,0,0,0,0,0,0,48.57,-8.57,0,0,0,0,0,,0,-3.49,0,36.51,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#A741E,478d02ca-e200-48c5-b8c7-eb28c2da741e,Delivery - Partner Using Uber App,iOS,Completed,2021-04-28,15:54,14.99,1.16,16.15,0,0,0,0,0,0,0,0,16.15,-2.85,0,0,0,0,0,,0,-1.16,0,12.14,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#90337,8a373543-9370-496e-b346-4f9c6be90337,Delivery - Partner Using Uber App,iOS,Completed,2021-04-28,19:00,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,-1.86,0,19.42,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#70B57,0a9ab691-5909-47e0-a59c-89d903270b57,Delivery - Partner Using Uber App,iOS,Completed,2021-04-29,17:32,75.93,5.88,81.81,0,0,0,0,0,0,0,0,81.81,-14.43,0,0,0,0,0,,0,-5.88,0,61.5,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#76077,662314d8-4d35-4282-9090-3ad60cb76077,Delivery - Partner Using Uber App,iOS,Completed,2021-04-29,17:23,29.36,2.1,31.46,0,0,0,0,0,0,0,0,31.46,-5.58,0,0,0,0,0,,0,-2.1,0,23.78,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#2A46A,e27ececc-f3c3-4861-8630-cbc5f6f2a46a,Delivery - Partner Using Uber App,iOS,Completed,2021-04-29,19:06,18.99,1.47,20.46,0,0,0,0,0,0,0,0,20.46,-3.8,0,0,0,0,0,,0,-1.47,0,15.19,,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#B1A89,8132a901-33f5-4a06-a2f5-0f1da7cb1a89,Delivery - Partner Using Uber App,Android,Completed,2021-04-29,21:13,37.45,2.9,40.35,0,0,0,0,0,0,0,0,40.35,-7.49,0,0,0,0,0,,0,-2.9,0,29.96,,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#8863C,f80cc690-f63e-4135-8cc6-4ed0f168863c,Delivery - Partner Using Uber App,Android,Completed,2021-04-30,11:20,19.97,1.55,21.52,0,0,0,0,0,0,0,0,21.52,-3.79,0,0,0,0,0,,0,-1.55,0,16.18,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#F8E16,ad686c8d-eed8-4fd8-81d2-a643b1bf8e16,Delivery - Partner Using Uber App,iOS,Completed,2021-04-30,12:25,22.95,1.78,24.73,0,0,0,0,0,0,0,0,24.73,-4.36,0,0,0,0,0,,0,-1.78,0,18.59,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#90273,ba80bad6-6ab5-4a5a-ba28-b85db5e90273,Delivery - Partner Using Uber App,iOS,Completed,2021-04-30,17:49,42.34,3.28,45.62,0,0,0,0,0,0,0,0,45.62,-8.04,0,0,0,0,0,,0,-3.28,0,34.3,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#1E9DA,aedd77ea-1a01-45a5-9c11-3a549f31e9da,Delivery - Partner Using Uber App,Android,Completed,2021-04-30,18:02,22.58,1.75,24.33,0,0,0,0,0,0,0,0,24.33,-4.52,0,0,0,0,0,,0,-1.75,0,18.06,,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#C7F46,9a5d5754-deb1-437e-ba01-d9d085dc7f46,Pickup,iOS,Completed,2021-04-30,17:38,23.48,1.82,25.3,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,,0,-1.82,0,23.48,,0,0,
Ameci Pizza & Pasta - Lake Forest,,#18912,d4d5205a-ead7-4f01-ac5c-3045a6e18912,Pickup,iOS,Completed,2021-04-30,18:16,33.46,2.59,36.05,0,0,0,0,0,0,0,0,36.05,0,0,0,0,0,0,,0,-2.59,0,33.46,,0,0,
Ameci Pizza & Pasta - Lake Forest,,#42DB8,27ad7de7-a1e7-4e18-ab19-fe9424742db8,Delivery - Partner Using Uber App,iOS,Completed,2021-04-30,19:21,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,-1.86,0,19.42,,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#8928E,b971cb98-e3f6-40de-b07c-347d98e8928e,Delivery - Partner Using Uber App,Android,Completed,2021-04-30,21:02,33.01,2.56,35.57,0,0,0,0,0,0,0,0,35.57,-6.27,0,0,0,0,0,,0,-2.56,0,26.74,,0,0,19
