"Facility","Brand","Source","Date","Total Orders","Total Revenue"
"Aroma Pizza - Lake Forest","The Italian Brothers","postmates","2021-04-02","2","$84.83"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-02","1","$14.98"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-02","7","$257.52"
"Aroma Pizza - Lake Forest","The Italian Brothers","doordash","2021-04-02","1","$69.89"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-02","5","$154.47"
"Aroma Pizza - Lake Forest","The Italian Brothers","grubhub","2021-04-03","2","$66.94"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-03","18","$636.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-03","7","$275.28"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-03","1","$10.99"
"Aroma Pizza - Lake Forest","The Italian Brothers","ubereats","2021-04-03","1","$22.95"
"Aroma Pizza - Lake Forest","Trattoria Contadina","postmates","2021-04-03","1","$38.46"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-03","1","$18.46"
"Aroma Pizza - Lake Forest","The Italian Brothers","postmates","2021-04-03","2","$60.95"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-03","5","$224.39"
"Aroma Pizza - Lake Forest","The Wings Shack","doordash","2021-04-03","1","$41.94"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-03","4","$117.68"
"Aroma Pizza - Lake Forest","The Italian Brothers","doordash","2021-04-03","2","$92.86"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-03","12","$414.51"
"Aroma Pizza - Lake Forest","The Wings Shack","grubhub","2021-04-03","1","$43.96"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-04-03","1","$15.98"
"Aroma Pizza - Lake Forest","The Italian Brothers","doordash","2021-04-04","1","$71.94"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-04","14","$529.73"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-04","2","$115.42"
"Aroma Pizza - Lake Forest","The Italian Brothers","grubhub","2021-04-04","1","$30.92"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-04","4","$147.26"
"Aroma Pizza - Lake Forest","The Italian Brothers","ubereats","2021-04-04","2","$51.96"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-04","2","$49.69"
"Aroma Pizza - Lake Forest","Trattoria Contadina","postmates","2021-04-04","1","$19.24"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-04","3","$144.33"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-04","2","$82.86"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-05","1","$15.49"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-05","3","$80.46"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-05","1","$14.99"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-05","10","$316.64"
"Aroma Pizza - Lake Forest","The Italian Brothers","grubhub","2021-04-05","1","$42.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-05","3","$130.88"
