Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled Cerritos,Current Quantity Cerritos,New Quantity Cerritos,Stock Alert Enabled Cerritos,Stock Alert Count Cerritos,Price Cerritos,Enabled Mission Viejo,Current Quantity Mission Viejo,New Quantity Mission Viejo,Stock Alert Enabled Mission Viejo,Stock Alert Count Mission Viejo,Price Mission Viejo,Enabled Storage,Current Quantity Storage,New Quantity Storage,Stock Alert Enabled Storage,Stock Alert Count Storage,Price Storage,Enabled Westminster,Current Quantity Westminster,New Quantity Westminster,Stock Alert Enabled Westminster,Stock Alert Count Westminster,Price Westminster,Modifier Set - Additional Personalization (If Above Limited),Modifier Set - Personalization,Tax - Sales Tax (7.75%)
EUOCTAPTGP6LOYFEUUIE2VMF,FAMILY - BLACK BEAR FAMILY OF 5 (OR1215-5),Regular,,659839775711,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 5,Ornament > Family of 5,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
2VHUH62CXKSSC4TYJADWBU4M,FAMILY - HOT CHOCOLATE FAMILY - COUPLE (OR1213-2),Regular,,659839775629,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 2 (Couples),Ornament > Family of 2 (Couples),,,,,visible,Physical good,,,,Y,N,Y,Y,18.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
4ANXAL3F7CNNP3467PTB57U7,FAMILY - HOT CHOCOLATE FAMILY WITH 1 KID (OR1213-3),Regular,,659839775636,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 3,Ornament > Family of 3,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
4WQ4QI2O4C5L2F2GH3R6STPU,FAMILY - HOT CHOCOLATE FAMILY WITH 2 KIDS (OR1213-4),Regular,,659839775643,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > Family of 4, Ornament",Ornament > Family of 4,,,,,visible,Physical good,0.5,,,Y,N,Y,Y,19.99,,N,,N,,N,,,Y,6,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
JP6TTQGEFQZXW6YFKTDVUUNJ,FAMILY - HOT CHOCOLATE FAMILY WITH 3 KIDS (OR1213-5),Regular,,659839775650,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 5,Ornament > Family of 5,,,,,visible,Physical good,0.188,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
W6UVC5SVR6EU7XIPKK634UMP,FAMILY - HOT CHOCOLATE FAMILY WITH 4 KIDS (OR1213-6),Regular,,659839775667,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 6,Ornament > Family of 6,,,,,visible,Physical good,,,,Y,N,Y,Y,20.99,,N,,,,,,,Y,1,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
3T6NDBMVRYHBXS3GVWXPKOY4,FAMILY 1ST CHRISTMAS (RM1612),Regular,,845583053179,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > New Parents,Ornament > New Parents,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
FZWRTUCZVIPEVBDRXW5JAMXN,FAMILY GENERAL - BIG BROTHER (OR449),Regular,,659839778484,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Child, Ornament > General, Ornament > Family General",Ornament > Child,,,,,visible,Physical good,,,,Y,N,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,2,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
URM7QHVHZBI5FEPEJNCVNNI3,FAMILY GENERAL - GRANDMA BEAR (OR3040),,,659839743505,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > General, Ornament, Ornament > Family General",Ornament > Family General,,,,,visible,Physical good,0.5,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,1,,,,,Y,-1,,,,,Y,0,,,,,Y,0,,,,,N,Y,Y
MDW5WWLPQDJM6QYRH26EGE7F,FAMILY GENERAL - GRANDPA BEAR (OR3041),,,659839743512,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > General, Ornament, Ornament > Family General",Ornament > Family General,,,,,visible,Physical good,0.5,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,6,,,,,Y,4,,,,,Y,0,,,,,Y,0,,,,,N,Y,Y
X7EN5UR7KGJWBBOHTWYYATK7,FAMILY GENERAL - NEW BIG SISTER (OR2331),Regular,,659839727284,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > Child, Ornament > General, Ornament > Family General",Ornament > Child,,,,,visible,Physical good,,,,Y,N,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
F4KEEX2LTJLU7NLWWYSEPZX7,FAMILY GENERAL - PENGUIN MOM (OR2915),,,659839742300,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > General, Ornament > Family General, Ornament",Ornament > Family General,,,,,visible,Physical good,0.5,,,Y,,Y,Y,18.99,,N,,N,,N,,,Y,0,,,,,Y,1,,,,,Y,0,,,,,Y,0,,,,,N,Y,Y
G72HPT7YPRWTRS4KDQA7KT4P,FAMILY OF 2,Regular,,2678371,Family of 2 or couple ornaments.,Ornament > Family of 2 (Couples),Ornament > Family of 2 (Couples),,,,,visible,Physical good,,,,Y,N,Y,Y,18.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
IE7376QPFNMISIFWFHPCFVCL,FAMILY OF 3 - 5,Regular,,7959330,Family of 3-5 persons ornaments.,"Ornament > Family of 4, Ornament > Family of 5, Ornament > Family of 3",Ornament > Family of 3,,,,,hidden,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,0,,,,,Y,-40,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
ASIFGQ6KVGVPNN3ES4TTG6PW,FAMILY OF 6 - 7,Regular,,ABCDE12,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > Family of 7, Ornament > Family of 6",Ornament > Family of 6,,,,,visible,Physical good,,,,Y,N,Y,Y,20.99,,N,,,,,,,Y,0,,,,,Y,-6,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
BVTZYVOQYIUQSIOUWXZ6ROLB,FAMILY OF 8+,Regular,,,,"Ornament > Family of 8, Ornament > Family of 9, Ornament > Family of 10, Ornament > Family of 11, Ornament > Family of 12, Ornament > Big Family (12+)",Ornament > Big Family (12+),,,,,visible,Physical good,,,,Y,N,Y,Y,21.99,,N,,,,,,,Y,0,,,,,Y,-10,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
RBVZQB3QFLH6GBOS5PBBPX5T,FAMILY SERIES - 8 GRANDKIDS (OR529-8),Regular,,659839769420,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 8,Ornament > Family of 8,,,,,unavailable,Physical good,,,,Y,,Y,Y,21.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
GQDDYAC4CR6SCVJRAOGNB65Y,FAMILY SERIES - AFRICAN AMERICAN PAJAMA FAMILY OF 2 (AA1470-2),Regular,,659839702366,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 2 (Couples),Ornament > Family of 2 (Couples),,,,,visible,Physical good,,,,Y,N,Y,Y,18.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
CISF4CEYBJ2OPN7Q2ULJBYYN,FAMILY SERIES - AFRICAN AMERICAN PAJAMA FAMILY OF 3 (AA1470-3),Regular,,659839702373,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 3,Ornament > Family of 3,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,1,,,,,Y,-1,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
RQARXORPHYKFEFLOIZ75JOWM,FAMILY SERIES - AFRICAN AMERICAN PAJAMA FAMILY OF 4 (AA1470-4),Regular,,659839702380,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 4,Ornament > Family of 4,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
42JFT5LRFVZM7TBCGFNQJWJN,FAMILY SERIES - AFRICAN AMERICAN PAJAMA FAMILY OF 5 (AA1470-5),Regular,,659839702397,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 5,Ornament > Family of 5,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,1,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
ARU67ESDMAKXDSJOD5U6WU3Q,FAMILY SERIES - ARCTIC FOX FAMILY OF 4 (OR2469-4),,,659839729677,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Family of 4",Ornament > Family of 4,,,,,visible,Physical good,0.5,,,Y,,Y,Y,19.99,,N,,,,N,,,Y,1,,,,,Y,2,,,,,Y,0,,,,,Y,0,,,,,Y,Y,Y
5GDEWEJM6BQDGR4S3VLQYAK2,FAMILY SERIES - ARCTIC FOX FAMILY OF 5 (OR2469-5),,,659839729684,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > Family of 5, Ornament",Ornament > Family of 5,,,,,visible,Physical good,0.5,,,Y,,Y,Y,19.99,,N,,,,N,,,Y,4,,,,,Y,-2,,,,,Y,0,,,,,Y,0,,,,,Y,Y,Y
MSL7OZ6I3MM3R26QHOQZT5X4,FAMILY SERIES - ARCTIC FOX FAMILY OF 6 (OR2469-6),,,659839729691,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Family of 6",Ornament > Family of 6,,,,,visible,Physical good,0.5,,,Y,,Y,Y,20.99,,N,,,,N,,,Y,6,,,,,Y,1,,,,,Y,0,,,,,Y,0,,,,,Y,Y,Y
RQJR62MHPHHBBBSDCOBRUKWT,FAMILY SERIES - ARCTIC SEAL FAMILY OF 2 (OR2663-2),Regular,,659839740702,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 2 (Couples),Ornament > Family of 2 (Couples),,,,,visible,Physical good,0.5,,,Y,N,Y,Y,18.99,,N,,,,,,,Y,3,,,,,Y,-1,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
A6A4MRXOWJXU4M4IOLWKX26U,FAMILY SERIES - ARCTIC SEAL FAMILY OF 3 (OR2663-3),,,659839740719,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Family of 3",Ornament > Family of 3,,,,,visible,Physical good,0.5,,,Y,,Y,Y,19.99,,N,,,,N,,,Y,-8,,,,,Y,8,,,,,Y,0,,,,,Y,0,,,,,Y,Y,Y
PC5YUEWI6TAXBIFGYB3LK3O4,FAMILY SERIES - ARCTIC SEAL FAMILY OF 4 (OR2663-4),,,659839740726,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Family of 4",Ornament > Family of 4,,,,,visible,Physical good,0.5,,,Y,,Y,Y,19.99,,N,,,,N,,,Y,-6,,,,,Y,-2,,,,,Y,0,,,,,Y,0,,,,,Y,Y,Y
WWULWE45UYGWWBPKBAYHW4SR,FAMILY SERIES - ARCTIC SEAL FAMILY OF 5 (OR2663-5),Regular,,659839740733,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 5,Ornament > Family of 5,,,,,visible,Physical good,0.5,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,3,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
