Store Name,Store ID,Order ID,Dining Mode,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-9.02,0,0,-9.02,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-7.73,0,0,-7.73,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-6.85,0,0,-6.85,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-5.19,0,0,-5.19,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-3.94,0,0,-3.94,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,3.94,0,0,3.94,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,5.19,0,0,5.19,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,6.85,0,0,6.85,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,7.73,0,0,7.73,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,9.02,0,0,9.02,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,10.1,0,0,10.1,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,18.31,0,0,18.31,9/21/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-1.5,0,0,-1.5,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-1,0,0,-1,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-0.69,0,0,-0.69,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-0.66,0,0,-0.66,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-0.59,0,0,-0.59,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-0.54,0,0,-0.54,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,0.54,0,0,0.54,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,0.59,0,0,0.59,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,0.66,0,0,0.66,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,0.69,0,0,0.69,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,1,0,0,1,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,1.5,0,0,1.5,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,3.22,0,0,3.22,9/28/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-1.39,0,0,-1.39,10/5/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,1.39,0,0,1.39,10/5/20
The Wing Stop ,,#19B3F,,Refund,8/30/20,3:08 PM,-24.98,-1.94,-26.92,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,-26.92,9/8/20
The Wing Stop ,,#DD90A,Delivery - Partner Using Uber App,Completed,9/1/20,11:44 AM,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-4.65,0,0,0,,0,0,0,12.04,9/8/20
The Wing Stop ,,#79CFC,Delivery - Partner Using Uber App,Completed,9/2/20,7:02 PM,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-4.65,0,0,0,,0,0,0,12.04,9/8/20
The Wing Stop ,,#A4C40,Delivery - Partner Using Uber App,Completed,9/3/20,9:27 PM,18.48,1.43,19.91,0,0,0,0,0,0,0,0,19.91,-5.54,0,0,0,,0,0,0,14.37,9/8/20
The Wing Stop ,,#A4C40,,Refund,9/3/20,9:27 PM,-18.48,-1.43,-19.91,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,-19.91,9/8/20
The Wing Stop ,,#67F3A,Delivery - Partner Using Uber App,Completed,9/4/20,5:10 PM,28.98,2.25,31.23,0,0,0,0,0,0,0,0,31.23,-8.69,0,0,0,,0,0,0,22.54,9/8/20
The Wing Stop ,,#AE51C,Delivery - Partner Using Uber App,Completed,9/4/20,8:05 PM,30.46,2.36,32.82,0,0,0,0,0,0,0,0,32.82,-9.14,0,0,0,,0,0,0,23.68,9/8/20
The Wing Stop ,,#AE5B4,Delivery - Partner Using Uber App,Completed,9/4/20,8:33 PM,28.49,2.21,30.7,0,0,0,0,0,0,0,0,30.7,-8.55,0,0,0,,0,0,0,22.15,9/8/20
The Wing Stop ,,#702C1,Delivery - Partner Using Uber App,Completed,9/5/20,12:56 PM,16.74,1.3,18.04,0,0,0,0,0,0,0,0,18.04,-5.02,0,0,0,,0,0,0,13.02,9/8/20
The Wing Stop ,,#28680,Delivery - Partner Using Uber App,Completed,9/5/20,7:47 PM,20.74,1.61,22.35,0,0,0,0,0,0,0,0,22.35,-6.22,0,0,0,,0,0,0,16.13,9/8/20
The Wing Stop ,,#6974C,Delivery - Partner Using Uber App,Completed,9/5/20,8:23 PM,31.73,2.46,34.19,0,0,0,0,0,0,0,0,34.19,-9.52,0,0,0,,0,0,0,24.67,9/8/20
The Wing Stop ,,#27FB9,Delivery - Partner Using Uber App,Completed,9/6/20,2:51 PM,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-4.2,0,0,0,,0,0,0,10.87,9/8/20
The Wing Stop ,,#0F836,Pickup,Completed,9/6/20,4:14 PM,19.47,1.51,20.98,0,0,0,0,0,0,0,0,20.98,0,0,0,0,,0,0,0,20.98,9/8/20
The Wing Stop ,,#6449C,Delivery - Partner Using Uber App,Completed,9/6/20,7:01 PM,38.73,3,41.73,0,0,0,0,0,0,0,0,41.73,-11.62,0,0,0,,0,0,0,30.11,9/8/20
The Wing Stop ,,#84F62,Delivery - Partner Using Uber App,Completed,9/6/20,7:18 PM,31.98,2.48,34.46,0,0,0,0,0,0,0,0,34.46,-9.59,0,0,0,,0,0,0,24.87,9/8/20
The Wing Stop ,,#9731E,Delivery - Partner Using Uber App,Completed,9/6/20,8:54 PM,38.48,2.98,41.46,0,0,0,0,0,0,0,0,41.46,-11.54,0,0,0,,0,0,0,29.92,9/8/20
The Wing Stop ,,#C1CC0,Delivery - Partner Using Uber App,Completed,9/6/20,9:32 PM,27.47,2.13,29.6,0,0,0,0,0,0,0,0,29.6,-8.24,0,0,0,,0,0,0,21.36,9/8/20
The Wing Stop ,,#A0B59,Delivery - Partner Using Uber App,Completed,9/6/20,9:52 PM,16.48,1.28,17.76,0,0,0,0,0,0,0,0,17.76,-4.94,0,0,0,,0,0,0,12.82,9/8/20
The Wing Stop ,,#0D41B,Delivery - Partner Using Uber App,Completed,9/7/20,7:08 PM,15.99,1.24,17.23,0,0,0,0,0,0,0,0,17.23,-4.8,0,0,0,,0,0,0,12.43,9/14/20
The Wing Stop ,,#08DBF,Delivery - Partner Using Uber App,Completed,9/7/20,10:11 PM,19.97,1.55,21.52,0,0,0,0,0,0,0,0,21.52,-5.99,0,0,0,,0,0,0,15.53,9/14/20
The Wing Stop ,,#47CD5,Delivery - Partner Using Uber App,Completed,9/8/20,7:04 PM,30.21,2.34,32.55,0,0,0,0,0,0,0,0,32.55,-9.06,0,0,0,,0,0,0,23.49,9/14/20
The Wing Stop ,,#8CF64,Delivery - Partner Using Uber App,Completed,9/9/20,1:24 PM,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-4.65,0,0,0,,0,0,0,12.04,9/14/20
The Wing Stop ,,#007B0,Delivery - Partner Using Uber App,Completed,9/9/20,4:24 PM,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-4.2,0,0,0,,0,0,0,10.87,9/14/20
The Wing Stop ,,#0DDB7,Delivery - Partner Using Uber App,Completed,9/9/20,9:11 PM,34.96,2.71,37.67,0,0,0,0,0,0,0,0,37.67,-10.49,0,0,0,,0,0,0,27.18,9/14/20
The Wing Stop ,,#EBCAE,Delivery - Partner Using Uber App,Completed,9/10/20,3:13 PM,33.98,2.63,36.61,0,0,0,0,0,0,0,0,36.61,-10.19,0,0,0,,0,0,0,26.42,9/14/20
The Wing Stop ,,#3CAF4,Delivery - Partner Using Uber App,Completed,9/10/20,4:31 PM,29.72,2.3,32.02,0,0,0,0,0,0,0,0,32.02,-8.92,0,0,0,,0,0,0,23.1,9/14/20
The Wing Stop ,,#178E4,Delivery - Partner Using Uber App,Completed,9/10/20,7:35 PM,8.99,0.7,9.69,0,0,0,0,0,0,0,0,9.69,-2.7,0,0,0,,0,0,0,6.99,9/14/20
The Wing Stop ,,#259E5,Delivery - Partner Using Uber App,Completed,9/10/20,9:06 PM,22.22,1.72,23.94,0,0,0,0,0,0,0,0,23.94,-6.67,0,0,0,,0,0,0,17.27,9/14/20
The Wing Stop ,,#587CC,Delivery - Partner Using Uber App,Completed,9/11/20,7:44 PM,27.46,2.13,29.59,0,0,0,0,0,0,0,0,29.59,-8.24,0,0,0,,0,0,0,21.35,9/14/20
The Wing Stop ,,#33A9F,Delivery - Partner Using Uber App,Completed,9/11/20,9:15 PM,49.2,3.81,53.01,0,0,0,0,0,0,0,0,53.01,-14.76,0,0,0,,0,0,0,38.25,9/14/20
The Wing Stop ,,#33A9F,,Refund,9/11/20,9:15 PM,-16.99,-1.32,-18.31,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,-18.31,9/21/20
The Wing Stop ,,#1A4B2,Delivery - Partner Using Uber App,Completed,9/12/20,2:52 PM,24.47,1.9,26.37,0,0,0,0,0,0,0,0,26.37,-7.34,0,0,0,,0,0,0,19.03,9/14/20
The Wing Stop ,,#3B3B8,Delivery - Partner Using Uber App,Canceled,9/12/20,4:37 PM,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-8.1,0,0,0,,0,0,0,20.98,9/14/20
The Wing Stop ,,#263DF,Delivery - Partner Using Uber App,Completed,9/12/20,5:57 PM,48.95,3.79,52.74,0,0,0,0,0,0,0,0,52.74,-14.69,0,0,0,,0,0,0,38.05,9/14/20
The Wing Stop ,,#9E74A,Delivery - Partner Using Uber App,Completed,9/13/20,12:16 PM,28.49,2.21,30.7,0,0,0,0,0,0,0,0,30.7,-8.55,0,0,0,,0,0,0,22.15,9/14/20
The Wing Stop ,,#ECFC5,Delivery - Partner Using Uber App,Completed,9/13/20,12:57 PM,24.48,1.9,26.38,0,0,0,0,0,0,0,0,26.38,-7.34,0,0,0,,0,0,0,19.04,9/14/20
The Wing Stop ,,#92A78,Delivery - Partner Using Uber App,Completed,9/13/20,1:25 PM,34.45,2.67,37.12,0,0,0,0,0,0,0,0,37.12,-10.34,0,0,0,,0,0,0,26.78,9/14/20
The Wing Stop ,,#84D7B,Delivery - Partner Using Uber App,Completed,9/13/20,8:15 PM,20.48,1.59,22.07,0,0,0,0,0,0,0,0,22.07,-6.14,0,0,0,,0,0,0,15.93,9/14/20
The Wing Stop ,,#E15C2,Delivery - Partner Using Uber App,Completed,9/13/20,9:17 PM,32.73,2.54,35.27,0,0,0,0,0,0,0,0,35.27,-9.82,0,0,0,,0,0,0,25.45,9/14/20
The Wing Stop ,,#36748,Delivery - Partner Using Uber App,Completed,9/14/20,4:48 PM,33.72,2.61,36.33,0,0,0,0,0,0,0,0,36.33,-10.12,0,0,0,,0,0,0,26.21,9/21/20
The Wing Stop ,,#F9E59,Delivery - Partner Using Uber App,Completed,9/14/20,6:50 PM,44.94,3.48,48.42,0,0,0,0,0,0,0,0,48.42,-13.48,0,0,0,,0,0,0,34.94,9/21/20
The Wing Stop ,,#6FEAE,Delivery - Partner Using Uber App,Canceled,9/14/20,7:02 PM,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-8.1,0,0,0,,0,0,0,20.98,9/21/20
The Wing Stop ,,#DECF7,Delivery - Partner Using Uber App,Completed,9/15/20,7:00 PM,57.21,4.43,61.64,0,0,0,0,0,0,0,0,61.64,-17.16,0,0,0,,0,0,0,44.48,9/21/20
The Wing Stop ,,#38906,Delivery - Partner Using Uber App,Completed,9/15/20,7:04 PM,26.98,2.09,29.07,0,0,0,0,0,0,0,0,29.07,-8.09,0,0,0,,0,0,0,20.98,9/21/20
The Wing Stop ,,#86524,Delivery - Partner Using Uber App,Completed,9/15/20,8:24 PM,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-4.2,0,0,0,,0,0,0,10.87,9/21/20
The Wing Stop ,,#0572F,Delivery - Partner Using Uber App,Completed,9/15/20,9:19 PM,30.46,2.36,32.82,0,0,0,0,0,0,0,0,32.82,-9.14,0,0,0,,0,0,0,23.68,9/21/20
The Wing Stop ,,#FC429,Delivery - Partner Using Uber App,Completed,9/15/20,10:19 PM,15.97,1.24,17.21,0,0,0,0,0,0,0,0,17.21,-4.79,0,0,0,,0,0,0,12.42,9/21/20
The Wing Stop ,,#2431A,Delivery - Partner Using Uber App,Completed,9/16/20,11:59 AM,29.99,2.32,32.31,0,0,0,0,0,0,0,0,32.31,-9,0,0,0,,0,0,0,23.31,9/21/20
The Wing Stop ,,#A0C1D,Delivery - Partner Using Uber App,Completed,9/16/20,12:17 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-5.09,0,0,0,,0,0,0,13.21,9/21/20
The Wing Stop ,,#8D344,Delivery - Partner Using Uber App,Completed,9/16/20,6:24 PM,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-4.65,0,0,0,,0,0,0,12.04,9/21/20
The Wing Stop ,,#04328,Delivery - Partner Using Uber App,Completed,9/17/20,12:00 PM,31.99,2.48,34.47,0,0,0,0,0,0,0,0,34.47,-9.6,0,0,0,,0,0,0,24.87,9/21/20
The Wing Stop ,,#FDFD2,Delivery - Partner Using Uber App,Completed,9/17/20,4:18 PM,20.73,1.61,22.34,0,0,0,0,0,0,0,0,22.34,-6.22,0,0,0,,0,0,0,16.12,9/21/20
The Wing Stop ,,#3EE8A,Delivery - Partner Using Uber App,Completed,9/18/20,12:17 PM,31.99,2.48,34.47,0,0,0,0,0,0,0,0,34.47,-9.6,0,0,0,,0,0,0,24.87,9/21/20
The Wing Stop ,,#76FDD,Delivery - Partner Using Uber App,Completed,9/18/20,4:38 PM,34.97,2.71,37.68,0,0,0,0,0,0,0,0,37.68,-10.49,0,0,0,,0,0,0,27.19,9/21/20
The Wing Stop ,,#953DF,Delivery - Partner Using Uber App,Completed,9/18/20,5:10 PM,32.73,2.54,35.27,0,0,0,0,0,0,0,0,35.27,-9.82,0,0,0,,0,0,0,25.45,9/21/20
The Wing Stop ,,#953DF,,Refund,9/18/20,5:10 PM,-2.99,-0.23,-3.22,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,-3.22,9/28/20
The Wing Stop ,,#08B41,Delivery - Partner Using Uber App,Completed,9/18/20,6:44 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-5.09,0,0,0,,0,0,0,13.21,9/21/20
The Wing Stop ,,#F3311,Delivery - Partner Using Uber App,Completed,9/18/20,6:50 PM,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-7.19,0,0,0,,0,0,0,18.64,9/21/20
The Wing Stop ,,#4466B,Delivery - Partner Using Uber App,Completed,9/18/20,9:25 PM,34.95,2.71,37.66,0,0,0,0,0,0,0,0,37.66,-10.49,0,0,0,,0,0,0,27.17,9/21/20
The Wing Stop ,,#B8905,Delivery - Partner Using Uber App,Completed,9/19/20,6:38 PM,26.98,2.09,29.07,0,0,0,0,0,0,0,0,29.07,-8.09,0,0,0,,0,0,0,20.98,9/21/20
The Wing Stop ,,#3A435,Delivery - Partner Using Uber App,Completed,9/19/20,6:54 PM,33.7,2.61,36.31,0,0,0,0,0,0,0,0,36.31,-10.11,0,0,0,,0,0,0,26.2,9/21/20
The Wing Stop ,,#C906F,Delivery - Partner Using Uber App,Completed,9/19/20,8:19 PM,32.98,2.56,35.54,0,0,0,0,0,0,0,0,35.54,-9.89,0,0,0,,0,0,0,25.65,9/21/20
The Wing Stop ,,#82C36,Delivery - Partner Using Uber App,Completed,9/20/20,11:46 AM,27.23,2.11,29.34,0,0,0,0,0,0,0,0,29.34,-8.17,0,0,0,,0,0,0,21.17,9/21/20
The Wing Stop ,,#E63CF,Delivery - Partner Using Uber App,Completed,9/21/20,1:23 PM,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-6.29,0,0,0,,0,0,0,16.32,9/28/20
The Wing Stop ,,#59CD4,Delivery - Partner Using Uber App,Completed,9/21/20,2:43 PM,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-8.1,0,0,0,,0,0,0,20.98,9/28/20
The Wing Stop ,,#FE81A,Delivery - Partner Using Uber App,Completed,9/21/20,8:14 PM,19.97,1.55,21.52,0,0,0,0,0,0,0,0,21.52,-5.99,0,0,0,,0,0,0,15.53,9/28/20
The Wing Stop ,,#E9769,Delivery - Partner Using Uber App,Completed,9/22/20,2:03 PM,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-7.19,0,0,0,,0,0,0,18.64,9/28/20
The Wing Stop ,,#699D7,Delivery - Partner Using Uber App,Completed,9/22/20,7:46 PM,30.99,2.4,33.39,0,0,0,0,0,0,0,0,33.39,-9.3,0,0,0,,0,0,0,24.09,9/28/20
The Wing Stop ,,#5A95D,Delivery - Partner Using Uber App,Completed,9/22/20,9:03 PM,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-8.1,0,0,0,,0,0,0,20.98,9/28/20
The Wing Stop ,,#AD07C,Delivery - Partner Using Uber App,Completed,9/23/20,7:50 PM,24.98,1.94,26.92,0,0,0,0,0,0,0,0,26.92,-7.49,0,0,0,,0,0,0,19.43,9/28/20
The Wing Stop ,,#2CE9F,Delivery - Partner Using Uber App,Completed,9/25/20,6:39 PM,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-7.19,0,0,0,,0,0,0,18.65,9/28/20
The Wing Stop ,,#90EDD,Delivery - Partner Using Uber App,Completed,9/25/20,7:29 PM,19.99,1.55,21.54,0,0,0,0,0,0,0,0,21.54,-6,0,0,0,,0,0,0,15.54,9/28/20
The Wing Stop ,,#7405C,Delivery - Partner Using Uber App,Completed,9/25/20,9:23 PM,45.2,3.5,48.7,0,0,0,0,0,0,0,0,48.7,-13.56,0,0,0,,0,0,0,35.14,9/28/20
The Wing Stop ,,#222E0,Delivery - Partner Using Uber App,Completed,9/26/20,2:36 PM,55.23,4.28,59.51,0,0,0,0,0,0,0,0,59.51,-16.57,0,0,0,,0,0,0,42.94,9/28/20
The Wing Stop ,,#06FB3,Delivery - Partner Using Uber App,Completed,9/26/20,7:50 PM,37.71,2.92,40.63,0,0,0,0,0,0,0,0,40.63,-11.31,0,0,0,,0,0,0,29.32,9/28/20
The Wing Stop ,,#0956E,Delivery - Partner Using Uber App,Completed,9/27/20,1:11 PM,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-4.2,0,0,0,,0,0,0,10.87,9/28/20
The Wing Stop ,,#D16A3,Delivery - Partner Using Uber App,Completed,9/27/20,2:40 PM,21.49,1.67,23.16,0,0,0,0,0,0,0,0,23.16,-6.45,0,0,0,,0,0,0,16.71,9/28/20
The Wing Stop ,,#39A38,Delivery - Partner Using Uber App,Completed,9/27/20,5:32 PM,15.48,1.2,16.68,0,0,0,0,0,0,0,0,16.68,-4.64,0,0,0,,0,0,0,12.04,9/28/20
The Wing Stop ,,#06933,Delivery - Partner Using Uber App,Completed,9/28/20,5:37 PM,26.47,2.05,28.52,0,0,0,0,0,0,0,0,28.52,-7.94,0,0,0,,0,0,0,20.58,10/5/20
The Wing Stop ,,#383ED,Delivery - Partner Using Uber App,Completed,9/29/20,3:58 PM,19.99,1.55,21.54,0,0,0,0,0,0,0,0,21.54,-6,0,0,0,,0,0,0,15.54,10/5/20
The Wing Stop ,,#F99D5,Delivery - Partner Using Uber App,Completed,9/29/20,6:14 PM,38.73,3,41.73,0,0,0,0,0,0,0,0,41.73,-11.62,0,0,0,,0,0,0,30.11,10/5/20
The Wing Stop ,,#763F1,Delivery - Partner Using Uber App,Completed,9/29/20,6:39 PM,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-4.65,0,0,0,,0,0,0,12.04,10/5/20
The Wing Stop ,,#AAEFA,Delivery - Partner Using Uber App,Completed,9/29/20,7:17 PM,19.97,1.55,21.52,0,0,0,0,0,0,0,0,21.52,-5.99,0,0,0,,0,0,0,15.53,10/5/20
The Wing Stop ,,#15EC7,Delivery - Partner Using Uber App,Completed,9/30/20,11:41 AM,26.45,2.05,28.5,0,0,0,0,0,0,0,0,28.5,-7.94,0,0,0,,0,0,0,20.56,10/5/20
The Wing Stop ,,#DAFF9,Delivery - Partner Using Uber App,Completed,9/30/20,6:26 PM,11.98,0.93,12.91,0,0,0,0,0,0,0,0,12.91,-3.59,0,0,0,,0,0,0,9.32,10/5/20
The Wing Stop ,,#A7A3B,Delivery - Partner Using Uber App,Completed,9/30/20,8:06 PM,33.98,2.63,36.61,0,0,0,0,0,0,0,0,36.61,-10.19,0,0,0,,0,0,0,26.42,10/5/20
The Wing Stop ,,#7F8DE,Delivery - Partner Using Uber App,Completed,9/30/20,9:45 PM,19.73,1.53,21.26,0,0,0,0,0,0,0,0,21.26,-5.92,0,0,0,,0,0,0,15.34,10/5/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-0.75,0,0,-0.75,9/8/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,0.75,0,0,0.75,9/8/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-19.27,0,0,-19.27,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-6.76,0,0,-6.76,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-4.44,0,0,-4.44,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-3.05,0,0,-3.05,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-2.75,0,0,-2.75,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-2.67,0,0,-2.67,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-0.94,0,0,-0.94,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,0.94,0,0,0.94,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,2.67,0,0,2.67,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,2.75,0,0,2.75,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,3.05,0,0,3.05,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,4.44,0,0,4.44,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,6.76,0,0,6.76,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,19.27,0,0,19.27,9/14/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-8.73,0,0,-8.73,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-8.44,0,0,-8.44,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-7.93,0,0,-7.93,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-6.68,0,0,-6.68,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-5.85,0,0,-5.85,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-3.36,0,0,-3.36,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-1.77,0,0,-1.77,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,1.77,0,0,1.77,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,3.36,0,0,3.36,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,5.85,0,0,5.85,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,6.68,0,0,6.68,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,7.93,0,0,7.93,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,8.44,0,0,8.44,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,8.73,0,0,8.73,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,11.88,0,0,11.88,9/21/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,11.88,0,0,11.88,9/21/20
