"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery","Service","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-595516480265006","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/17/21","7:41 PM","35.96","8.99","0","3.49","4.84","53.28","-6.74","0","-1.93","0","0"
"O-634216464587039","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/15/21","7:17 PM","14.53","0.00","0","1.13","0","15.66","-2.18","0","-0.78","0","0"
"O-074216498362050","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","7:37 PM","32.72","0.00","0","2.54","0","35.26","-4.91","0","-1.38","0","0"
"O-461216619837040","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/30/21","6:40 PM","36.18","4.99","0","2.57","5.75","49.49","-6.18","0","-1.57","0","-8.00"
"O-394116373213777","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/21","7:18 PM","23.46","6.99","0","2.36","5.06","37.87","-4.57","0","-1.46","0","0"
"O-294916576186746","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/21","7:04 PM","16.96","6.99","0","1.85","3.87","29.67","-3.59","0","-1.20","0","0"
"O-595516460269712","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/15/21","7:03 PM","10.99","0.00","0","0.85","0","11.84","-1.65","0","-0.66","0","0"
"O-046016554712938","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/25/21","1:59 PM","114.96","0.00","0","8.91","5.00","128.87","-17.24","0","-4.23","0","0"
"O-772816336454332","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/2/21","7:00 PM","26.97","0.00","0","2.09","0","29.06","-4.05","0","-1.19","0","0"
"O-294916556180789","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/21","5:45 PM","32.97","0.00","0","2.56","0","35.53","-4.95","0","-1.38","0","0"
"O-090716574198242","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/21","9:39 PM","51.96","2.49","0","4.22","0","58.67","-8.17","0","-2.09","0","0"
"O-756316340644655","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/3/21","7:52 PM","24.94","4.99","0","2.32","4.84","37.09","-4.49","0","-1.43","0","0"
"O-913516547951499","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/21","5:32 PM","18.77","6.99","0","1.99","0","27.75","-3.86","0","-1.15","0","0"
"O-760916434124341","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/13/21","4:41 PM","23.96","8.99","0","2.56","2.58","38.09","-4.94","0","-1.46","0","0"
"O-531316470014264","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/16/21","6:15 PM","20.96","8.99","0","1.70","2.20","33.85","-4.49","0","-1.09","0","-8.00"
"O-942116379402165","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/21","8:48 PM","30.35","6.99","0","2.89","8.05","48.28","-5.60","0","-1.77","0","0"
"O-799516469217891","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/15/21","9:04 PM","20.96","6.99","0","2.16","5.65","35.76","-4.19","0","-1.39","0","0"
"O-391116463870442","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/16/21","12:00 PM","13.96","0.00","0","1.08","0","15.04","-2.09","0","-0.76","0","0"
"O-210116405133383","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/21","7:03 PM","40.94","0.00","0","3.17","5.00","49.11","-6.14","0","-1.80","0","0"
"O-090716554199369","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/21","5:48 PM","29.43","4.99","0","2.67","6.34","43.43","-5.16","0","-1.62","0","0"
"O-760916404169933","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/21","6:35 PM","18.97","8.99","0","2.17","2.04","32.17","-4.19","0","-1.28","0","0"
"O-419016511887212","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/21/21","3:00 PM","35.46","0.00","0","2.75","0","38.21","-7.09","-3.55","-1.47","0","0"
"O-112216366995570","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/5/21","5:52 PM","12.74","0.00","0","0.99","0","13.73","-2.55","-1.27","-0.72","0","0"
"O-773216506243734","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/20/21","12:55 PM","17.99","0.00","0","1.39","0","19.38","-3.60","-1.80","-0.89","0","0"
"O-250416541558298","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/24/21","5:06 PM","33.47","0.00","0","2.59","0","36.06","-6.69","-3.35","-1.40","0","0"
"O-773216496263121","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/18/21","8:08 PM","47.48","0.00","0","3.68","0","51.16","-9.50","-4.75","-1.86","0","0"
"T-AwEAAAAAABLIK4XXGzAgZxHsmZZXbWW4VjI","The Wing Shop - Alton Pkwy","Account Adjustment","57971657-8309589 CE","9/28/21","7:22 AM","0","0.00","0","0.00","0","17.98","0","0","0","0","0"
"O-579716578309589","The Wing Shop - Alton Pkwy","Adjustment of O-579716578309589","Food quality/Special instructions issue
1 Medium Wing Combo
","9/27/21","6:16 PM","-17.99","0.00","0","-1.39","0","-19.38","0","0","0","0","0"
"O-171416466645746","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/15/21","7:16 PM","50.97","0.00","0","3.95","0","54.92","-10.19","-5.10","-1.98","0","0"
"O-531316490067408","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/19/21","4:57 PM","19.99","0.00","0","1.55","0","21.54","-4.00","-2.00","-0.96","0","0"
"O-579716578309589","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/27/21","5:48 PM","17.99","0.00","0","1.39","0","19.38","-3.60","-1.80","-0.89","0","0"
"O-696016333298101","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/2/21","9:34 PM","21.73","0.00","0","1.68","0","23.41","-4.35","-2.17","-1.01","0","0"
"O-760016485600554","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/18/21","12:54 PM","58.70","0.00","0","4.55","0","63.25","-11.74","-5.87","-2.23","0","0"
"O-406716344801803","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/4/21","5:40 PM","29.98","0.00","0","2.32","0","32.30","-6.00","-3.00","-1.29","0","0"
"O-880316465431785","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/16/21","1:10 PM","16.78","0.00","0","1.30","0","18.08","-3.36","-1.68","-0.85","0","0"
"O-910516537552134","The Wing Shop - Alton Pkwy","Prepaid Order",,"9/23/21","11:59 AM","31.20","0.00","0","2.42","0","33.62","-6.24","-3.12","-1.33","0","0"
"O-074216408357711","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/10/21","1:36 PM","74.87","0.00","0","5.80","0","80.67","-14.97","-7.49","-2.76","0","0"
"O-640616339951945","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/3/21","12:26 PM","27.46","0.00","0","2.13","0","29.59","-5.49","-2.75","-1.20","0","0"
"O-503316549325059","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/24/21","4:21 PM","22.98","0.00","0","1.78","0","24.76","-4.60","-2.30","-1.06","0","0"
"O-742616534663087","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/22/21","6:40 PM","45.70","0.00","0","3.54","0","49.24","-9.14","-4.57","-1.80","0","0"
"O-250416521500072","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/21/21","6:48 PM","11.99","0.00","0","0.93","0","12.92","-2.40","-1.20","-0.69","0","0"
"O-817116436288600","Trattoria Contadina - Alton Pkwy","Adjustment of O-817116436288600","Refund for missing item(s) 3 Spaghetti with Meatballs","9/14/21","12:57 PM","-35.97","0.00","0","-2.78","0","-38.75","0","0","0","0","0"
"O-000816364428927","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/5/21","9:26 PM","44.95","0.00","0","3.48","0","48.43","-8.99","-4.50","-1.78","0","0"
"O-738716609325539","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/29/21","6:47 PM","51.84","0.00","0","4.02","0","55.86","-10.37","-5.18","-2.00","0","0"
"O-136216586741280","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/27/21","7:10 PM","14.97","0.00","0","1.16","0","16.13","-2.99","-1.50","-0.79","0","0"
"O-000816364428927","Trattoria Contadina - Alton Pkwy","Adjustment of O-000816364428927","MISSING_ITEM - Refund requested by diner via help interaction","9/5/21","10:41 PM","-4.99","0.00","0","-0.38","0","-5.37","0","0","0","0","0"
"O-836516339401625","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/2/21","7:40 PM","38.88","0.00","0","3.01","0","41.89","-7.78","-3.89","-1.58","0","0"
"O-106016390444489","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/8/21","8:07 PM","51.84","0.00","0","4.02","0","55.86","-10.37","-5.18","-2.00","0","0"
"O-622016432992660","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/12/21","7:29 PM","49.92","0.00","0","3.87","0","53.79","-9.98","-4.99","-1.94","0","0"
"O-640616349987687","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/3/21","7:21 PM","21.97","0.00","0","1.70","0","23.67","-4.39","-2.20","-1.02","0","0"
"O-419016531822799","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/22/21","7:52 PM","57.19","0.00","0","4.43","0","61.62","-11.44","-5.72","-2.18","0","0"
"O-616816473976189","Trattoria Contadina - Alton Pkwy","Adjustment of O-616816473976189","Tip increased by diner via self-service - Tip updated by diner via help interaction","9/17/21","1:33 PM","0","0.00","0","0.00","0","0.00","0","0","0","0","0"
"O-836516339401625","Trattoria Contadina - Alton Pkwy","Adjustment of O-836516339401625","Tip increased by diner via self-service - Tip updated by diner via help interaction","9/2/21","8:00 PM","0","0.00","0","0.00","0","0.00","0","0","0","0","0"
"O-106016470466728","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/17/21","5:01 PM","58.69","0.00","0","4.55","0","63.24","-11.74","-5.87","-2.23","0","0"
"O-628416412870713","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/10/21","7:28 PM","13.99","0.00","0","1.08","0","15.07","-2.80","-1.40","-0.76","0","0"
"O-799516489242007","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/18/21","4:21 PM","16.98","0.00","0","1.32","0","18.30","-3.40","-1.70","-0.86","0","0"
"O-383916342489641","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/3/21","6:29 PM","42.95","0.00","0","3.33","0","46.28","-8.59","-4.30","-1.71","0","0"
"O-696016353233295","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/5/21","1:07 PM","10.99","0.00","0","0.85","0","11.84","-2.20","-1.10","-0.66","0","0"
"T-AwEAAAAAAB9bWuGAyYAcqBHskgQb9sQyu5k","Trattoria Contadina - Alton Pkwy","Account Adjustment","106016470466728 CM","9/23/21","1:00 PM","0","0.00","0","0.00","0","10.99","0","0","0","0","0"
"O-760916414166011","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/10/21","8:02 PM","23.73","0.00","0","1.84","0","25.57","-4.75","-2.37","-1.08","0","0"
"O-398716527962625","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/21/21","7:33 PM","40.96","0.00","0","3.17","0","44.13","-8.19","-4.10","-1.65","0","0"
"O-092416358277016","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/4/21","7:51 PM","24.91","0.00","0","1.93","0","26.84","-4.98","-2.49","-1.12","0","0"
"O-634216404596936","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/10/21","4:29 PM","16.96","0.00","0","1.31","0","18.27","-3.39","-1.70","-0.86","0","0"
"O-210116455166853","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/15/21","4:35 PM","30.97","0.00","0","2.40","0","33.37","-6.19","-3.10","-1.32","0","0"
"O-845416570539275","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/27/21","4:39 PM","50.68","0.00","0","3.93","0","54.61","-10.14","-5.07","-1.97","0","0"
"O-817116436288600","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/14/21","11:30 AM","111.91","0.00","0","8.67","0","120.58","-22.38","-11.19","-3.98","0","0"
"T-AwEAAAAAAB9bWo4B33AVpBHslodn4yDFfkM","Trattoria Contadina - Alton Pkwy","Account Adjustment","817116436288600, EV","9/14/21","2:41 PM","0","0.00","0","0.00","0","35.97","0","0","0","0","0"
"O-634216454586080","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/14/21","5:51 PM","34.46","0.00","0","2.67","0","37.13","-6.89","-3.45","-1.43","0","0"
"O-251816324186650","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/1/21","6:21 PM","19.97","0.00","0","1.55","0","21.52","-3.99","-2.00","-0.96","0","0"
"O-845416550514972","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/24/21","5:40 PM","10.99","0.00","0","0.85","0","11.84","-2.20","-1.10","-0.66","0","0"
"O-422716452419517","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/14/21","6:21 PM","13.99","0.00","0","1.08","0","15.07","-2.80","-1.40","-0.76","0","0"
"O-106016470466728","Trattoria Contadina - Alton Pkwy","Adjustment of O-106016470466728","MISSING_ITEM - Refund requested by diner via help interaction","9/17/21","5:08 PM","-10.99","0.00","0","-0.85","0","-11.84","0","0","0","0","0"
"O-136216536779400","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/23/21","1:19 PM","25.98","0.00","0","2.01","0","27.99","-5.20","-2.60","-1.15","0","0"
"O-616816433952302","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/12/21","6:18 PM","26.95","0.00","0","2.09","0","29.04","-5.39","-2.70","-1.19","0","0"
"O-422716452417766","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/14/21","8:00 PM","15.97","0.00","0","1.24","0","17.21","-3.19","-1.60","-0.82","0","0"
"O-616816473976189","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/17/21","1:33 PM","15.97","0.00","0","1.24","0","17.21","-3.19","-1.60","-0.82","0","0"
"O-214216523609990","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/22/21","6:00 PM","37.46","0.00","0","2.90","0","40.36","-7.49","-3.75","-1.53","0","0"
"O-616816393953297","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/8/21","8:28 PM","16.96","0.00","0","1.31","0","18.27","-3.39","-1.70","-0.86","0","0"
"O-616816453959479","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/14/21","9:09 PM","32.94","0.00","0","2.55","0","35.49","-6.59","-3.29","-1.38","0","0"
"O-845416600512769","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/29/21","6:36 PM","18.98","0.00","0","1.47","0","20.45","-3.80","-1.90","-0.92","0","0"
"O-772816366452300","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/5/21","9:39 PM","16.98","0.00","0","1.32","0","18.30","-3.40","-1.70","-0.86","0","0"
"O-419016531828380","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/22/21","5:50 PM","28.90","0.00","0","2.24","0","31.14","-5.78","-2.89","-1.25","0","0"
"O-886416496737408","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/18/21","7:43 PM","39.72","0.00","0","3.08","0","42.80","-7.94","-3.97","-1.61","0","0"
"O-250416521577925","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/22/21","4:51 PM","50.68","0.00","0","3.93","0","54.61","-10.14","-5.07","-1.97","0","0"
"O-836516329400660","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/1/21","6:14 PM","21.97","0.00","0","1.70","0","23.67","-4.39","-2.20","-1.02","0","0"
"O-622016392998945","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/8/21","9:28 PM","18.98","0.00","0","1.47","0","20.45","-3.80","-1.90","-0.92","0","0"
"O-836516319490710","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"9/1/21","5:27 PM","54.94","0.00","0","4.26","0","59.20","-10.99","-5.49","-2.11","0","0"
