Business ID,Business name,Store ID,Store name,Merchant store ID,Payout date,Currency,Channel,Subtotal,Subtotal tax passed to merchant,Staff tip,Commission,Payment processing fee,Marketing fees | (including any applicable taxes),Customer discounts from marketing | (funded by you),Customer discounts from marketing | (funded by DoorDash),Customer discounts from marketing | (funded by a third-party),DoorDash marketing credit,Third-party contribution,Marketing fees (for historical reference only) | (all discounts and fees),Marketing fee tax (for historical reference only) | (taxes on any applicable marketing fees),Ad fee (for historical reference only),Ad fee tax (for historical reference only),Error charges,Adjustments,Adjustments (for historical reference only),Net total,Net total (for historical reference only),Subtotal for tax,Subtotal tax remitted by DoorDash to tax authorities,DoorDash funded subtotal discount amount | (for historical reference only),Merchant funded subtotal discount amount | (for historical reference only),Payout ID,Payout status
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-24,USD,Marketplace,320.85,18.06,0.00,-45.14,0.00,-11.76,-20.99,-5.00,0.00,5.00,0.00,-21.98,0.00,-10.77,0.00,-7.34,0.00,0.00,253.68,253.68,300.85,0.00,5.00,20.99,524202403,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-23,USD,Marketplace,896.03,50.46,0.00,-121.35,0.00,-24.00,-56.36,-38.48,0.00,38.48,0.00,-60.32,0.00,-20.04,0.00,-5.12,0.00,0.00,739.66,739.66,840.66,0.00,50.48,56.36,524129079,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-22,USD,Marketplace,524.62,29.98,10.04,-63.52,0.00,-11.45,-28.96,-18.00,0.00,18.00,0.00,-28.96,0.00,-11.45,0.00,0.00,0.00,0.00,460.71,460.71,499.62,0.00,18.00,28.96,523533763,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-21,USD,Marketplace,1042.75,57.78,5.26,-135.04,0.00,-34.09,-84.92,-37.00,0.00,37.00,0.00,-90.86,0.00,-28.15,0.00,0.00,0.00,0.00,851.74,851.74,962.78,0.00,37.00,84.92,523488858,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-20,USD,Marketplace,1142.70,63.09,0.00,-157.78,0.00,-41.18,-93.89,-25.00,0.00,25.00,0.00,-99.83,0.00,-35.24,0.00,-24.17,40.98,40.98,929.75,929.75,1051.78,0.00,25.00,93.89,523271566,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-17,USD,Marketplace,514.54,28.47,0.00,-66.98,0.00,-30.66,-41.98,-11.00,0.00,11.00,0.00,-45.94,0.00,-26.70,0.00,-21.54,27.08,27.08,408.93,408.93,474.54,0.00,11.00,41.98,522419914,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-16,USD,Marketplace,823.81,45.56,0.00,-107.27,0.00,-47.72,-66.51,-12.93,0.00,12.93,0.00,-70.47,0.00,-43.76,0.00,0.00,0.00,0.00,647.87,647.87,759.28,0.00,22.63,66.51,522371978,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-15,USD,Marketplace,833.77,45.92,0.00,-112.29,0.00,-56.97,-69.25,-20.06,0.00,20.06,0.00,-76.18,0.00,-50.04,0.00,0.00,0.00,0.00,641.18,641.18,765.51,0.00,38.06,69.25,521761164,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-14,USD,Marketplace,881.34,47.96,0.00,-119.86,0.00,-17.42,-84.18,-30.40,0.00,30.40,0.00,-89.13,0.00,-12.47,0.00,0.00,0.00,0.00,707.84,707.84,799.14,0.00,30.40,84.18,521747432,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-13,USD,Marketplace,1283.91,70.60,2.81,-168.93,0.00,-95.87,-110.62,-26.00,0.00,26.00,0.00,-117.55,0.00,-88.94,0.00,0.00,0.00,0.00,981.90,981.90,1176.26,0.00,26.00,110.62,521488263,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-10,USD,Marketplace,325.32,18.01,0.00,-45.06,0.00,-1.98,-26.98,-12.00,0.00,12.00,0.00,-28.96,0.00,0.00,0.00,-24.48,0.00,0.00,244.83,244.83,300.32,0.00,12.00,26.98,520673179,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-09,USD,Marketplace,1001.34,55.76,0.00,-139.37,0.00,-27.24,-75.27,-33.95,0.00,33.95,0.00,-81.21,0.00,-21.30,0.00,-2.60,52.98,52.98,865.60,865.60,929.04,0.00,45.95,75.27,520604510,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-08,USD,Marketplace,1004.76,55.85,4.76,-131.22,0.00,-47.28,-77.14,-22.40,0.00,22.40,0.00,-81.10,0.00,-43.32,0.00,-19.81,0.00,0.00,789.92,789.92,930.59,0.00,33.97,77.14,520006039,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-07,USD,Marketplace,637.29,34.38,8.42,-81.19,0.00,-71.09,-68.44,-28.00,0.00,28.00,0.00,-73.39,0.00,-66.14,0.00,0.00,0.00,0.00,459.37,459.37,572.81,0.00,28.00,68.44,519967389,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-06,USD,Marketplace,1245.48,66.88,1.45,-165.10,0.00,-75.11,-134.25,-17.00,0.00,17.00,0.00,-149.10,0.00,-60.26,0.00,-51.58,0.00,0.00,887.77,887.77,1114.20,0.00,17.00,134.25,519716798,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-06,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,25.00,25.00,0.00,0.00,0.00,0.00,519716798,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-03,USD,Marketplace,370.75,19.64,3.51,-41.94,0.00,-11.52,-44.66,-4.00,0.00,4.00,0.00,-46.64,0.00,-9.54,0.00,0.00,0.00,0.00,295.78,295.78,327.08,0.00,4.00,44.66,518879444,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-02,USD,Marketplace,747.05,41.07,5.48,-98.01,0.00,-21.79,-63.74,-5.60,0.00,5.60,0.00,-68.69,0.00,-16.84,0.00,0.00,0.00,0.00,610.06,610.06,684.30,0.00,22.95,63.74,518794013,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-10-01,USD,Marketplace,563.20,30.15,0.00,-72.75,0.00,-20.84,-61.98,-6.86,0.00,6.86,0.00,-64.95,0.00,-17.87,0.00,-37.61,0.00,0.00,400.17,400.17,502.21,0.00,17.26,61.98,518229510,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-30,USD,Marketplace,588.29,32.63,0.00,-76.11,0.00,-54.85,-46.75,-10.29,0.00,10.29,0.00,-53.68,0.00,-47.92,0.00,-22.44,38.20,38.20,458.97,458.97,543.52,0.00,10.29,46.75,518168664,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-29,USD,Marketplace,1383.95,75.83,0.00,-182.70,0.00,-95.53,-124.33,-14.00,0.00,14.00,0.00,-135.22,0.00,-84.64,0.00,-5.53,0.00,0.00,1051.69,1051.69,1263.58,0.00,14.00,124.33,517952552,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-26,USD,Marketplace,302.33,17.07,0.00,-40.61,0.00,-0.99,-20.86,-14.00,0.00,14.00,0.00,-21.85,0.00,0.00,0.00,-6.34,0.00,0.00,250.60,250.60,284.44,0.00,14.00,20.86,517089894,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-25,USD,Marketplace,796.17,43.30,11.55,-99.33,0.00,-42.13,-76.92,-10.81,0.00,10.81,0.00,-81.87,0.00,-37.18,0.00,-3.68,3.91,3.91,632.87,632.87,721.23,0.00,28.01,76.92,517010436,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-24,USD,Marketplace,594.58,32.76,2.00,-78.58,0.00,-23.81,-49.75,-16.97,0.00,16.97,0.00,-55.69,0.00,-17.87,0.00,0.00,0.00,0.00,477.20,477.20,545.82,0.00,26.77,49.75,516423023,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-23,USD,Marketplace,1144.15,65.21,0.00,-155.61,0.00,-29.76,-59.16,-11.00,0.00,11.00,0.00,-65.10,0.00,-23.82,0.00,0.00,0.00,0.00,964.83,964.83,1086.97,0.00,11.00,59.16,516366358,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-22,USD,Marketplace,1650.35,91.69,4.56,-224.30,0.00,-74.58,-128.35,-26.00,0.00,26.00,0.00,-139.24,0.00,-63.69,0.00,-23.10,30.87,30.87,1327.14,1327.14,1527.94,0.00,26.00,128.35,516168262,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-19,USD,Marketplace,303.43,17.02,0.00,-42.50,0.00,-20.19,-21.98,-21.14,0.00,21.14,0.00,-22.97,0.00,-19.20,0.00,0.00,0.00,0.00,235.78,235.78,283.43,0.00,21.14,21.98,515283748,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-18,USD,Marketplace,599.89,33.37,0.00,-81.04,0.00,-2.97,-43.84,-2.16,0.00,2.16,0.00,-46.81,0.00,0.00,0.00,0.00,0.00,0.00,505.41,505.41,556.05,0.00,10.76,43.84,515264471,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-17,USD,Marketplace,876.57,48.66,0.00,-116.44,0.00,-64.34,-68.65,-20.28,0.00,20.28,0.00,-75.58,0.00,-57.41,0.00,-18.82,0.00,0.00,656.98,656.98,810.89,0.00,29.34,68.65,514636607,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-16,USD,Marketplace,571.89,31.81,0.00,-72.26,0.00,-33.78,-41.95,-5.00,0.00,5.00,0.00,-44.92,0.00,-30.81,0.00,-6.43,0.00,0.00,449.28,449.28,529.94,0.00,5.00,41.95,514584894,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-15,USD,Marketplace,1765.26,97.47,0.00,-234.09,0.00,-83.83,-142.38,-8.00,0.00,8.00,0.00,-150.30,0.00,-75.91,0.00,-5.25,0.00,0.00,1397.18,1397.18,1623.87,0.00,8.00,142.38,514382191,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-12,USD,Marketplace,249.59,13.24,0.00,-33.07,0.00,-19.28,-30.12,-13.00,0.00,13.00,0.00,-32.10,0.00,-17.30,0.00,0.00,0.00,0.00,180.36,180.36,220.46,0.00,13.00,30.12,513542069,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-11,USD,Marketplace,743.78,41.06,0.00,-99.61,0.00,-9.75,-62.47,-23.00,0.00,23.00,0.00,-67.42,0.00,-4.80,0.00,0.00,0.00,0.00,613.01,613.01,684.28,0.00,37.00,62.47,513471371,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-10,USD,Marketplace,1400.69,77.73,0.00,-192.70,0.00,-46.55,-107.30,-21.11,0.00,21.11,0.00,-114.23,0.00,-39.62,0.00,0.00,0.00,0.00,1131.87,1131.87,1295.37,0.00,39.51,107.30,512893953,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-09,USD,Marketplace,519.35,28.87,0.00,-69.65,0.00,-50.67,-39.29,-15.53,0.00,15.53,0.00,-42.26,0.00,-47.70,0.00,0.00,0.00,0.00,388.61,388.61,481.05,0.00,15.53,39.29,512822279,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-08,USD,Marketplace,1277.58,71.13,1.45,-173.34,0.00,-53.25,-97.59,-36.99,0.00,36.99,0.00,-106.50,0.00,-44.34,0.00,0.00,0.00,0.00,1025.98,1025.98,1184.94,0.00,36.99,97.59,512624691,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-05,USD,Marketplace,609.47,32.52,0.00,-81.30,0.00,-42.77,-68.52,-31.64,0.00,31.64,0.00,-73.47,0.00,-37.82,0.00,0.00,0.00,0.00,449.40,449.40,541.94,0.00,31.64,68.52,511764479,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-04,USD,Marketplace,916.97,50.04,6.56,-117.91,0.00,-72.43,-83.15,-7.00,0.00,7.00,0.00,-87.11,0.00,-68.47,0.00,0.00,0.00,0.00,700.08,700.08,833.82,0.00,14.00,83.15,511719342,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-03,USD,Marketplace,714.06,40.21,5.00,-97.94,0.00,-85.86,-47.97,-15.00,0.00,15.00,0.00,-49.95,0.00,-83.88,0.00,0.00,0.00,0.00,527.50,527.50,670.07,0.00,15.00,47.97,511137305,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-02,USD,Marketplace,698.32,39.21,0.00,-98.01,0.00,-3.96,-46.98,-14.00,0.00,14.00,0.00,-50.94,0.00,0.00,0.00,0.00,0.00,0.00,588.58,588.58,653.32,0.00,14.00,56.98,511034372,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-01,USD,Marketplace,1383.65,76.94,0.00,-190.75,0.00,-41.51,-103.88,-8.00,0.00,8.00,0.00,-112.79,0.00,-32.60,0.00,0.00,5.00,5.00,1129.45,1129.45,1281.75,0.00,8.00,111.92,510866961,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-09-01,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.28,78.28,78.28,78.28,0.00,0.00,0.00,0.00,510866961,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-29,USD,Marketplace,264.98,14.20,2.17,-34.68,0.00,-29.69,-29.44,-6.00,0.00,6.00,0.00,-30.43,0.00,-28.70,0.00,-5.00,5.25,5.25,187.79,187.79,236.53,0.00,6.00,29.44,509983103,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-28,USD,Marketplace,480.77,25.87,2.05,-61.00,0.00,-9.52,-51.98,-9.00,0.00,9.00,0.00,-52.97,0.00,-8.53,0.00,0.00,0.00,0.00,386.19,386.19,430.77,0.00,9.00,51.98,509911071,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-27,USD,Marketplace,1190.09,66.55,0.00,-166.32,0.00,-46.82,-83.29,-9.41,0.00,9.41,0.00,-89.23,0.00,-40.88,0.00,-5.25,0.00,0.00,954.96,954.96,1108.78,0.00,15.01,83.29,509349562,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-26,USD,Marketplace,855.26,46.77,0.00,-112.06,0.00,-24.56,-77.09,-3.00,0.00,3.00,0.00,-82.04,0.00,-19.61,0.00,0.00,21.88,21.88,710.20,710.20,779.16,0.00,3.00,77.09,509280106,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-25,USD,Marketplace,1948.10,109.00,13.11,-257.52,0.00,-68.69,-135.05,-19.00,0.00,19.00,0.00,-140.99,0.00,-62.75,0.00,-25.46,0.00,0.00,1583.49,1583.49,1816.02,0.00,19.00,135.05,509105135,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-22,USD,Marketplace,521.44,30.39,0.00,-73.49,0.00,-23.58,-16.09,-4.00,0.00,4.00,0.00,-18.07,0.00,-21.60,0.00,-23.26,0.00,0.00,415.41,415.41,506.34,0.00,4.00,16.09,508223833,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-21,USD,Marketplace,780.64,43.26,0.00,-105.05,0.00,-49.06,-60.02,0.00,0.00,0.00,0.00,-63.98,0.00,-45.10,0.00,-4.75,0.00,0.00,605.02,605.02,720.62,0.00,0.00,60.02,508164397,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-20,USD,Marketplace,658.24,35.65,0.00,-88.58,0.00,-12.68,-65.30,-2.00,0.00,2.00,0.00,-68.27,0.00,-9.71,0.00,-20.32,0.00,0.00,507.01,507.01,593.93,0.00,2.00,65.30,507580327,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-19,USD,Marketplace,1048.74,56.93,0.00,-138.83,0.00,-76.18,-101.90,-23.75,0.00,23.75,0.00,-110.81,0.00,-67.27,0.00,-10.25,0.00,0.00,778.51,778.51,948.82,0.00,23.75,101.90,507550627,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-18,USD,Marketplace,1623.13,90.28,3.25,-216.83,0.00,-77.30,-123.39,-26.00,0.00,26.00,0.00,-134.28,0.00,-66.41,0.00,0.00,0.23,0.23,1299.37,1299.37,1504.69,0.00,26.00,123.39,507329159,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-15,USD,Marketplace,485.10,26.81,0.00,-67.06,0.00,-8.49,-39.05,-17.00,0.00,17.00,0.00,-42.02,0.00,-5.52,0.00,0.00,0.00,0.00,397.31,397.31,447.04,0.00,17.00,39.05,506496947,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-14,USD,Marketplace,1327.83,73.84,6.80,-154.86,0.00,-71.66,-100.50,-26.59,0.00,26.59,0.00,-109.41,0.00,-62.75,0.00,-0.23,0.00,0.00,1081.22,1081.22,1230.30,0.00,26.59,100.50,506433419,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-13,USD,Marketplace,743.88,41.14,0.00,-97.79,0.00,-17.10,-60.13,-15.00,0.00,15.00,0.00,-62.11,0.00,-15.12,0.00,0.00,0.00,0.00,610.00,610.00,685.73,0.00,15.00,60.13,505849882,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-12,USD,Marketplace,734.40,40.40,0.00,-98.13,0.00,-12.39,-63.00,-9.00,0.00,9.00,0.00,-64.98,0.00,-10.41,0.00,0.00,0.00,0.00,601.28,601.28,673.38,0.00,9.00,63.00,505774311,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-11,USD,Marketplace,1533.72,82.62,0.00,-196.64,0.00,-111.18,-161.32,-37.00,0.00,37.00,0.00,-172.21,0.00,-100.29,0.00,0.00,0.00,0.00,1147.20,1147.20,1376.36,0.00,37.00,161.32,505562659,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-08,USD,Marketplace,99.65,5.49,2.06,-12.56,0.00,-17.81,-9.14,-7.00,0.00,7.00,0.00,-10.13,0.00,-16.82,0.00,0.00,0.00,0.00,67.69,67.69,91.50,0.00,7.00,9.14,504732181,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-07,USD,Marketplace,590.86,33.07,0.00,-82.64,0.00,-11.56,-42.97,-17.00,0.00,17.00,0.00,-45.94,0.00,-8.59,0.00,-22.64,0.00,0.00,464.12,464.12,550.86,0.00,17.00,42.97,504672141,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-06,USD,Marketplace,1082.52,60.00,3.56,-141.53,0.00,-54.47,-85.53,-23.99,0.00,23.99,0.00,-92.46,0.00,-47.54,0.00,-15.32,34.63,34.63,883.86,883.86,999.96,0.00,23.99,85.53,504047595,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-05,USD,Marketplace,790.89,43.18,3.13,-100.65,0.00,-42.11,-73.43,-15.00,0.00,15.00,0.00,-81.35,0.00,-34.19,0.00,0.00,0.00,0.00,621.01,621.01,719.44,0.00,15.00,73.43,504009025,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-04,USD,Marketplace,1440.81,78.47,5.88,-183.14,0.00,-106.89,-135.70,-54.75,0.00,54.75,0.00,-154.51,0.00,-88.08,0.00,0.00,0.00,0.00,1099.43,1099.43,1307.09,0.00,153.87,135.70,503797950,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-08-01,USD,Marketplace,753.95,42.70,0.00,-103.60,0.00,-31.45,-43.39,-13.85,0.00,13.85,0.00,-48.34,0.00,-26.50,0.00,0.00,0.00,0.00,618.21,618.21,711.55,0.00,42.10,43.39,502909003,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-31,USD,Marketplace,501.24,26.53,7.60,-58.31,0.00,-25.77,-59.21,-10.56,0.00,10.56,0.00,-65.15,0.00,-19.83,0.00,0.00,0.00,0.00,392.08,392.08,442.03,0.00,26.93,79.21,502889913,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-30,USD,Marketplace,968.23,51.70,0.00,-126.44,0.00,-51.48,-108.90,-56.69,0.00,56.69,0.00,-122.76,0.00,-37.62,0.00,-4.73,0.00,0.00,728.38,728.38,861.31,0.00,133.30,108.90,502294161,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-29,USD,Marketplace,604.95,32.66,7.90,-75.36,0.00,-29.22,-60.66,-22.13,0.00,22.13,0.00,-69.57,0.00,-20.31,0.00,0.00,0.00,0.00,480.27,480.27,544.29,0.00,79.92,60.66,502240736,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-28,USD,Marketplace,1728.53,94.44,4.86,-222.67,0.00,-75.95,-157.88,-81.21,0.00,81.21,0.00,-178.67,0.00,-55.16,0.00,-30.03,0.00,0.00,1341.30,1341.30,1573.62,0.00,218.33,157.88,502022606,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-25,USD,Marketplace,428.52,22.17,5.20,-50.67,0.00,-24.66,-59.15,-19.48,0.00,19.48,0.00,-68.06,0.00,-15.75,0.00,0.00,0.00,0.00,321.41,321.41,369.37,0.00,70.13,59.15,501143060,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-24,USD,Marketplace,1222.87,67.33,0.00,-168.31,0.00,-62.67,-105.86,-39.54,0.00,39.54,0.00,-117.74,0.00,-50.79,0.00,-10.46,0.00,0.00,942.90,942.90,1121.96,0.00,98.54,105.86,501088535,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-23,USD,Marketplace,552.62,29.42,1.78,-69.90,0.00,-49.84,-63.26,-56.89,0.00,56.89,0.00,-79.10,0.00,-34.00,0.00,0.00,0.00,0.00,400.82,400.82,490.35,0.00,84.16,105.58,500484592,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-22,USD,Marketplace,729.40,39.29,14.59,-84.64,0.00,-43.76,-75.53,-34.07,0.00,34.07,0.00,-84.44,0.00,-34.85,0.00,-27.32,0.00,0.00,552.03,552.03,654.86,0.00,98.68,75.53,500444835,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-21,USD,Marketplace,1807.64,99.27,0.00,-243.74,0.00,-111.64,-159.86,-59.35,0.00,59.35,0.00,-178.67,0.00,-92.83,0.00,0.00,0.00,0.00,1391.67,1391.67,1653.72,0.00,144.05,159.86,500211732,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-18,USD,Marketplace,313.96,15.96,0.00,-37.54,0.00,-26.55,-48.14,-5.10,0.00,5.10,0.00,-53.09,0.00,-21.60,0.00,0.00,0.00,0.00,217.69,217.69,265.82,0.00,18.34,48.14,499320002,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-17,USD,Marketplace,634.14,34.24,0.00,-85.62,0.00,-35.67,-65.45,-23.74,0.00,23.74,0.00,-73.37,0.00,-27.75,0.00,0.00,0.00,0.00,481.64,481.64,570.67,0.00,43.61,65.45,499265642,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-16,USD,Marketplace,811.26,44.04,3.15,-103.82,0.00,-19.61,-79.49,-40.98,0.00,40.98,0.00,-90.38,0.00,-8.72,0.00,0.00,0.00,0.00,655.53,655.53,733.75,0.00,109.97,81.47,498717938,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-16,USD,Storefront,45.26,2.72,0.00,0.00,-1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.29,46.29,45.26,0.00,0.00,0.00,498717938,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-15,USD,Marketplace,690.42,38.40,0.00,-94.14,0.00,-47.84,-52.41,-9.99,0.00,9.99,0.00,-58.35,0.00,-41.90,0.00,-15.21,0.00,0.00,519.22,519.22,639.99,0.00,17.99,52.41,498645582,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-14,USD,Marketplace,1545.37,82.87,4.63,-200.84,0.00,-123.08,-167.62,-45.55,0.00,45.55,0.00,-185.44,0.00,-105.26,0.00,0.00,0.00,0.00,1141.33,1141.33,1380.72,0.00,131.26,167.62,498433675,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-11,USD,Marketplace,470.78,26.38,0.00,-65.93,0.00,-46.18,-31.22,-22.51,0.00,22.51,0.00,-36.17,0.00,-41.23,0.00,0.00,0.00,0.00,353.83,353.83,439.56,0.00,36.13,31.22,497568814,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-10,USD,Marketplace,642.14,35.57,0.00,-85.48,0.00,-11.58,-50.63,-24.70,0.00,24.70,0.00,-55.58,0.00,-6.63,0.00,0.00,0.00,0.00,530.02,530.02,592.50,0.00,56.44,50.63,497463239,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-09,USD,Marketplace,745.79,40.09,0.00,-100.20,0.00,-43.00,-79.94,-20.94,0.00,20.94,0.00,-85.88,0.00,-37.06,0.00,0.00,0.00,0.00,562.74,562.74,667.83,0.00,45.69,79.94,496934534,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-08,USD,Marketplace,864.54,47.26,0.00,-113.15,0.00,-14.88,-77.16,-23.03,0.00,23.03,0.00,-87.06,0.00,-4.98,0.00,0.00,0.00,0.00,706.61,706.61,787.38,0.00,75.28,77.16,496836393,PAID
