Transaction Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Discounts,Adjustments,Taxes,Tip,Other,You earned,Notes
Delivery,12/24/21,#38d7ee23,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.00,-$7.10,-$5.00,$0.00,$2.02,,,$20.92,
Delivery,12/24/21,#6d16df86,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.97,-$8.19,-$5.10,$0.00,$2.12,,,$22.80,
Delivery,12/24/21,#6095ab76,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$37.00,-$14.80,$0.00,$0.00,$2.87,,,$25.07,
Delivery,12/24/21,#724a78b9,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.90,-$6.26,-$5.00,$0.00,$1.85,,,$19.49,
Delivery,12/24/21,#C4F93,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$10.39,$0.00,$0.00,$0.00,,,$15.59,
Delivery,12/24/21,#879ce008,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
Delivery,12/24/21,#B1662,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.99,-$7.00,-$3.00,$0.00,$0.00,,,$14.99,
Delivery,12/23/21,#0505211d,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$7.44,-$4.65,$0.00,$2.04,,,$20.92,
Delivery,12/23/21,#3E7DF,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$35.98,-$11.39,-$3.00,$0.00,$0.00,,,$21.59,
Delivery,12/23/21,#147417459607410,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$17.98,-$2.05,-$5.00,$0.00,$1.01,,,$11.94,
Delivery,12/23/21,#0f52d933,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
Delivery,12/23/21,#6871471d,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$43.85,-$12.25,-$5.00,$0.00,$3.01,,,$29.62,
Delivery,12/23/21,#1fe7aea9,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,12/23/21,#9CE5A,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$14.95,-$3.98,-$2.00,$0.00,$0.00,,,$8.97,
Delivery,12/23/21,#FD87B,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$5.00,-$3.00,$0.00,$0.00,,,$11.99,
Delivery,12/23/21,#3C51A,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$11.99,-$4.80,$0.00,$0.00,$0.00,,,$7.19,
Delivery,12/23/21,#941D1,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.98,-$9.39,-$3.00,$0.00,$0.00,,,$18.59,
Delivery,12/23/21,#685BB,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.99,-$7.00,-$3.00,$0.00,$0.00,,,$14.99,
Delivery,12/23/21,#5b757232,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.48,-$7.38,-$6.01,$0.00,$2.21,,,$22.30,
Delivery,12/23/21,#95B13,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$3.20,-$3.00,$0.00,$0.00,,,$9.29,
Delivery,12/23/21,#411417441720534,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$18.94,-$7.57,$0.00,$0.00,$1.47,,,$12.84,
Delivery,12/23/21,#0FC51,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.20,-$6.88,$0.00,$0.00,$0.00,,,$10.32,
Delivery,12/23/21,#00F6E,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$4.19,-$3.00,$0.00,$0.00,,,$10.79,
Delivery,12/23/21,#7E444,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$58.00,-$23.20,$0.00,$0.00,$0.00,,,$34.80,
Delivery,12/23/21,#589C2,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,$0.00,,,$7.79,
Delivery,12/23/21,#ac5006bd,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.97,-$15.59,$0.00,$0.00,$3.02,,,$26.40,
Delivery,12/23/21,#45E69,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$4.71,-$0.49,$0.00,$0.00,,,$7.79,
Delivery,12/22/21,#7e0019d3,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.99,-$6.40,$0.00,$0.00,$1.24,,,$10.83,
Delivery,12/22/21,#fadd933f,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.97,-$8.80,-$3.99,$0.00,$2.48,,,$21.66,
Delivery,12/22/21,#604e79e3,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.98,-$8.79,$0.00,$0.00,$1.70,,,$14.89,
Delivery,12/22/21,#622dc120,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$34.00,-$8.30,-$5.00,$0.00,$2.09,,,$22.79,
Delivery,12/22/21,#79ad4f13,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,12/22/21,#b596d4cc,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.97,-$11.59,$0.00,$0.00,$2.25,,,$19.63,
Delivery,12/22/21,#FBB34,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$31.97,-$7.79,-$5.00,$0.00,$0.00,,,$19.18,
Delivery,12/22/21,#734D1,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$46.22,-$18.00,-$0.49,$0.00,$0.00,,,$27.73,
Delivery,12/22/21,#37603,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$10.39,$0.00,$0.00,$0.00,,,$15.59,
Delivery,12/22/21,#A0BF0,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.00,-$3.40,-$3.00,$0.00,$0.00,,,$9.60,
Delivery,12/22/21,#61B9B,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,$0.00,,,$7.80,
Delivery,12/22/21,#FC08E,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$31.97,-$7.79,-$5.00,$0.00,$0.00,,,$19.18,
Delivery,12/22/21,#A86C6,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.98,-$12.39,$0.00,$0.00,$0.00,,,$18.59,
Delivery,12/22/21,#C8749,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.99,-$5.60,$0.00,$0.00,$0.00,,,$8.39,
Delivery,12/22/21,#ad6f37f2,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$62.99,-$19.90,-$5.00,$0.00,$4.49,,,$42.58,
Delivery,12/22/21,#CE097,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.98,-$4.19,-$5.00,$0.00,$0.00,,,$13.79,
Delivery,12/22/21,#b2d7c289,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$6.75,-$5.64,$0.00,$2.04,,,$20.62,
Delivery,12/22/21,#D0D17,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.00,-$4.20,-$3.00,$0.00,$0.00,,,$10.80,
Delivery,12/22/21,#36fce050,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
Delivery,12/22/21,#92D96,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.00,-$9.00,-$3.00,$0.00,$0.00,,,$18.00,
Delivery,12/22/21,#be0fb7b3,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.95,-$6.38,$0.00,$0.00,$1.24,,,$10.81,
Delivery,12/22/21,#07d3d942,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$0.00,$1.08,,,$9.47,
Delivery,12/22/21,#10691f52,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.90,-$5.46,-$5.00,$0.00,$1.70,,,$18.14,
Delivery,12/21/21,#60f952c8,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.98,-$6.79,$0.00,$0.00,$1.32,,,$11.51,
Delivery,12/21/21,#bbba7fed,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$36.97,-$11.49,-$3.00,$0.00,$2.63,,,$25.11,
Delivery,12/21/21,#10B26,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,$0.00,,,$7.80,
Delivery,12/21/21,#6e95a6a7,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.98,-$7.44,-$4.65,$0.00,$2.04,,,$20.93,
Delivery,12/21/21,#4EA62,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$8.00,$0.00,$0.00,$0.00,,,$11.99,
Delivery,12/21/21,#73A05,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.49,-$7.60,-$3.00,$0.00,$0.00,,,$15.89,
Delivery,12/21/21,#dd363221,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.00,-$5.50,-$5.00,$0.00,$1.71,,,$18.21,
Delivery,12/21/21,#5307375b,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$34.98,-$8.44,-$5.25,$0.00,$2.30,,,$23.59,
Delivery,12/21/21,#864217436996809,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$17.98,-$2.05,-$5.00,$0.00,$1.01,,,$11.94,
Delivery,12/21/21,#fc610a89,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.73,-$10.69,$0.00,$0.00,$2.07,,,$18.11,
Delivery,12/21/21,#5DF1E,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$7.39,-$3.00,$0.00,$0.00,,,$15.59,
Delivery,12/21/21,#D4B8B,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.90,-$6.56,-$5.00,$0.00,$0.00,,,$17.34,
Delivery,12/21/21,#680817438499550,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$40.85,-$11.20,-$5.00,$0.00,$2.78,,,$27.43,
Delivery,12/21/21,#26668c72,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.97,-$13.19,$0.00,$0.00,$2.56,,,$22.34,
Delivery,12/21/21,#4821A,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$31.98,-$12.79,$0.00,$0.00,$0.00,,,$19.19,
Delivery,12/21/21,#87A01,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$3.20,-$3.00,$0.00,$0.00,,,$9.29,
Delivery,12/21/21,#94cc4809,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.98,-$7.99,$0.00,$0.00,$1.55,,,$13.54,
Delivery,12/21/21,#7afbf49e,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.48,-$7.29,-$3.00,$0.00,$1.82,,,$18.01,
Delivery,12/21/21,#67044,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$29.90,-$6.96,-$5.00,$0.00,$0.00,,,$17.94,
Delivery,12/21/21,#3822D,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$27.90,-$6.16,-$5.00,$0.00,$0.00,,,$16.74,
Delivery,12/21/21,#326817423720142,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$27.00,-$5.64,-$5.00,$0.00,$1.71,,,$18.07,
Delivery,12/21/21,#4f00c1a2,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.45,-$6.58,$0.00,$0.00,$1.27,,,$11.14,
Delivery,12/21/21,#465617424304087,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$31.90,-$12.76,$0.00,$0.00,$2.47,,,$21.61,
Delivery,12/20/21,#FF701,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.49,-$9.00,$0.00,$0.00,$0.00,,,$13.49,
Delivery,12/20/21,#30336,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.49,-$9.79,$0.00,$0.00,$0.00,,,$14.70,
Delivery,12/20/21,#778517425513728,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$25.98,$0.80,$0.00,-$27.99,$2.01,,,$0.80,
Delivery,12/20/21,#6DE50,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,$0.00,,,$7.80,
Delivery,12/20/21,#e8b70d9f,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.00,-$5.20,$0.00,$0.00,$1.01,,,$8.81,
Delivery,12/20/21,#d50ea155,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.45,-$6.58,$0.00,$0.00,$1.27,,,$11.14,
Delivery,12/20/21,#9D7C9,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.95,-$5.18,$0.00,$0.00,$0.00,,,$7.77,
Delivery,12/20/21,#F3AA9,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$14.95,-$5.98,$0.00,$0.00,$0.00,,,$8.97,
Delivery,12/20/21,#A3B78,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.95,-$6.38,$0.00,$0.00,$0.00,,,$9.57,
Delivery,12/20/21,#299117419930093,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$16.94,-$6.77,$0.00,$0.00,$1.31,,,$11.48,
Delivery,12/20/21,#4ee1a195,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$54.95,-$12.99,-$8.99,$0.00,$3.64,,,$36.61,
Delivery,12/20/21,#041617416811388,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$15.49,-$6.19,$0.00,$0.00,$1.20,,,$10.50,
Delivery,12/19/21,#19948,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$45.96,-$13.38,-$5.00,$0.00,$0.00,,,$27.58,
Delivery,12/19/21,#550aa60e,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.49,-$6.60,$0.00,$0.00,$1.28,,,$11.17,
Delivery,12/19/21,#eea2ecd0,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.96,-$8.75,-$6.83,$0.00,$2.57,,,$25.95,
Delivery,12/19/21,#1d25cc5d,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$36.97,-$14.79,$0.00,$0.00,$2.87,,,$25.05,
Delivery,12/19/21,#e1bd15f9,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.99,-$7.60,$0.00,$0.00,$1.47,,,$12.86,
Delivery,12/19/21,#A2FAC,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.90,-$10.76,$0.00,$0.00,$0.00,,,$16.14,
Delivery,12/19/21,#2df554ce,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$42.96,-$13.89,-$3.00,$0.00,$3.10,,,$29.17,
Delivery,12/19/21,#379E4,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.98,-$7.59,$0.00,$0.00,$0.00,,,$11.39,
Delivery,12/19/21,#a2e8c151,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.49,-$6.20,$0.00,$0.00,$1.20,,,$10.49,
Delivery,12/19/21,#08cb3751,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$83.21,-$33.28,$0.00,$0.00,$6.45,,,$56.38,
Delivery,12/19/21,#96d5cf22,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.99,-$9.60,$0.00,$0.00,$1.86,,,$16.25,
Delivery,12/19/21,#8d112502,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$61.96,-$23.38,$0.00,-$3.50,$4.80,,,$39.88,
Delivery,12/19/21,#fbbb4439,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.99,-$8.40,$0.00,$0.00,$1.63,,,$14.22,
Delivery,12/19/21,#91d5e3e5,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$0.00,$1.39,,,$12.18,
Delivery,12/19/21,#41CB7,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$5.00,-$3.00,$0.00,$0.00,,,$11.99,
Delivery,12/19/21,#B415F,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$34.00,-$13.60,$0.00,$0.00,$0.00,,,$20.40,
Delivery,12/19/21,#879d6c7f,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.98,-$7.99,$0.00,$0.00,$1.55,,,$13.54,
Delivery,12/18/21,#7f9ca211,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$37.15,-$14.86,$0.00,$0.00,$2.88,,,$25.17,
Delivery,12/18/21,#a3fb6647,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.98,-$7.59,$0.00,$0.00,$1.47,,,$12.86,
Delivery,12/18/21,#7c47363c,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.98,-$12.39,$0.00,$0.00,$2.40,,,$20.99,
Delivery,12/18/21,#34e8c7ea,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,12/18/21,#E372A,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$10.39,$0.00,$0.00,$0.00,,,$15.59,
Delivery,12/18/21,#C5E22,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.95,-$5.18,$0.00,$0.00,$0.00,,,$7.77,
Delivery,12/18/21,#25b1700c,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,12/18/21,#44cd376a,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.95,-$7.18,$0.00,$0.00,$1.39,,,$12.16,
Delivery,12/18/21,#D876E,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.47,-$11.59,-$5.00,$0.00,$0.00,,,$24.88,
Delivery,12/18/21,#fd93de08,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.45,-$7.38,$0.00,$0.00,$1.43,,,$12.50,
Delivery,12/18/21,#76CB3,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.50,-$3.20,-$3.00,$0.00,$0.00,,,$9.30,
Delivery,12/18/21,#853ab827,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$47.00,-$18.80,$0.00,$0.00,$3.64,,,$31.84,
Delivery,12/18/21,#09ecb3a0,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.99,-$8.40,$0.00,$0.00,$1.63,,,$14.22,
Delivery,12/18/21,#558D4,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,$0.00,,,$7.79,
Delivery,12/18/21,#586B4,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$27.90,-$11.16,$0.00,$0.00,$0.00,,,$16.74,
Delivery,12/18/21,#446417392767379,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$25.98,-$5.24,-$5.00,$0.00,$1.63,,,$17.37,
Delivery,12/18/21,#8CED4,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.97,-$9.39,-$3.00,$0.00,$0.00,,,$18.58,
Delivery,12/18/21,#AA5EB,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.00,-$10.40,$0.00,$0.00,$0.00,,,$15.60,
Delivery,12/18/21,#405717398717311,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$15.49,-$6.19,$0.00,$0.00,$1.20,,,$10.50,
Delivery,12/17/21,#5bd12eec,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$1.01,,,$8.80,
Delivery,12/17/21,#1d48839f,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.73,-$11.49,$0.00,$0.00,$2.23,,,$19.47,
Delivery,12/17/21,#3da72979,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.99,-$9.60,$0.00,$0.00,$1.86,,,$16.25,
Delivery,12/17/21,#5A53C,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.95,-$7.98,$0.00,$0.00,$0.00,,,$11.97,
Delivery,12/17/21,#cfcfc9cd,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$0.00,$1.08,,,$9.47,
Delivery,12/17/21,#F313F,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.98,-$4.59,-$3.00,$0.00,$0.00,,,$11.39,
Delivery,12/17/21,#EE87C,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.90,-$10.36,$0.00,$0.00,$0.00,,,$15.54,
Delivery,12/17/21,#d71c16c6,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.99,-$14.40,$0.00,$0.00,$2.79,,,$24.38,
Delivery,12/17/21,#0b5661c1,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.99,-$9.60,$0.00,$0.00,$1.86,,,$16.25,
Delivery,12/17/21,#778517395599394,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$27.98,-$8.10,-$3.00,$0.00,$1.94,,,$18.82,
Delivery,12/17/21,#898517395348429,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$20.49,-$8.19,$0.00,$0.00,$1.59,,,$13.89,
Delivery,12/17/21,#2c4f924f,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.97,-$11.59,$0.00,$0.00,$2.25,,,$19.63,
Delivery,12/17/21,#03B8E,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$66.75,-$26.70,$0.00,$0.00,$0.00,,,$40.05,
Delivery,12/17/21,#bc2877db,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$11.16,$0.00,$0.00,$2.16,,,$18.90,
Delivery,12/17/21,#d92eb4b7,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$40.85,-$16.34,$0.00,$0.00,$3.17,,,$27.68,
Delivery,12/17/21,#d8394035,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
