Store Name,Store ID,Order ID,Dining Mode,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Ameci Pizza & Pasta - Lake Forest,,#3E09F,Delivery - Partner Using Uber App,Completed,2020-10-18,14:11,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-6.29,0,0,0,0,0,,0,0,0,16.32,2020-10-19
Ameci Pizza & Pasta - Lake Forest,,#85940,Delivery - Partner Using Uber App,Completed,2020-10-18,14:35,25.98,2.01,27.99,0,0,0,0,0,0,0,0,27.99,-7.79,0,0,0,0,0,,0,0,0,20.2,2020-10-19
Ameci Pizza & Pasta - Lake Forest,,#87523,Delivery - Partner Using Uber App,Completed,2020-10-18,14:44,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-6.3,0,0,0,0,0,,0,0,0,16.32,2020-10-19
Ameci Pizza & Pasta - Lake Forest,,#8CCCE,Delivery - Partner Using Uber App,Completed,2020-10-18,15:43,33.96,2.63,36.59,0,0,0,0,0,0,0,0,36.59,-10.19,0,0,0,0,0,,0,0,0,26.4,2020-10-19
Ameci Pizza & Pasta - Lake Forest,,#B3400,Delivery - Partner Using Uber App,Completed,2020-10-18,17:34,53.2,4.12,57.32,0,0,0,0,0,0,0,0,57.32,-15.96,0,0,0,0,0,,0,0,0,41.36,2020-10-19
Ameci Pizza & Pasta - Lake Forest,,#58A0D,Delivery - Partner Using Uber App,Completed,2020-10-19,14:11,25.97,2.01,27.98,0,0,0,0,0,0,0,0,27.98,-7.79,0,0,0,0,0,,0,0,0,20.19,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#EB50E,Delivery - Partner Using Uber App,Completed,2020-10-19,19:23,24.97,1.94,26.91,0,0,0,0,0,0,0,0,26.91,-7.49,0,0,0,0,0,,0,0,0,19.42,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#9118D,Delivery - Partner Using Uber App,Completed,2020-10-19,21:44,9.99,0.77,10.76,0,0,0,0,0,0,0,0,10.76,-3,0,0,0,0,0,,0,0,0,7.76,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#7BFCF,Delivery - Partner Using Uber App,Completed,2020-10-20,15:44,16.97,1.32,18.29,0,0,0,0,0,0,0,0,18.29,-5.09,0,0,0,0,0,,0,0,0,13.2,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#942B3,Delivery - Partner Using Uber App,Completed,2020-10-20,16:46,41.45,3.21,44.66,0,0,0,0,0,0,0,0,44.66,-12.44,0,0,0,0,0,,0,0,0,32.22,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#84293,Delivery - Partner Using Uber App,Completed,2020-10-20,21:18,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-6.29,0,0,0,0,0,,0,0,0,16.32,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#5148B,Delivery - Partner Using Uber App,Completed,2020-10-21,12:03,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-6.59,0,0,0,0,0,,0,0,0,17.09,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#290E0,Delivery - Partner Using Uber App,Completed,2020-10-21,12:16,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-6.3,0,0,0,0,0,,0,0,0,16.32,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#70106,Delivery - Partner Using Uber App,Completed,2020-10-21,12:25,34.03,2.64,36.67,0,0,0,0,0,0,0,0,36.67,-10.21,0,0,0,0,0,,0,0,0,26.46,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#45B29,Delivery - Partner Using Uber App,Completed,2020-10-21,12:27,102.13,7.92,110.05,0,0,0,0,0,0,0,0,110.05,-30.64,0,0,0,0,0,,0,0,0,79.41,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#8DEBB,Delivery - Partner Using Uber App,Completed,2020-10-21,18:56,32.46,2.52,34.98,0,0,0,0,0,0,0,0,34.98,-9.74,0,0,0,0,0,,0,0,0,25.24,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#80B6B,Delivery - Partner Using Uber App,Completed,2020-10-21,19:48,27.47,2.13,29.6,0,0,0,0,0,0,0,0,29.6,-8.24,0,0,0,0,0,,0,0,0,21.36,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#3270F,Delivery - Partner Using Uber App,Completed,2020-10-21,20:22,27.2,2.11,29.31,0,0,0,0,0,0,0,0,29.31,-8.16,0,0,0,0,0,,0,0,0,21.15,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#29C0E,Pickup,Completed,2020-10-21,20:26,17.97,1.39,19.36,0,0,0,0,0,0,0,0,19.36,0,0,0,0,0,0,,0,0,0,19.36,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#7F3D6,Delivery - Partner Using Uber App,Completed,2020-10-22,13:28,107.19,8.31,115.5,0,0,0,0,0,0,0,0,115.5,-32.16,0,0,0,0,0,,0,0,0,83.34,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#4604A,Delivery - Partner Using Uber App,Completed,2020-10-22,17:26,46.23,3.58,49.81,0,0,0,0,0,0,0,0,49.81,-13.87,0,0,0,0,0,,0,0,0,35.94,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#6598C,Delivery - Partner Using Uber App,Completed,2020-10-22,18:11,30.73,2.38,33.11,0,0,0,0,0,0,0,0,33.11,-9.22,0,0,0,0,0,,0,0,0,23.89,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#3B646,Delivery - Partner Using Uber App,Completed,2020-10-22,18:21,41.95,3.25,45.2,0,0,0,0,0,0,0,0,45.2,-12.59,0,0,0,0,0,,0,0,0,32.61,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#0386E,Delivery - Partner Using Uber App,Completed,2020-10-22,18:35,24.47,1.9,26.37,0,0,0,0,0,0,0,0,26.37,-7.34,0,0,0,0,0,,0,0,0,19.03,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#61F2E,Delivery - Partner Using Uber App,Completed,2020-10-22,18:35,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-5.09,0,0,0,0,0,,0,0,0,13.21,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#44107,Delivery - Partner Using Uber App,Completed,2020-10-22,19:48,21.02,1.63,22.65,0,0,0,0,0,0,0,0,22.65,-6.31,0,0,0,0,0,,0,0,0,16.34,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#921E5,Delivery - Partner Using Uber App,Completed,2020-10-22,19:55,18.45,1.43,19.88,0,0,0,0,0,0,0,0,19.88,-5.54,0,0,0,0,0,,0,0,0,14.34,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#E1D9A,Delivery - Partner Using Uber App,Completed,2020-10-22,20:21,27.47,2.13,29.6,0,0,0,0,0,0,0,0,29.6,-8.24,0,0,0,0,0,,0,0,0,21.36,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#2FEF1,Delivery - Partner Using Uber App,Completed,2020-10-22,21:35,10.74,0.83,11.57,0,0,0,0,0,0,0,0,11.57,-3.22,0,0,0,0,0,,0,0,0,8.35,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#0E3C7,Delivery - Partner Using Uber App,Completed,2020-10-23,12:24,11.48,0.89,12.37,0,0,0,0,0,0,0,0,12.37,-3.44,0,0,0,0,0,,0,0,0,8.93,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#B65E4,Delivery - Partner Using Uber App,Completed,2020-10-23,18:22,38.72,3,41.72,0,0,0,0,0,0,0,0,41.72,-11.62,0,0,0,0,0,,0,0,0,30.1,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#AE4B1,Delivery - Partner Using Uber App,Completed,2020-10-23,19:08,27.98,2.17,30.15,0,0,0,0,0,0,0,0,30.15,-8.39,0,0,0,0,0,,0,0,0,21.76,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#A7F9A,Delivery - Partner Using Uber App,Completed,2020-10-23,19:25,14.73,1.14,15.87,0,0,0,0,0,0,0,0,15.87,-4.42,0,0,0,0,0,,0,0,0,11.45,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#92789,Delivery - Partner Using Uber App,Completed,2020-10-23,20:25,65.57,5.08,70.65,0,0,0,0,0,0,0,0,70.65,-19.67,0,0,0,0,0,,0,0,0,50.98,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#2FA6E,Pickup,Completed,2020-10-24,15:07,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,0,0,0,0,0,0,,0,0,0,11.84,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#97F50,Pickup,Completed,2020-10-24,15:11,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,0,0,0,0,0,0,,0,0,0,11.84,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#D4367,Delivery - Partner Using Uber App,Completed,2020-10-24,16:24,12.98,1.01,13.99,0,0,0,0,0,0,0,0,13.99,-3.89,0,0,0,0,0,,0,0,0,10.1,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#8D5A1,Delivery - Partner Using Uber App,Completed,2020-10-24,17:22,28.98,2.25,31.23,0,0,0,0,0,0,0,0,31.23,-8.69,0,0,0,0,0,,0,0,0,22.54,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#58F8E,Delivery - Partner Using Uber App,Completed,2020-10-24,18:40,40.72,3.16,43.88,0,0,0,0,0,0,0,0,43.88,-12.22,0,0,0,0,0,,0,0,0,31.66,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#0382D,Delivery - Partner Using Uber App,Completed,2020-10-24,18:46,26.49,2.05,28.54,0,0,0,0,0,0,0,0,28.54,-7.95,0,0,0,0,0,,0,0,0,20.59,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#647F5,Delivery - Partner Using Uber App,Completed,2020-10-24,18:50,44.93,3.48,48.41,0,0,0,0,0,0,0,0,48.41,-13.48,0,0,0,0,0,,0,0,0,34.93,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#63A19,Delivery - Partner Using Uber App,Completed,2020-10-24,20:23,30.98,2.4,33.38,0,0,0,0,0,0,0,0,33.38,-9.29,0,0,0,0,0,,0,0,0,24.09,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#B854E,Delivery - Partner Using Uber App,Completed,2020-10-24,22:03,23.24,1.8,25.04,0,0,0,0,0,0,0,0,25.04,-6.97,0,0,0,0,0,,0,0,0,18.07,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#F3E2F,Delivery - Partner Using Uber App,Completed,2020-10-25,14:54,38.31,2.97,41.28,0,0,0,0,0,0,0,0,41.28,-11.49,0,0,0,0,0,,0,0,0,29.79,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#0E708,Delivery - Partner Using Uber App,Completed,2020-10-25,15:07,48.96,3.79,52.75,0,0,0,0,0,0,0,0,52.75,-14.69,0,0,0,0,0,,0,0,0,38.06,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#0E708,Delivery - Partner Using Uber App,Completed,2020-10-25,15:07,0,0,0,0,0,0,0,0,0,0,0,0,5.39,0,0,0,0,0,,0,0,0,5.39,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#0E708,,Refund,2020-10-25,15:07,-9.74,-0.75,-10.49,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-10.49,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#AA381,Delivery - Partner Using Uber App,Completed,2020-10-25,16:08,29.96,2.32,32.28,0,0,0,0,0,0,0,0,32.28,-8.99,0,0,0,0,0,,0,0,0,23.29,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#5E79A,Delivery - Partner Using Uber App,Completed,2020-10-25,17:02,38.45,2.98,41.43,0,0,0,0,0,0,0,0,41.43,-11.54,0,0,0,0,0,,0,0,0,29.89,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#86777,Delivery - Partner Using Uber App,Completed,2020-10-25,19:13,18.72,1.45,20.17,0,0,0,0,0,0,0,0,20.17,-5.62,0,0,0,0,0,,0,0,0,14.55,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#E9EE5,Delivery - Partner Using Uber App,Completed,2020-10-25,19:29,40.96,3.17,44.13,0,0,0,0,0,0,0,0,44.13,-12.29,0,0,0,0,0,,0,0,0,31.84,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#9A287,Delivery - Partner Using Uber App,Completed,2020-10-25,19:55,24.97,1.94,26.91,0,0,0,0,0,0,0,0,26.91,-7.49,0,0,0,0,0,,0,0,0,19.42,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#FC21E,Delivery - Partner Using Uber App,Completed,2020-10-25,20:15,18.1,1.4,19.5,0,0,0,0,0,0,0,0,19.5,-5.43,0,0,0,0,0,,0,0,0,14.07,2020-10-26
Ameci Pizza & Pasta - Lake Forest,,#4CC54,Delivery - Partner Using Uber App,Completed,2020-10-26,16:19,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#CFB31,Delivery - Partner Using Uber App,Completed,2020-10-26,18:29,23.7,1.84,25.54,0,0,0,0,0,0,0,0,25.54,-4.5,0,0,0,0,0,,0,0,0,21.04,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#3845B,Delivery - Partner Using Uber App,Completed,2020-10-26,18:42,70.93,5.5,76.43,0,0,0,0,0,0,0,0,76.43,-13.48,0,0,0,0,0,,0,0,0,62.95,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#96955,Delivery - Partner Using Uber App,Completed,2020-10-26,19:08,41.12,3.19,44.31,0,0,0,0,0,0,0,0,44.31,-7.81,0,0,0,0,0,,0,0,0,36.5,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#65614,Delivery - Partner Using Uber App,Completed,2020-10-26,20:41,41.96,3.25,45.21,0,0,0,0,0,0,0,0,45.21,-7.97,0,0,0,0,0,,0,0,0,37.24,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#1DEB2,Delivery - Partner Using Uber App,Completed,2020-10-26,20:52,17.97,1.39,19.36,0,0,0,0,0,0,0,0,19.36,-3.41,0,0,0,0,0,,0,0,0,15.95,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#79D42,Delivery - Partner Using Uber App,Completed,2020-10-27,15:03,32.72,2.54,35.26,0,0,0,0,0,0,0,0,35.26,-6.22,0,0,0,0,0,,0,0,0,29.04,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#E3AEC,Delivery - Partner Using Uber App,Completed,2020-10-27,18:42,27.96,2.17,30.13,0,0,0,0,0,0,0,0,30.13,-5.31,0,0,0,0,0,,0,0,0,24.82,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#CE0AB,Delivery - Partner Using Uber App,Completed,2020-10-28,17:02,32.97,2.56,35.53,0,0,0,0,0,0,0,0,35.53,-6.26,0,0,0,0,0,,0,0,0,29.27,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#AF7E6,Delivery - Partner Using Uber App,Completed,2020-10-28,18:25,47.95,3.72,51.67,0,0,0,0,0,0,0,0,51.67,-9.11,0,0,0,0,0,,0,0,0,42.56,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#AF7E6,,Refund,2020-10-28,18:25,-9.99,-0.77,-10.76,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-10.76,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#7601A,Delivery - Partner Using Uber App,Completed,2020-10-28,18:33,36.73,2.85,39.58,0,0,0,0,0,0,0,0,39.58,-6.98,0,0,0,0,0,,0,0,0,32.6,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#84F77,Delivery - Partner Using Uber App,Completed,2020-10-28,21:24,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-2.66,0,0,0,0,0,,0,0,0,12.41,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#72BD2,Pickup,Completed,2020-10-29,14:06,19.74,1.53,21.27,0,0,0,0,0,0,0,0,21.27,0,0,0,0,0,0,,0,0,0,21.27,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#7DBA6,Delivery - Partner Using Uber App,Completed,2020-10-29,16:58,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-3.61,0,0,0,0,0,,0,0,0,16.84,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#7EE0C,Delivery - Partner Using Uber App,Completed,2020-10-29,17:37,20.97,1.63,22.6,0,0,0,0,0,0,0,0,22.6,-3.98,0,0,0,0,0,,0,0,0,18.62,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#C8601,Delivery - Partner Using Uber App,Completed,2020-10-29,18:23,28.91,2.24,31.15,0,0,0,0,0,0,0,0,31.15,-5.49,0,0,0,0,0,,0,0,0,25.66,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#33273,Delivery - Partner Using Uber App,Canceled,2020-10-29,22:31,31.97,2.48,34.45,0,0,0,0,0,0,0,0,34.45,-6.07,0,0,0,0,0,,0,0,0,28.38,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#C33B1,Delivery - Partner Using Uber App,Completed,2020-10-30,13:42,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,0,0,18.62,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#B303A,Delivery - Partner Using Uber App,Completed,2020-10-30,14:29,29.48,2.28,31.76,0,0,0,0,0,0,0,0,31.76,-5.6,0,0,0,0,0,,0,0,0,26.16,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#0DC2E,Delivery - Partner Using Uber App,Completed,2020-10-30,17:33,16.49,1.28,17.77,0,0,0,0,0,0,0,0,17.77,-3.13,0,0,0,0,0,,0,0,0,14.64,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#57E5B,Delivery - Partner Using Uber App,Completed,2020-10-30,18:03,27.98,2.17,30.15,0,0,0,0,0,0,0,0,30.15,-5.32,0,0,0,0,0,,0,0,0,24.83,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#2224F,Delivery - Partner Using Uber App,Completed,2020-10-30,19:03,43.95,3.41,47.36,0,0,0,0,0,0,0,0,47.36,-8.35,0,0,0,0,0,,0,0,0,39.01,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#AE657,Delivery - Partner Using Uber App,Completed,2020-10-30,19:23,27.97,2.17,30.14,0,0,0,0,0,0,0,0,30.14,-5.31,0,0,0,0,0,,0,0,0,24.83,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#51BF2,Delivery - Partner Using Uber App,Completed,2020-10-30,19:38,25.47,1.97,27.44,0,0,0,0,0,0,0,0,27.44,-4.84,0,0,0,0,0,,0,0,0,22.6,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#65A06,Delivery - Partner Using Uber App,Completed,2020-10-30,19:46,31.97,2.48,34.45,0,0,0,0,0,0,0,0,34.45,-6.07,0,0,0,0,0,,0,0,0,28.38,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#8680B,Delivery - Partner Using Uber App,Completed,2020-10-30,19:47,35.98,2.79,38.77,0,0,0,0,0,0,0,0,38.77,-6.84,0,0,0,0,0,,0,0,0,31.93,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#468F2,Delivery - Partner Using Uber App,Completed,2020-10-30,20:42,31.24,2.42,33.66,0,0,0,0,0,0,0,0,33.66,-5.94,0,0,0,0,0,,0,0,0,27.72,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#3F2DA,Delivery - Partner Using Uber App,Completed,2020-10-30,22:18,16.49,1.28,17.77,0,0,0,0,0,0,0,0,17.77,-3.13,0,0,0,0,0,,0,0,0,14.64,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#D4035,Delivery - Partner Using Uber App,Completed,2020-10-31,12:42,25.47,1.97,27.44,0,0,0,0,0,0,0,0,27.44,-4.84,0,0,0,0,0,,0,0,0,22.6,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#285BB,Delivery - Partner Using Uber App,Completed,2020-10-31,16:42,54.94,4.26,59.2,0,0,0,0,0,0,0,0,59.2,-10.44,0,0,0,0,0,,0,0,0,48.76,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#961F8,Delivery - Partner Using Uber App,Completed,2020-10-31,17:34,64.93,5.03,69.96,0,0,0,0,0,0,0,0,69.96,-12.34,0,0,0,0,0,,0,0,0,57.62,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#74BB0,Delivery - Partner Using Uber App,Completed,2020-10-31,17:51,59.71,4.63,64.34,0,0,0,0,0,0,0,0,64.34,-11.34,0,0,0,0,0,,0,0,0,53,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#64954,Delivery - Partner Using Uber App,Canceled,2020-10-31,18:27,33.73,2.61,36.34,0,0,0,0,0,0,0,0,36.34,-6.41,0,0,0,0,0,,0,0,0,29.93,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#7F83A,Delivery - Partner Using Uber App,Unfulfilled,2020-10-31,20:24,27.98,2.17,30.15,0,0,0,0,0,0,0,0,30.15,-5.32,0,0,0,0,0,,0,0,0,24.83,2020-11-02
Ameci Pizza & Pasta - Lake Forest,,#DCE43,Delivery - Partner Using Uber App,Completed,2020-10-31,20:25,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-3.42,0,0,0,0,0,,0,0,0,15.96,2020-11-02
