order_id,platform,provider,order_datetime,order_type,payment_type,subtotal,tax,tax_withheld,tip,delivery_fee,total,processing_fee,commission_fee,adjustments,marketing_fee,misc_fee,payout,expected_payout,customer_name,company_name,phone,email,address,address_formatted,lat,lng,restaurant_name,items,item_count,errors,notes
#798F4__POSTMATES_20220615,NEXTBITE,AMECI,2022-06-11T00:00:00,pickup,credit,49.99,0.00,3.87,0.00,0.00,49.99,0.00,-22.49,0.00,0.00,,27.50,27.50,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates | original_order_id=#798F4
O-997919156212118,NEXTBITE,AMECI,2022-06-12T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,1.26,0.00,,8.95,10.03,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | savings=1.26 | platform=grubhub | tax_not_paid_in_payout=1.08
O-976219178678031,NEXTBITE,AMECI,2022-06-13T00:00:00,pickup,credit,55.96,4.34,0.00,0.00,0.00,60.30,0.00,-25.18,5.03,0.00,,35.81,40.15,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | savings=5.03 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=4.34
#35291,NEXTBITE,AMECI,2022-06-13T00:00:00,pickup,credit,20.99,0.00,1.63,0.00,0.00,20.99,0.00,-9.44,0.00,0.00,,14.00,11.55,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#390CA,NEXTBITE,AMECI,2022-06-15T00:00:00,pickup,credit,19.48,0.00,1.51,0.00,0.00,19.48,0.00,-8.77,0.00,0.00,,13.16,10.71,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#BAECD,NEXTBITE,AMECI,2022-06-16T00:00:00,pickup,credit,39.99,0.00,2.71,0.00,0.00,39.99,0.00,-18.00,1.20,-5.39,,25.09,17.80,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | promotion=-5.39 | savings=1.20 | platform=ubereats
#C3BD5,NEXTBITE,AMECI,2022-06-16T00:00:00,pickup,credit,17.99,0.00,1.39,0.00,0.00,17.99,0.00,-8.10,0.00,0.00,,9.89,9.89,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-776619201107683,NEXTBITE,AMECI,2022-06-17T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,1.26,0.00,,8.95,10.03,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | savings=1.26 | platform=grubhub | tax_not_paid_in_payout=1.08
#7B6E4,NEXTBITE,AMECI,2022-06-17T00:00:00,pickup,credit,26.96,0.00,1.70,0.00,0.00,26.96,0.00,-12.13,1.20,-5.39,,17.93,10.64,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | promotion=-5.39 | savings=1.20 | platform=ubereats
#AC7C3,NEXTBITE,AMECI,2022-06-18T00:00:00,pickup,credit,27.98,0.00,1.78,0.00,0.00,27.98,0.00,-12.59,1.20,-5.39,,18.49,11.20,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | promotion=-5.39 | savings=1.20 | platform=ubereats
O-715819233324967,NEXTBITE,AMECI,2022-06-19T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,1.26,0.00,,8.95,10.03,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | savings=1.26 | platform=grubhub | tax_not_paid_in_payout=1.08
#0027E,NEXTBITE,AMECI,2022-06-19T00:00:00,pickup,credit,13.99,0.00,1.08,0.00,0.00,13.99,0.00,-6.30,0.00,0.00,,9.59,7.69,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
O-516319242620374,NEXTBITE,AMECI,2022-06-20T00:00:00,pickup,credit,27.98,2.17,0.00,0.00,0.00,30.15,0.00,-12.59,2.51,0.00,,17.90,20.07,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | savings=2.51 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=2.17
#CF800,NEXTBITE,AMECI,2022-06-21T00:00:00,pickup,credit,34.99,0.00,2.32,0.00,0.00,34.99,0.00,-15.75,1.20,-5.39,,22.34,15.05,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | promotion=-5.39 | savings=1.20 | platform=ubereats
#1ECDD,NEXTBITE,AMECI,2022-06-21T00:00:00,pickup,credit,13.99,0.00,1.08,0.00,0.00,13.99,0.00,-6.30,0.00,0.00,,9.59,7.69,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#2010E,NEXTBITE,AMECI,2022-06-22T00:00:00,pickup,credit,29.48,0.00,1.90,0.00,0.00,29.48,0.00,-13.27,1.20,-5.39,,17.41,12.02,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | promotion=-5.39 | savings=1.20 | platform=postmates
#99164,NEXTBITE,AMECI,2022-06-23T00:00:00,pickup,credit,37.97,0.00,2.56,0.00,0.00,37.97,0.00,-17.09,1.20,-5.39,,23.98,16.69,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | promotion=-5.39 | savings=1.20 | platform=ubereats
#619C7,NEXTBITE,AMECI,2022-06-23T00:00:00,pickup,credit,41.97,0.00,2.86,0.00,0.00,41.97,0.00,-18.89,1.20,-5.39,,26.18,18.89,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | promotion=-5.39 | savings=1.20 | platform=ubereats
#890BA,NEXTBITE,AMECI,2022-06-25T00:00:00,pickup,credit,102.93,0.00,7.98,0.00,0.00,102.93,0.00,-54.85,0.00,0.00,,49.97,48.08,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats | collapsed_records=2
O-273519297972263,NEXTBITE,AMECI,2022-06-26T00:00:00,pickup,credit,63.96,4.96,0.00,0.00,0.00,68.92,0.00,-28.77,5.75,0.00,,40.94,45.90,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | savings=5.75 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=4.96
#134A5,NEXTBITE,AMECI,2022-06-26T00:00:00,pickup,credit,83.94,0.00,6.12,0.00,0.00,83.94,0.00,-37.77,1.20,-5.39,,49.27,41.98,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | promotion=-5.39 | savings=1.20 | platform=ubereats
O-348419301931684,NEXTBITE,AMECI,2022-06-27T00:00:00,pickup,credit,41.97,3.25,0.00,0.00,0.00,45.22,0.00,-18.89,3.77,0.00,,26.85,30.10,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | savings=3.77 | platform=grubhub | tax_not_paid_in_payout=3.25
a62d511f,NEXTBITE,AMECI,2022-06-27T00:00:00,pickup,credit,17.99,1.39,0.00,0.00,0.00,19.38,0.00,-8.09,0.00,0.00,,9.90,11.29,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=1.39
#3DA6E,NEXTBITE,AMECI,2022-06-28T00:00:00,pickup,credit,54.97,0.00,3.87,0.00,0.00,54.97,0.00,-24.73,1.20,-5.39,,31.44,26.05,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | promotion=-5.39 | savings=1.20 | platform=postmates
#B0EC1,NEXTBITE,AMECI,2022-06-28T00:00:00,pickup,credit,15.49,0.00,1.20,0.00,0.00,15.49,0.00,-6.97,0.00,0.00,,8.52,8.52,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
#D45D3,NEXTBITE,AMECI,2022-06-29T00:00:00,pickup,credit,16.99,0.00,1.32,0.00,0.00,16.99,0.00,-7.65,0.00,0.00,,9.34,9.34,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
#F1DC3,NEXTBITE,AMECI,2022-06-30T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.59,0.00,0.00,,15.39,15.39,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-235719349342955,NEXTBITE,AMECI,2022-07-01T00:00:00,pickup,credit,20.49,1.59,0.00,0.00,0.00,22.08,0.00,-9.22,0.00,0.00,,11.27,12.86,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=1.59
O-222819342206257,NEXTBITE,AMECI,2022-07-01T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,0.00,0.00,,7.69,8.77,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=1.08
O-925619350701632,NEXTBITE,AMECI,2022-07-01T00:00:00,pickup,credit,16.99,1.32,0.00,0.00,0.00,18.31,0.00,-7.65,0.00,0.00,,9.34,10.66,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=1.32
#5ECCF,NEXTBITE,AMECI,2022-07-01T00:00:00,pickup,credit,18.99,0.00,1.47,0.00,0.00,18.99,0.00,-8.55,0.00,0.00,,10.44,10.44,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#65390,NEXTBITE,AMECI,2022-07-01T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.59,0.00,0.00,,15.39,15.39,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-290819351792597,NEXTBITE,AMECI,2022-07-02T00:00:00,pickup,credit,36.96,2.86,0.00,0.00,0.00,39.82,0.00,-16.63,0.00,0.00,,20.33,23.19,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=2.86
d44bfc76,NEXTBITE,AMECI,2022-07-02T00:00:00,pickup,credit,38.99,3.02,0.00,0.00,0.00,42.01,0.00,-17.54,0.00,0.00,,21.45,24.47,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=3.02
#8ABAE,NEXTBITE,AMECI,2022-07-03T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.58,0.00,0.00,,15.40,15.40,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#AE2C6,NEXTBITE,AMECI,2022-07-04T00:00:00,pickup,credit,17.99,0.00,1.39,0.00,0.00,17.99,0.00,-8.10,0.00,0.00,,9.89,9.89,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#E8E02,NEXTBITE,AMECI,2022-07-05T00:00:00,pickup,credit,49.97,0.00,3.87,0.00,0.00,49.97,0.00,-22.48,0.00,0.00,,27.49,27.49,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#8F3C0,NEXTBITE,AMECI,2022-07-05T00:00:00,pickup,credit,39.99,0.00,3.10,0.00,0.00,39.99,0.00,-17.99,0.00,0.00,,22.00,22.00,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-315219403474041,NEXTBITE,AMECI,2022-07-07T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,0.00,0.00,,7.69,8.77,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=1.08
4517c4ae,NEXTBITE,AMECI,2022-07-07T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,0.00,0.00,,7.69,8.77,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=1.08
O-156219424594491,NEXTBITE,AMECI,2022-07-08T00:00:00,pickup,credit,27.98,2.17,0.00,0.00,0.00,30.15,0.00,-12.59,0.00,0.00,,15.39,17.56,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=2.17
#A92DE,NEXTBITE,AMECI,2022-07-09T00:00:00,pickup,credit,38.97,0.00,3.02,0.00,0.00,38.97,0.00,-17.54,0.00,0.00,,21.43,21.43,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-220819442248039,NEXTBITE,AMECI,2022-07-10T00:00:00,pickup,credit,27.98,2.17,0.00,0.00,0.00,30.15,0.00,-12.59,0.00,0.00,,15.39,17.56,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=2.17
O-190919459328049,NEXTBITE,AMECI,2022-07-12T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,-13.99,0.00,,7.69,-5.22,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-13.99 | platform=grubhub | collapsed_records=2
O-262019466430966,NEXTBITE,AMECI,2022-07-12T00:00:00,pickup,credit,22.99,1.78,0.00,0.00,0.00,24.77,0.00,-10.35,-6.00,0.00,,12.64,8.42,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-6.00 | platform=grubhub | collapsed_records=2
O-530119466917352,NEXTBITE,AMECI,2022-07-12T00:00:00,pickup,credit,33.97,2.63,0.00,0.00,0.00,36.60,0.00,-15.29,0.00,0.00,,18.68,21.31,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=2.63
O-404819479782429,NEXTBITE,AMECI,2022-07-15T00:00:00,pickup,credit,195.86,15.18,0.00,0.00,0.00,211.04,0.00,-88.13,0.00,0.00,,107.73,122.91,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=15.18
O-812719473946990,NEXTBITE,AMECI,2022-07-15T00:00:00,pickup,credit,79.80,6.18,0.00,0.00,0.00,85.98,0.00,-35.90,0.00,0.00,,43.90,50.08,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=6.18
#17F62,NEXTBITE,AMECI,2022-07-15T00:00:00,pickup,credit,13.99,0.00,1.08,0.00,0.00,13.99,0.00,-6.30,0.00,0.00,,7.69,7.69,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
O-210519550454975,NEXTBITE,AMECI,2022-07-22T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,0.00,0.00,,7.69,8.77,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=1.08
#6A73D,NEXTBITE,AMECI,2022-07-23T00:00:00,pickup,credit,22.99,0.00,1.78,0.00,0.00,22.99,0.00,-10.35,0.00,0.00,,12.64,12.64,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
O-627819593985038,NEXTBITE,AMECI,2022-07-26T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,-13.99,0.00,,7.69,-5.22,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-13.99 | platform=grubhub | collapsed_records=2
O-798819608883184,NEXTBITE,AMECI,2022-07-27T00:00:00,pickup,credit,29.98,2.32,0.00,0.00,0.00,32.30,0.00,-13.49,0.00,0.00,,16.49,18.81,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=2.32
O-066019610162198,NEXTBITE,AMECI,2022-07-27T00:00:00,pickup,credit,44.48,3.45,0.00,0.00,0.00,47.93,0.00,-20.01,0.00,0.00,,24.47,27.92,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=3.45
FNPFB,NEXTBITE,AMECI,2022-07-27T00:00:00,pickup,credit,29.50,0.00,1.20,0.00,0.00,29.50,0.00,0.00,0.00,0.00,,16.22,29.50,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.00 | platform=whitelabel
O-857819623741608,NEXTBITE,AMECI,2022-07-28T00:00:00,pickup,credit,34.48,2.67,0.00,0.00,0.00,37.15,0.00,-15.51,0.00,0.00,,18.97,21.64,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=2.67
O-405319712768179,NEXTBITE,AMECI,2022-08-06T00:00:00,pickup,credit,27.98,2.17,0.00,0.00,0.00,30.15,0.00,-12.59,0.00,0.00,,15.39,17.56,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=2.17
O-170319721599397,NEXTBITE,AMECI,2022-08-07T00:00:00,pickup,credit,32.98,2.56,0.00,0.00,0.00,35.54,0.00,-14.84,0.00,0.00,,18.14,20.70,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=2.56
#B6922,NEXTBITE,AMECI,2022-08-09T00:00:00,pickup,credit,13.99,0.00,1.08,0.00,0.00,13.99,0.00,-6.30,0.00,0.00,,7.69,7.69,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-401219756005057,NEXTBITE,AMECI,2022-08-10T00:00:00,pickup,credit,36.96,2.86,0.00,0.00,0.00,39.82,0.00,-16.63,0.00,0.00,,20.33,23.19,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=2.86
O-341419784039779,NEXTBITE,AMECI,2022-08-14T00:00:00,pickup,credit,32.48,2.52,0.00,0.00,0.00,35.00,0.00,-14.62,-3.00,0.00,,17.86,17.38,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-3.00 | platform=grubhub | collapsed_records=3
O-743819784172584,NEXTBITE,AMECI,2022-08-14T00:00:00,pickup,credit,32.48,2.52,0.00,0.00,0.00,35.00,0.00,-14.62,0.00,0.00,,17.86,20.38,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=2.52
#F4501,NEXTBITE,AMECI,2022-08-17T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.58,0.00,0.00,,15.40,15.40,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-628519831858670,NEXTBITE,AMECI,2022-08-18T00:00:00,pickup,credit,54.99,4.26,0.00,0.00,0.00,59.25,0.00,-24.74,0.00,0.00,,30.25,34.51,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=4.26
#6774B,NEXTBITE,AMECI,2022-08-20T00:00:00,pickup,credit,17.99,0.00,1.39,0.00,0.00,17.99,0.00,-8.10,0.00,0.00,,9.89,9.89,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
#D89FC,NEXTBITE,AMECI,2022-08-21T00:00:00,pickup,credit,17.98,0.00,1.39,0.00,0.00,17.98,0.00,-8.09,0.00,0.00,,9.89,9.89,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
#32A3B,NEXTBITE,AMECI,2022-08-22T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.59,0.00,0.00,,15.39,15.39,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#A51BA,NEXTBITE,AMECI,2022-08-23T00:00:00,pickup,credit,13.99,0.00,1.08,0.00,0.00,13.99,0.00,-6.30,0.00,0.00,,7.69,7.69,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-628519891851226,NEXTBITE,AMECI,2022-08-24T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,0.00,0.00,,7.69,8.77,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=1.08
O-840319893896019,NEXTBITE,AMECI,2022-08-25T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,0.00,0.00,,7.69,8.77,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=1.08
#5CE8A,NEXTBITE,AMECI,2022-08-27T00:00:00,pickup,credit,34.99,0.00,2.71,0.00,0.00,34.99,0.00,-15.74,0.00,0.00,,19.25,19.25,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-204519926527793,NEXTBITE,AMECI,2022-08-28T00:00:00,pickup,credit,17.98,1.39,0.00,0.00,0.00,19.37,0.00,-8.09,0.00,0.00,,9.89,11.28,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=1.39
O-190519940300330,NEXTBITE,AMECI,2022-08-29T00:00:00,pickup,credit,32.98,2.56,0.00,0.00,0.00,35.54,0.00,-14.83,0.00,0.00,,18.15,20.71,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2 | tax_not_paid_in_payout=2.56
#013D5,NEXTBITE,AMECI,2022-08-29T00:00:00,pickup,credit,34.97,0.00,2.71,0.00,0.00,34.97,0.00,-15.74,0.00,0.00,,19.23,19.23,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#CD41F,NEXTBITE,AMECI,2022-08-29T00:00:00,pickup,credit,55.98,0.00,4.34,0.00,0.00,55.98,0.00,-25.18,0.00,0.00,,30.80,30.80,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#69B00,NEXTBITE,AMECI,2022-08-30T00:00:00,pickup,credit,18.49,0.00,1.43,0.00,0.00,18.49,0.00,-8.32,0.00,0.00,,10.17,10.17,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#F3472,NEXTBITE,AMECI,2022-08-31T00:00:00,pickup,credit,34.99,0.00,2.71,0.00,0.00,34.99,0.00,-15.75,0.00,0.00,,19.24,19.24,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#7DA44,NEXTBITE,AMECI,2022-09-03T00:00:00,pickup,credit,35.98,0.00,2.79,0.00,0.00,35.98,0.00,-18.29,0.00,0.00,,35.69,17.69,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
O-501120000238884,NEXTBITE,AMECI,2022-09-04T00:00:00,pickup,credit,34.48,2.67,0.00,0.00,0.00,37.15,0.00,-15.52,-5.00,0.00,,18.96,16.63,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-5.00 | platform=grubhub | collapsed_records=2
O-270219998634854,NEXTBITE,AMECI,2022-09-04T00:00:00,pickup,credit,35.98,2.79,0.00,0.00,0.00,38.77,0.00,-16.19,-17.99,0.00,,19.79,4.59,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-17.99 | platform=grubhub | collapsed_records=2
#7D7A0,NEXTBITE,AMECI,2022-09-04T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.59,0.00,0.00,,15.39,15.39,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
#187A1,NEXTBITE,AMECI,2022-09-05T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-14.68,0.00,0.00,,31.28,13.30,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
a756ca84,NEXTBITE,AMECI,2022-09-10T00:00:00,pickup,credit,18.99,1.47,0.00,0.00,0.00,20.46,0.00,-8.55,0.00,0.00,,10.44,11.91,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=1.47
#6DBF5,NEXTBITE,AMECI,2022-09-11T00:00:00,pickup,credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.10,0.00,0.00,,-2.10,-20.10,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,tax_tax_withheld_needs_review | payout_expected_mismatch,commission_rate=0.24 | platform=ubereats | collapsed_records=2
#01292,NEXTBITE,AMECI,2022-09-14T00:00:00,pickup,credit,13.99,0.00,1.08,0.00,0.00,13.99,0.00,-6.30,0.00,0.00,,7.69,7.69,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
#51CED,NEXTBITE,AMECI,2022-09-17T00:00:00,pickup,credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.04,0.00,0.00,,-4.54,-13.04,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,tax_tax_withheld_needs_review | payout_expected_mismatch,commission_rate=0.24 | platform=ubereats | collapsed_records=2
