Order ID,Store Name,Date (Reportable),Commission Rate,email_date,source_file,source_member,period_dsp,pay_period_ending,pay_period_start,pay_period_end,Transaction Type,source_sheet,Subtotal,Gross Tax,Tax Remitted,Total Commissions,Total Promotions,Total Adjustments,Savings,fulfilled_order_count,delivery_fulfilled_orders,refunds,gross_sales_tax_collected,sales_tax_remitted,total_gross_sales,nextbite_total_commission,nextbite_base_payout,nextbite_true_payout,nextbite_total_commission_reconciled,nextbite_base_payout_reconciled,nextbite_true_payout_reconciled,collapsed_records
#8C357,Firebelly Wings 25431 Trabuco Road,2022-05-13 00:00:00,0.24,2022-05-20T16:50:36+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-15,2022-05-01,2022-05-15,Fulfilled Orders,ubereats,31.98,2.48,2.48,-7.68,0.00,0.00,0.00,1,31.98,0.00,2.48,2.48,31.98,14.39,17.59,17.59,14.39,17.59,17.59,1
#5C356,Firebelly Wings 25431 Trabuco Road,2022-05-02 00:00:00,0.24,2022-05-20T16:50:36+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-05-15,2022-05-01,2022-05-15,Fulfilled Orders,postmates,34.98,2.71,2.71,-8.40,0.00,0.00,0.00,1,34.98,0.00,2.71,2.71,34.98,15.74,19.24,19.24,15.74,19.24,19.24,1
#74AE2,Firebelly Wings 25431 Trabuco Road,2022-05-03 00:00:00,0.24,2022-05-20T16:50:36+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-05-15,2022-05-01,2022-05-15,Fulfilled Orders,postmates,13.99,1.08,1.08,-3.36,0.00,0.00,0.00,1,13.99,0.00,1.08,1.08,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
O-303620286492973,Firebelly Wings 25431 Trabuco Road,2022-10-02 00:00:00,0.3,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-10-15,2022-10-01,2022-10-15,Fulfilled Orders,grubhub,30.98,2.40,0.00,-6.51,0.00,0.00,0.00,1,30.98,0.00,2.40,0.00,30.98,13.94,17.04,17.04,13.94,19.85,19.85,1
O-477820294897418,Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,0.3,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-10-15,2022-10-01,2022-10-15,Fulfilled Orders,grubhub,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-19.68,-19.68,2
O-994220288857448,Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,0.3,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-10-15,2022-10-01,2022-10-15,Adjustments | Fulfilled Orders,grubhub,41.48,3.21,0.00,-8.71,0.00,-5.00,0.00,1,41.48,0.00,3.21,0.00,41.48,18.67,22.81,22.81,18.67,28.44,28.44,2
O-285520327988121,Firebelly Wings 25431 Trabuco Road,2022-10-07 00:00:00,0.3,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-10-15,2022-10-01,2022-10-15,Fulfilled Orders,grubhub,13.99,1.08,0.00,-2.94,0.00,0.00,0.00,1,13.99,0.00,1.08,0.00,13.99,6.30,7.69,7.69,6.30,10.50,10.50,1
O-305920384333321,Firebelly Wings 25431 Trabuco Road,2022-10-12 00:00:00,0.3,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-10-15,2022-10-01,2022-10-15,Adjustments | Fulfilled Orders,grubhub,45.97,3.56,0.00,-9.66,0.00,-45.97,0.00,1,45.97,0.00,3.56,0.00,45.97,20.69,25.28,25.28,20.69,33.72,33.72,3
O-426920445950091,Firebelly Wings 25431 Trabuco Road,2022-10-19 00:00:00,0.3,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-10-31,2022-10-16,2022-10-31,Fulfilled Orders,grubhub,25.99,2.01,0.00,-5.46,0.00,0.00,0.00,1,25.99,0.00,2.01,0.00,25.99,11.70,14.29,14.29,11.70,14.29,14.29,1
O-667320551943350,Firebelly Wings 25431 Trabuco Road,2022-10-29 00:00:00,0.3,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-10-31,2022-10-16,2022-10-31,Adjustments | Fulfilled Orders,grubhub,21.99,1.70,0.00,-4.62,0.00,-6.50,0.00,1,21.99,0.00,1.70,0.00,21.99,9.90,12.09,12.09,9.90,12.09,12.09,2
O-023420566814620,Firebelly Wings 25431 Trabuco Road,2022-10-30 00:00:00,0.3,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-10-31,2022-10-16,2022-10-31,Fulfilled Orders,grubhub,32.98,2.56,0.00,-6.93,0.00,0.00,0.00,1,32.98,0.00,2.56,0.00,32.98,14.84,18.14,18.14,14.83,18.15,18.15,1
474fafc2,Firebelly Wings 25431 Trabuco Road,2022-10-17 00:00:00,0.27,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-10-31,2022-10-16,2022-10-31,Fulfilled Orders,doordash,17.99,1.39,0.00,-4.86,0.00,0.00,0.00,1,17.99,0.00,1.39,0.00,17.99,8.10,9.89,9.89,8.10,9.89,9.89,1
af473ad7,Firebelly Wings 25431 Trabuco Road,2022-10-17 00:00:00,0.27,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-10-31,2022-10-16,2022-10-31,Fulfilled Orders,doordash,18.99,1.47,0.00,-5.13,0.00,0.00,0.00,1,18.99,0.00,1.47,0.00,18.99,8.55,10.44,10.44,8.54,10.45,10.45,1
#096EB,Firebelly Wings 25431 Trabuco Road,2022-10-01 00:00:00,0.24,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-10-15,2022-10-01,2022-10-15,Fulfilled Orders,ubereats,41.97,3.25,3.25,-10.91,0.00,0.00,0.00,1,41.97,0.00,3.25,3.25,41.97,18.89,23.08,23.08,18.89,23.08,23.08,1
#A502C,Firebelly Wings 25431 Trabuco Road,2022-10-19 00:00:00,0.24,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-10-31,2022-10-16,2022-10-31,Fulfilled Orders,ubereats,27.98,2.17,2.17,-7.27,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
#25B2D,Firebelly Wings 25431 Trabuco Road,2022-10-21 00:00:00,0.24,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-10-31,2022-10-16,2022-10-31,Fulfilled Orders,ubereats,17.98,1.39,1.39,-4.67,0.00,0.00,0.00,1,17.98,0.00,1.39,1.39,17.98,8.09,9.89,9.89,8.09,9.89,9.89,1
#37470,Firebelly Wings 25431 Trabuco Road,2022-10-10 00:00:00,0.24,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-10-15,2022-10-01,2022-10-15,Fulfilled Orders,postmates,32.98,2.56,2.17,-6.72,0.00,-5.39,0.00,1,32.98,0.00,2.56,2.17,32.98,14.84,18.14,18.14,14.84,18.14,18.14,1
#E7163,Firebelly Wings 25431 Trabuco Road,2022-10-11 00:00:00,0.24,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-10-15,2022-10-01,2022-10-15,Fulfilled Orders,postmates,23.99,1.86,1.86,-5.76,0.00,0.00,0.00,1,23.99,0.00,1.86,1.86,23.99,10.80,13.19,13.19,10.80,13.19,13.19,1
#06CA3,Firebelly Wings 25431 Trabuco Road,2022-10-18 00:00:00,0.24,2022-11-08T15:01:51+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-10-31,2022-10-16,2022-10-31,Fulfilled Orders,postmates,48.98,3.80,3.80,-12.73,0.00,0.00,0.00,1,48.98,0.00,3.80,3.80,48.98,22.04,26.94,26.94,22.04,26.94,26.94,1
O-270821407966686,Firebelly Wings 25431 Trabuco Road,2023-01-23 00:00:00,0.3,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2023-01-31,2023-01-16,2023-01-31,Fulfilled Orders,grubhub,31.97,2.48,0.00,-5.60,0.00,0.00,0.00,1,31.97,0.00,2.48,0.00,31.97,14.39,17.58,17.58,14.39,17.58,17.58,1
717d8f1b,Firebelly Wings 25431 Trabuco Road,2023-01-11 00:00:00,0.27,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2023-01-15,2023-01-01,2023-01-15,Fulfilled Orders,doordash,71.97,5.58,0.00,-19.43,0.00,0.00,0.00,1,71.97,0.00,5.58,0.00,71.97,32.39,39.58,39.58,32.38,39.59,39.59,1
a0813231,Firebelly Wings 25431 Trabuco Road,2023-01-12 00:00:00,0.27,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2023-01-15,2023-01-01,2023-01-15,Cancelled Orders,doordash,41.97,3.25,0.00,-11.33,0.00,0.00,0.00,0,0.00,0.00,3.25,0.00,41.97,18.89,23.08,23.08,18.89,23.08,23.08,1
#C7A4E,Firebelly Wings 25431 Trabuco Road,2023-01-01 00:00:00,0.24,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-01-15,2023-01-01,2023-01-15,Fulfilled Orders,ubereats,42.99,3.33,3.33,-11.18,0.00,0.00,0.00,1,42.99,0.00,3.33,3.33,42.99,19.35,23.64,23.64,19.35,25.31,25.31,1
#6481D,Firebelly Wings 25431 Trabuco Road,2023-01-06 00:00:00,0.24,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-01-15,2023-01-01,2023-01-15,Fulfilled Orders,ubereats,67.98,5.27,5.27,-16.32,0.00,0.00,0.00,1,67.98,0.00,5.27,5.27,67.98,30.59,37.39,37.39,30.59,39.06,39.06,1
#B2648,Firebelly Wings 25431 Trabuco Road,2023-01-08 00:00:00,0.24,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-01-15,2023-01-01,2023-01-15,Fulfilled Orders,ubereats,35.98,2.79,2.79,-8.64,0.00,0.00,0.00,1,35.98,0.00,2.79,2.79,35.98,16.19,19.79,19.79,16.19,21.45,21.45,1
#2F867,Firebelly Wings 25431 Trabuco Road,2023-01-20 00:00:00,0.24,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-01-31,2023-01-16,2023-01-31,Fulfilled Orders,ubereats,13.99,1.08,1.08,-3.36,0.00,0.00,0.00,1,13.99,0.00,1.08,1.08,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
#4955D,Firebelly Wings 25431 Trabuco Road,2023-01-24 00:00:00,0.24,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-01-31,2023-01-16,2023-01-31,Fulfilled Orders,ubereats,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
#88859,Firebelly Wings 25431 Trabuco Road,2023-01-24 00:00:00,0.24,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-01-31,2023-01-16,2023-01-31,Fulfilled Orders,ubereats,27.98,2.17,2.17,-7.27,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
#79690,Firebelly Wings 25431 Trabuco Road,2023-01-24 00:00:00,0.24,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-01-31,2023-01-16,2023-01-31,Cancelled Orders,ubereats,48.98,3.80,-3.80,-11.76,0.00,0.00,0.00,0,0.00,0.00,3.80,-3.80,48.98,22.04,26.94,26.94,22.04,26.94,26.94,1
#20C8B,Firebelly Wings 25431 Trabuco Road,2023-01-09 00:00:00,0,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-01-15,2023-01-01,2023-01-15,Refunds,ubereats,-5.00,-0.39,-0.39,0.00,0.00,0.00,0.00,0,0.00,-5.00,-0.39,-0.39,-5.00,-2.25,-2.75,-2.75,0.00,-5.00,-5.00,1
#20C8B,Firebelly Wings 25431 Trabuco Road,2023-01-09 00:00:00,0.24,2023-02-08T16:06:34+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2023-01-15,2023-01-01,2023-01-15,Fulfilled Orders,postmates,32.98,2.56,2.56,-7.92,0.00,0.00,0.00,1,32.98,0.00,2.56,2.56,32.98,14.84,18.14,18.14,14.84,18.14,18.14,1
O-405319712768179,Firebelly Wings 25431 Trabuco Road,2022-08-06 00:00:00,0.3,2022-08-23T14:32:44+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-15,2022-08-01,2022-08-15,Fulfilled Orders,grubhub,27.98,2.17,0.00,-5.88,0.00,0.00,0.00,1,27.98,0.00,2.17,0.00,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
O-170319721599397,Firebelly Wings 25431 Trabuco Road,2022-08-07 00:00:00,0.3,2022-08-23T14:32:44+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-15,2022-08-01,2022-08-15,Adjustments | Fulfilled Orders,grubhub,32.98,2.56,0.00,-6.93,0.00,0.00,0.00,1,32.98,0.00,2.56,0.00,32.98,14.84,18.14,18.14,14.84,18.14,18.14,2
O-401219756005057,Firebelly Wings 25431 Trabuco Road,2022-08-10 00:00:00,0.3,2022-08-23T14:32:44+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-15,2022-08-01,2022-08-15,Adjustments | Fulfilled Orders,grubhub,36.96,2.86,0.00,-7.77,0.00,0.00,0.00,1,36.96,0.00,2.86,0.00,36.96,16.63,20.33,20.33,16.63,20.33,20.33,2
O-341419784039779,Firebelly Wings 25431 Trabuco Road,2022-08-14 00:00:00,0.3,2022-08-23T14:32:44+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-15,2022-08-01,2022-08-15,Adjustments | Fulfilled Orders,grubhub,32.48,2.52,0.00,-6.82,0.00,-3.00,0.00,1,32.48,0.00,2.52,0.00,32.48,14.62,17.86,17.86,14.62,17.86,17.86,3
O-743819784172584,Firebelly Wings 25431 Trabuco Road,2022-08-14 00:00:00,0.3,2022-08-23T14:32:44+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-15,2022-08-01,2022-08-15,Adjustments | Fulfilled Orders,grubhub,32.48,2.52,0.00,-6.82,0.00,0.00,0.00,1,32.48,0.00,2.52,0.00,32.48,14.62,17.86,17.86,14.62,17.86,17.86,2
#B6922,Firebelly Wings 25431 Trabuco Road,2022-08-09 00:00:00,0.24,2022-08-23T14:32:44+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-08-15,2022-08-01,2022-08-15,Fulfilled Orders,postmates,13.99,1.08,1.08,-3.36,0.00,0.00,0.00,1,13.99,0.00,1.08,1.08,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
O-862718660184639,Firebelly Wings 25431 Trabuco Road,2022-04-24 00:00:00,0.3,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-04-30,2022-04-16,2022-04-30,Adjustments | Fulfilled Orders,grubhub,38.97,3.02,0.00,-8.19,0.00,0.00,3.50,1,38.97,0.00,3.02,0.00,38.97,17.54,21.43,24.93,17.53,21.44,24.94,2
O-636818693827288,Firebelly Wings 25431 Trabuco Road,2022-04-27 00:00:00,0.3,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-04-30,2022-04-16,2022-04-30,Fulfilled Orders,grubhub,29.48,2.28,0.00,-6.19,0.00,0.00,2.65,1,29.48,0.00,2.28,0.00,29.48,13.27,16.21,18.86,13.27,16.21,18.86,1
f7bd2429,Firebelly Wings 25431 Trabuco Road,2022-04-14 00:00:00,0.27,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-04-15,2022-04-01,2022-04-15,Fulfilled Orders,doordash,13.50,1.05,0.00,-3.65,0.00,0.00,0.00,1,13.50,0.00,1.05,0.00,13.50,6.08,7.43,7.43,6.08,7.42,7.42,1
1fd7c78a,Firebelly Wings 25431 Trabuco Road,2022-04-17 00:00:00,0.27,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-04-30,2022-04-16,2022-04-30,Fulfilled Orders,doordash,36.00,2.79,0.00,-9.72,0.00,0.00,0.00,1,36.00,0.00,2.79,0.00,36.00,16.20,19.80,19.80,16.20,19.80,19.80,1
4ca98db2,Firebelly Wings 25431 Trabuco Road,2022-04-18 00:00:00,0.27,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-04-30,2022-04-16,2022-04-30,Fulfilled Orders,doordash,46.96,3.64,0.00,-12.68,0.00,0.00,0.00,1,46.96,0.00,3.64,0.00,46.96,21.13,25.83,25.83,21.12,25.84,25.84,1
a716ec82,Firebelly Wings 25431 Trabuco Road,2022-04-21 00:00:00,0.27,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-04-30,2022-04-16,2022-04-30,Fulfilled Orders,doordash,13.99,1.08,0.00,-3.78,0.00,0.00,0.00,1,13.99,0.00,1.08,0.00,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
09add589,Firebelly Wings 25431 Trabuco Road,2022-04-21 00:00:00,0.27,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-04-30,2022-04-16,2022-04-30,Fulfilled Orders,doordash,27.98,2.17,0.00,-7.55,0.00,0.00,0.00,1,27.98,0.00,2.17,0.00,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
a85e0157,Firebelly Wings 25431 Trabuco Road,2022-04-22 00:00:00,0.27,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-04-30,2022-04-16,2022-04-30,Fulfilled Orders,doordash,38.96,3.02,0.00,-10.52,0.00,0.00,0.00,1,38.96,0.00,3.02,0.00,38.96,17.53,21.43,21.43,17.53,21.43,21.43,1
3875f8c5,Firebelly Wings 25431 Trabuco Road,2022-04-22 00:00:00,0.27,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-04-30,2022-04-16,2022-04-30,Fulfilled Orders,doordash,24.99,1.94,0.00,-6.75,0.00,0.00,0.00,1,24.99,0.00,1.94,0.00,24.99,11.25,13.74,13.74,11.25,13.74,13.74,1
28eb5d10,Firebelly Wings 25431 Trabuco Road,2022-04-25 00:00:00,0.27,2022-05-07T16:05:17+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-04-30,2022-04-16,2022-04-30,Fulfilled Orders,doordash,32.97,2.56,0.00,-8.90,0.00,0.00,0.00,1,32.97,0.00,2.56,0.00,32.97,14.84,18.13,18.13,14.84,18.13,18.13,1
O-501120000238884,Firebelly Wings 25431 Trabuco Road,2022-09-04 00:00:00,0.3,2022-09-23T16:39:40+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-09-15,2022-09-01,2022-09-15,Adjustments | Fulfilled Orders,grubhub,34.48,2.67,0.00,-7.24,0.00,-5.00,0.00,1,34.48,0.00,2.67,0.00,34.48,15.52,18.96,18.96,15.52,18.96,18.96,2
O-270219998634854,Firebelly Wings 25431 Trabuco Road,2022-09-04 00:00:00,0.3,2022-09-23T16:39:40+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-09-15,2022-09-01,2022-09-15,Adjustments | Fulfilled Orders,grubhub,35.98,2.79,0.00,-7.56,0.00,-17.99,0.00,1,35.98,0.00,2.79,0.00,35.98,16.19,19.79,19.79,16.19,19.79,19.79,2
a756ca84,Firebelly Wings 25431 Trabuco Road,2022-09-10 00:00:00,0.27,2022-09-23T16:39:40+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-09-15,2022-09-01,2022-09-15,Fulfilled Orders,doordash,18.99,1.47,0.00,-5.13,0.00,0.00,0.00,1,18.99,0.00,1.47,0.00,18.99,8.55,10.44,10.44,8.55,10.44,10.44,1
#7DA44,Firebelly Wings 25431 Trabuco Road,2022-09-03 00:00:00,0.24,2022-09-23T16:39:40+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-15,2022-09-01,2022-09-15,Fulfilled Orders,ubereats,35.98,2.79,2.79,-8.64,0.00,0.00,0.00,1,35.98,0.00,2.79,2.79,35.98,16.19,19.79,19.79,18.29,35.69,35.69,1
#187A1,Firebelly Wings 25431 Trabuco Road,2022-09-05 00:00:00,0.24,2022-09-23T16:39:40+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-15,2022-09-01,2022-09-15,Fulfilled Orders,ubereats,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,14.68,31.28,31.28,1
#6DBF5,Firebelly Wings 25431 Trabuco Road,2022-09-11 00:00:00,0.24,2022-09-23T16:39:40+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-15,2022-09-01,2022-09-15,Fulfilled Orders | Refunds,ubereats,0.00,0.00,0.00,-10.40,0.00,0.00,0.00,1,39.99,-39.99,0.00,0.00,0.00,0.00,0.00,0.00,20.10,-2.10,-2.10,2
#7D7A0,Firebelly Wings 25431 Trabuco Road,2022-09-04 00:00:00,0.24,2022-09-23T16:39:40+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-09-15,2022-09-01,2022-09-15,Fulfilled Orders,postmates,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
#01292,Firebelly Wings 25431 Trabuco Road,2022-09-14 00:00:00,0.24,2022-09-23T16:39:40+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-09-15,2022-09-01,2022-09-15,Fulfilled Orders,postmates,13.99,1.08,1.08,-3.36,0.00,0.00,0.00,1,13.99,0.00,1.08,1.08,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
O-628519831858670,Firebelly Wings 25431 Trabuco Road,2022-08-18 00:00:00,0.3,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,grubhub,54.99,4.26,0.00,-11.55,0.00,0.00,0.00,1,54.99,0.00,4.26,0.00,54.99,24.75,30.24,30.24,24.74,30.25,30.25,1
