Store Name,Date (Reportable),Order ID,Transaction Type,Commission Rate,Subtotal,Gross Tax,Tax Remitted,Total Commissions,Total Promotions,Total Adjustments,Commission %,Savings,provider,source_file,source_member,source_sheet,email_date,added_at,__is_unfulfilled,__is_count_fulfilled,__is_refund,__num_subtotal,__num_gross_tax,__num_tax_remitted,__num_savings,__num_total_commissions,__nextbite_total_commission,__nextbite_base_payout,__nextbite_true_payout,nextbite_total_commission_reconciled,nextbite_base_payout_reconciled,nextbite_true_payout_reconciled,period_dsp,pay_period_ending,pay_period_start,pay_period_end
Firebelly Wings 25431 Trabuco Road,2022-07-28 00:00:00,O-857819623741608,Fulfilled Orders,0.3,34.48,2.67,0,-7.24,0,0,0.2099767981438515,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278,False,True,False,34.48,2.67,0,0,-7.24,15.5160,18.9640,18.9640,15.51,18.97,18.97,grubhub,2022-07-31,2022-07-16,2022-07-31
Firebelly Wings 25431 Trabuco Road,2022-07-26 00:00:00,O-627819593985038,Adjustments,0,0,0,0,0,0,-13.99,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278,False,True,False,0.00,0.00,0,0,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,grubhub,2022-07-31,2022-07-16,2022-07-31
Firebelly Wings 25431 Trabuco Road,2022-07-27 00:00:00,O-066019610162198,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278,False,True,False,0.00,0.00,0,0,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,grubhub,2022-07-31,2022-07-16,2022-07-31
Firebelly Wings 25431 Trabuco Road,2022-07-23 00:00:00,#6A73D,Fulfilled Orders,0.24,22.99,1.78,-1.78,-5.52,0,0,0.240104393214441,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278,False,True,False,22.99,1.78,1.78,0,-5.52,10.3455,12.6445,12.6445,10.35,12.64,12.64,ubereats,2022-07-31,2022-07-16,2022-07-31
Firebelly Wings 25431 Trabuco Road,2022-07-27 00:00:00,FNPFB,Fulfilled Orders,0,29.5,1.2,1.2,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,whitelabel,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278,False,True,False,29.50,1.20,1.20,0,0.00,13.2750,16.2250,16.2250,0.00,16.22,16.22,whitelabel,2022-07-31,2022-07-16,2022-07-31
Firebelly Wings 25431 Trabuco Road,2022-12-01 00:00:00,b41d0d91,Fulfilled Orders,0.27,27.98,2.17,0,-7.55,0,0,0.2698355968548963,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278,False,True,False,27.98,2.17,0,0,-7.55,12.5910,15.3890,15.3890,12.59,15.39,15.39,doordash,2022-12-15,2022-12-01,2022-12-15
Firebelly Wings 25431 Trabuco Road,2022-12-02 00:00:00,0250cd75,Fulfilled Orders,0.27,36.49,2.83,0,-9.85,0,0,0.2699369690326117,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278,False,True,False,36.49,2.83,0,0,-9.85,16.4205,20.0695,20.0695,16.42,20.07,20.07,doordash,2022-12-15,2022-12-01,2022-12-15
Firebelly Wings 25431 Trabuco Road,2022-12-01 00:00:00,#DBEEA,Fulfilled Orders,0.24,27.98,2.17,-2.17,-6.72,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278,False,True,False,27.98,2.17,2.17,0,-6.72,12.5910,15.3890,15.3890,12.59,16.89,16.89,ubereats,2022-12-15,2022-12-01,2022-12-15
Firebelly Wings 25431 Trabuco Road,2022-12-07 00:00:00,#CD88D,Fulfilled Orders,0.24,19.98,1.55,-1.55,-4.8,0,0,0.2402402402402402,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278,False,True,False,19.98,1.55,1.55,0,-4.80,8.9910,10.9890,10.9890,8.99,12.49,12.49,ubereats,2022-12-15,2022-12-01,2022-12-15
Firebelly Wings 25431 Trabuco Road,2022-12-11 00:00:00,#08672,Fulfilled Orders,0.24,39.99,3.1,-3.1,-9.6,0,0,0.2400600150037509,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278,False,True,False,39.99,3.10,3.10,0,-9.60,17.9955,21.9945,21.9945,17.99,23.49,23.49,ubereats,2022-12-15,2022-12-01,2022-12-15
Firebelly Wings 25431 Trabuco Road,2022-12-13 00:00:00,#663CC,Fulfilled Orders,0.24,23.97,1.86,-1.86,-6.23,0,0,0.2599082186065916,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278,False,True,False,23.97,1.86,1.86,0,-6.23,10.7865,13.1835,13.1835,10.79,14.68,14.68,ubereats,2022-12-15,2022-12-01,2022-12-15
Firebelly Wings 25431 Trabuco Road,2022-12-07 00:00:00,#CD88D,Refunds,0,-5.99,-0.46,-0.46,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278,False,False,True,-5.99,-0.46,-0.46,0,0.00,-2.6955,-3.2945,-3.2945,0.00,-5.99,-5.99,ubereats,2022-12-15,2022-12-01,2022-12-15
Firebelly Wings 25431 Trabuco Road,2022-05-10 00:00:00,O-968218825939245,Fulfilled Orders,0.3,27.98,2.17,0,-5.88,0,0,0.2101501072194425,2.51,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,27.98,2.17,0,2.51,-5.88,12.5910,15.3890,17.8990,12.59,15.39,17.90,grubhub,2022-05-15,2022-05-01,2022-05-15
Firebelly Wings 25431 Trabuco Road,2022-05-10 00:00:00,O-968218825939245,Adjustments,0,0,0,0,0,0,0,0,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,0.00,0.00,0,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,grubhub,2022-05-15,2022-05-01,2022-05-15
Firebelly Wings 25431 Trabuco Road,2022-05-01 00:00:00,f3a9875c,Fulfilled Orders,0.27,32.48,2.52,0,-8.77,0,0,0.2700123152709359,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,32.48,2.52,0,0.00,-8.77,14.6160,17.8640,17.8640,14.62,17.86,17.86,doordash,2022-05-15,2022-05-01,2022-05-14
Firebelly Wings 25431 Trabuco Road,2022-05-02 00:00:00,f483baa4,Fulfilled Orders,0.27,13.99,1.08,0,-3.78,0,0,0.270192994996426,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,13.99,1.08,0,0.00,-3.78,6.2955,7.6945,7.6945,6.30,7.69,7.69,doordash,2022-05-15,2022-05-01,2022-05-14
Firebelly Wings 25431 Trabuco Road,2022-05-03 00:00:00,ec447a6e,Fulfilled Orders,0.27,33.48,2.59,0,-9.04,0,0,0.2700119474313022,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,33.48,2.59,0,0.00,-9.04,15.0660,18.4140,18.4140,15.07,18.41,18.41,doordash,2022-05-15,2022-05-01,2022-05-14
Firebelly Wings 25431 Trabuco Road,2022-05-06 00:00:00,d2fc0ddc,Fulfilled Orders,0.27,34.99,2.71,0,-9.45,0,0,0.2700771649042584,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,34.99,2.71,0,0.00,-9.45,15.7455,19.2445,19.2445,15.74,19.25,19.25,doordash,2022-05-15,2022-05-01,2022-05-14
Firebelly Wings 25431 Trabuco Road,2022-05-07 00:00:00,9d8b1375,Fulfilled Orders,0.27,34.47,2.67,0,-9.31,0,0,0.2700899332753119,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,34.47,2.67,0,0.00,-9.31,15.5115,18.9585,18.9585,15.50,18.97,18.97,doordash,2022-05-15,2022-05-01,2022-05-14
Firebelly Wings 25431 Trabuco Road,2022-05-07 00:00:00,57b92dfd,Fulfilled Orders,0.27,20.99,1.63,0,-5.67,0,0,0.2701286326822296,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,20.99,1.63,0,0.00,-5.67,9.4455,11.5445,11.5445,9.45,11.54,11.54,doordash,2022-05-15,2022-05-01,2022-05-14
Firebelly Wings 25431 Trabuco Road,2022-05-13 00:00:00,3b30669d,Fulfilled Orders,0.27,31.98,2.48,0,-8.63,0,0,0.2698561601000625,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,31.98,2.48,0,0.00,-8.63,14.3910,17.5890,17.5890,14.39,17.59,17.59,doordash,2022-05-15,2022-05-01,2022-05-14
Firebelly Wings 25431 Trabuco Road,2022-05-12 00:00:00,#BB786,Fulfilled Orders,0.24,34.97,2.71,-2.71,-8.39,0,0,0.2399199313697455,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,34.97,2.71,2.71,0.00,-8.39,15.7365,19.2335,19.2335,15.74,19.23,19.23,ubereats,2022-05-15,2022-05-01,2022-05-15
Firebelly Wings 25431 Trabuco Road,2022-05-13 00:00:00,#8C357,Fulfilled Orders,0.24,31.98,2.48,-2.48,-7.68,0,0,0.2401500938086304,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,31.98,2.48,2.48,0.00,-7.68,14.3910,17.5890,17.5890,14.39,17.59,17.59,ubereats,2022-05-15,2022-05-01,2022-05-15
Firebelly Wings 25431 Trabuco Road,2022-05-02 00:00:00,#5C356,Fulfilled Orders,0.24,34.98,2.71,-2.71,-8.4,0,0,0.2401372212692967,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,34.98,2.71,2.71,0.00,-8.40,15.7410,19.2390,19.2390,15.74,19.24,19.24,postmates,2022-05-15,2022-05-01,2022-05-15
Firebelly Wings 25431 Trabuco Road,2022-05-03 00:00:00,#74AE2,Fulfilled Orders,0.24,13.99,1.08,-1.08,-3.36,0,0,0.2401715511079342,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278,False,True,False,13.99,1.08,1.08,0.00,-3.36,6.2955,7.6945,7.6945,6.30,7.69,7.69,postmates,2022-05-15,2022-05-01,2022-05-15
Firebelly Wings 25431 Trabuco Road,2022-10-02 00:00:00,O-303620286492973,Fulfilled Orders,0.3,30.98,2.4,0,-6.51,0,0,0.210135571336346,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,30.98,2.40,0,0,-6.51,13.9410,17.0390,17.0390,13.94,19.85,19.85,grubhub,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,O-477820294897418,Fulfilled Orders,0.3,-49.99,-3.87,0,10.5,0,0,0.2100420084016803,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,-49.99,-3.87,0,0,10.50,-22.4955,-27.4945,-27.4945,-22.50,-49.99,-49.99,grubhub,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,O-477820294897418,Fulfilled Orders,0.3,49.99,3.87,0,-10.5,0,0,0.2100420084016803,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,49.99,3.87,0,0,-10.50,22.4955,27.4945,27.4945,22.49,30.31,30.31,grubhub,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,O-994220288857448,Fulfilled Orders,0.3,41.48,3.21,0,-8.71,0,0,0.2099807135969142,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,41.48,3.21,0,0,-8.71,18.6660,22.8140,22.8140,18.67,25.63,25.63,grubhub,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-07 00:00:00,O-285520327988121,Fulfilled Orders,0.3,13.99,1.08,0,-2.94,0,0,0.2101501072194425,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,13.99,1.08,0,0,-2.94,6.2955,7.6945,7.6945,6.30,10.50,10.50,grubhub,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-12 00:00:00,O-305920384333321,Fulfilled Orders,0.3,45.97,3.56,0,-9.66,0,0,0.2101370458994997,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,45.97,3.56,0,0,-9.66,20.6865,25.2835,25.2835,20.69,28.10,28.10,grubhub,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-19 00:00:00,O-426920445950091,Fulfilled Orders,0.3,25.99,2.01,0,-5.46,0,0,0.2100808003078107,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,25.99,2.01,0,0,-5.46,11.6955,14.2945,14.2945,11.70,14.29,14.29,grubhub,2022-10-31,2022-10-16,2022-10-31
Firebelly Wings 25431 Trabuco Road,2022-10-29 00:00:00,O-667320551943350,Fulfilled Orders,0.3,21.99,1.7,0,-4.62,0,0,0.2100954979536153,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,21.99,1.70,0,0,-4.62,9.8955,12.0945,12.0945,9.90,12.09,12.09,grubhub,2022-10-31,2022-10-16,2022-10-31
Firebelly Wings 25431 Trabuco Road,2022-10-30 00:00:00,O-023420566814620,Fulfilled Orders,0.3,32.98,2.56,0,-6.93,0,0,0.2101273499090358,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,32.98,2.56,0,0,-6.93,14.8410,18.1390,18.1390,14.83,18.15,18.15,grubhub,2022-10-31,2022-10-16,2022-10-31
Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,O-994220288857448,Adjustments,0,0,0,0,0,0,-5,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,0.00,0.00,0,0,0.00,0.0000,0.0000,0.0000,0.00,2.81,2.81,grubhub,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-12 00:00:00,O-305920384333321,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,0.00,0.00,0,0,0.00,0.0000,0.0000,0.0000,0.00,2.81,2.81,grubhub,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-12 00:00:00,O-305920384333321,Adjustments,0,0,0,0,0,0,-45.97,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,0.00,0.00,0,0,0.00,0.0000,0.0000,0.0000,0.00,2.81,2.81,grubhub,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-30 00:00:00,O-667320551943350,Adjustments,0,0,0,0,0,0,-6.5,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,0.00,0.00,0,0,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,grubhub,2022-10-31,2022-10-16,2022-10-31
Firebelly Wings 25431 Trabuco Road,2022-10-17 00:00:00,474fafc2,Fulfilled Orders,0.27,17.99,1.39,0,-4.86,0,0,0.2701500833796553,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,17.99,1.39,0,0,-4.86,8.0955,9.8945,9.8945,8.10,9.89,9.89,doordash,2022-10-31,2022-10-16,2022-10-31
Firebelly Wings 25431 Trabuco Road,2022-10-17 00:00:00,af473ad7,Fulfilled Orders,0.27,18.99,1.47,0,-5.13,0,0,0.2701421800947867,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,18.99,1.47,0,0,-5.13,8.5455,10.4445,10.4445,8.54,10.45,10.45,doordash,2022-10-31,2022-10-16,2022-10-31
Firebelly Wings 25431 Trabuco Road,2022-10-01 00:00:00,#096EB,Fulfilled Orders,0.24,41.97,3.25,-3.25,-10.91,0,0,0.259947581605909,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,41.97,3.25,3.25,0,-10.91,18.8865,23.0835,23.0835,18.89,23.08,23.08,ubereats,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-19 00:00:00,#A502C,Fulfilled Orders,0.24,27.98,2.17,-2.17,-7.27,0,0,0.2598284488920657,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,27.98,2.17,2.17,0,-7.27,12.5910,15.3890,15.3890,12.59,15.39,15.39,ubereats,2022-10-31,2022-10-16,2022-10-31
Firebelly Wings 25431 Trabuco Road,2022-10-21 00:00:00,#25B2D,Fulfilled Orders,0.24,17.98,1.39,-1.39,-4.67,0,0,0.2597330367074527,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,17.98,1.39,1.39,0,-4.67,8.0910,9.8890,9.8890,8.09,9.89,9.89,ubereats,2022-10-31,2022-10-16,2022-10-31
Firebelly Wings 25431 Trabuco Road,2022-10-10 00:00:00,#37470,Fulfilled Orders,0.24,32.98,2.56,-2.17,-6.72,0,-5.39,0.2037598544572468,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,32.98,2.56,2.17,0,-6.72,14.8410,18.1390,18.1390,14.84,18.14,18.14,postmates,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-11 00:00:00,#E7163,Fulfilled Orders,0.24,23.99,1.86,-1.86,-5.76,0,0,0.240100041684035,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,23.99,1.86,1.86,0,-5.76,10.7955,13.1945,13.1945,10.80,13.19,13.19,postmates,2022-10-15,2022-10-01,2022-10-15
Firebelly Wings 25431 Trabuco Road,2022-10-18 00:00:00,#06CA3,Fulfilled Orders,0.24,48.98,3.8,-3.8,-12.73,0,0,0.2599020008166599,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278,False,True,False,48.98,3.80,3.80,0,-12.73,22.0410,26.9390,26.9390,22.04,26.94,26.94,postmates,2022-10-31,2022-10-16,2022-10-31
Firebelly Wings 25431 Trabuco Road,2023-01-23 00:00:00,O-270821407966686,Fulfilled Orders,0.3,31.97,2.48,0,-5.6,0,0,0.1751642164529246,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278,False,True,False,31.97,2.48,0,0,-5.60,14.3865,17.5835,17.5835,14.39,17.58,17.58,grubhub,2023-01-31,2023-01-16,2023-01-31
Firebelly Wings 25431 Trabuco Road,2023-01-11 00:00:00,717d8f1b,Fulfilled Orders,0.27,71.97,5.58,0,-19.43,0,0,0.2699736001111575,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278,False,True,False,71.97,5.58,0,0,-19.43,32.3865,39.5835,39.5835,32.38,39.59,39.59,doordash,2023-01-15,2023-01-01,2023-01-15
Firebelly Wings 25431 Trabuco Road,2023-01-12 00:00:00,a0813231,Cancelled Orders,0.27,41.97,3.25,0,-11.33,0,0,0.2699547295687396,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278,False,False,False,41.97,3.25,0,0,-11.33,18.8865,23.0835,23.0835,18.89,23.08,23.08,doordash,2023-01-15,2023-01-01,2023-01-15
Firebelly Wings 25431 Trabuco Road,2023-01-01 00:00:00,#C7A4E,Fulfilled Orders,0.24,42.99,3.33,-3.33,-11.18,0,0,0.260060479181205,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278,False,True,False,42.99,3.33,3.33,0,-11.18,19.3455,23.6445,23.6445,19.35,25.31,25.31,ubereats,2023-01-15,2023-01-01,2023-01-15
Firebelly Wings 25431 Trabuco Road,2023-01-06 00:00:00,#6481D,Fulfilled Orders,0.24,67.98,5.27,-5.27,-16.32,0,0,0.2400706090026478,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278,False,True,False,67.98,5.27,5.27,0,-16.32,30.5910,37.3890,37.3890,30.59,39.06,39.06,ubereats,2023-01-15,2023-01-01,2023-01-15
