Store Name,Date (Reportable),Order ID,Transaction Type,Commission Rate,Subtotal,Gross Tax,Tax Remitted,Total Commissions,Total Promotions,Total Adjustments,Commission %,Savings,provider,source_file,source_member,source_sheet,email_date,added_at
Firebelly Wings 25431 Trabuco Road,2022-05-13 00:00:00,#8C357,Fulfilled Orders,0.24,31.98,2.48,-2.48,-7.68,0,0,0.2401500938086304,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-02 00:00:00,#5C356,Fulfilled Orders,0.24,34.98,2.71,-2.71,-8.4,0,0,0.2401372212692967,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-03 00:00:00,#74AE2,Fulfilled Orders,0.24,13.99,1.08,-1.08,-3.36,0,0,0.2401715511079342,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-02 00:00:00,O-303620286492973,Fulfilled Orders,0.3,30.98,2.4,0,-6.51,0,0,0.210135571336346,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,O-477820294897418,Fulfilled Orders,0.3,-49.99,-3.87,0,10.5,0,0,0.2100420084016803,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,O-477820294897418,Fulfilled Orders,0.3,49.99,3.87,0,-10.5,0,0,0.2100420084016803,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,O-994220288857448,Fulfilled Orders,0.3,41.48,3.21,0,-8.71,0,0,0.2099807135969142,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-07 00:00:00,O-285520327988121,Fulfilled Orders,0.3,13.99,1.08,0,-2.94,0,0,0.2101501072194425,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-12 00:00:00,O-305920384333321,Fulfilled Orders,0.3,45.97,3.56,0,-9.66,0,0,0.2101370458994997,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-19 00:00:00,O-426920445950091,Fulfilled Orders,0.3,25.99,2.01,0,-5.46,0,0,0.2100808003078107,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-29 00:00:00,O-667320551943350,Fulfilled Orders,0.3,21.99,1.7,0,-4.62,0,0,0.2100954979536153,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-30 00:00:00,O-023420566814620,Fulfilled Orders,0.3,32.98,2.56,0,-6.93,0,0,0.2101273499090358,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-03 00:00:00,O-994220288857448,Adjustments,0,0,0,0,0,0,-5,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-12 00:00:00,O-305920384333321,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-12 00:00:00,O-305920384333321,Adjustments,0,0,0,0,0,0,-45.97,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-30 00:00:00,O-667320551943350,Adjustments,0,0,0,0,0,0,-6.5,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-17 00:00:00,474fafc2,Fulfilled Orders,0.27,17.99,1.39,0,-4.86,0,0,0.2701500833796553,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-17 00:00:00,af473ad7,Fulfilled Orders,0.27,18.99,1.47,0,-5.13,0,0,0.2701421800947867,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-01 00:00:00,#096EB,Fulfilled Orders,0.24,41.97,3.25,-3.25,-10.91,0,0,0.259947581605909,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-19 00:00:00,#A502C,Fulfilled Orders,0.24,27.98,2.17,-2.17,-7.27,0,0,0.2598284488920657,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-21 00:00:00,#25B2D,Fulfilled Orders,0.24,17.98,1.39,-1.39,-4.67,0,0,0.2597330367074527,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-10 00:00:00,#37470,Fulfilled Orders,0.24,32.98,2.56,-2.17,-6.72,0,-5.39,0.2037598544572468,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-11 00:00:00,#E7163,Fulfilled Orders,0.24,23.99,1.86,-1.86,-5.76,0,0,0.240100041684035,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-10-18 00:00:00,#06CA3,Fulfilled Orders,0.24,48.98,3.8,-3.8,-12.73,0,0,0.2599020008166599,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-11-08T15:01:51+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-23 00:00:00,O-270821407966686,Fulfilled Orders,0.3,31.97,2.48,0,-5.6,0,0,0.1751642164529246,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-11 00:00:00,717d8f1b,Fulfilled Orders,0.27,71.97,5.58,0,-19.43,0,0,0.2699736001111575,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-12 00:00:00,a0813231,Cancelled Orders,0.27,41.97,3.25,0,-11.33,0,0,0.2699547295687396,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-01 00:00:00,#C7A4E,Fulfilled Orders,0.24,42.99,3.33,-3.33,-11.18,0,0,0.260060479181205,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-06 00:00:00,#6481D,Fulfilled Orders,0.24,67.98,5.27,-5.27,-16.32,0,0,0.2400706090026478,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-08 00:00:00,#B2648,Fulfilled Orders,0.24,35.98,2.79,-2.79,-8.64,0,0,0.2401334074485826,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-20 00:00:00,#2F867,Fulfilled Orders,0.24,13.99,1.08,-1.08,-3.36,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-24 00:00:00,#4955D,Fulfilled Orders,0.24,27.98,2.17,-2.17,-6.72,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-24 00:00:00,#88859,Fulfilled Orders,0.24,27.98,2.17,-2.17,-7.27,0,0,0.2598284488920657,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-24 00:00:00,#79690,Cancelled Orders,0.24,48.98,3.8,-3.8,-11.76,0,0,0.2400979991833401,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-09 00:00:00,#20C8B,Refunds,0,-5,-0.39,-0.39,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2023-01-09 00:00:00,#20C8B,Fulfilled Orders,0.24,32.98,2.56,-2.56,-7.92,0,0,0.2401455427531838,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2023-02-08T16:06:34+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-06 00:00:00,O-405319712768179,Fulfilled Orders,0.3,27.98,2.17,0,-5.88,0,0,0.2101501072194425,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-07 00:00:00,O-170319721599397,Fulfilled Orders,0.3,32.98,2.56,0,-6.93,0,0,0.2101273499090358,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-10 00:00:00,O-401219756005057,Fulfilled Orders,0.3,36.96,2.86,0,-7.77,0,0,0.2102272727272727,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-14 00:00:00,O-341419784039779,Fulfilled Orders,0.3,32.48,2.52,0,-6.82,0,0,0.2099753694581281,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-14 00:00:00,O-743819784172584,Fulfilled Orders,0.3,32.48,2.52,0,-6.82,0,0,0.2099753694581281,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-07 00:00:00,O-170319721599397,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-10 00:00:00,O-401219756005057,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-14 00:00:00,O-341419784039779,Adjustments,0,0,0,0,0,0,-3,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-14 00:00:00,O-743819784172584,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-14 00:00:00,O-341419784039779,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-09 00:00:00,#B6922,Fulfilled Orders,0.24,13.99,1.08,-1.08,-3.36,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-08-23T14:32:44+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-24 00:00:00,O-862718660184639,Fulfilled Orders,0.3,38.97,3.02,0,-8.19,0,0,0.210161662817552,3.5,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-27 00:00:00,O-636818693827288,Fulfilled Orders,0.3,29.48,2.28,0,-6.19,0,0,0.2099728629579376,2.65,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-24 00:00:00,O-862718660184639,Adjustments,0,0,0,0,0,0,0,0,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-14 00:00:00,f7bd2429,Fulfilled Orders,0.27,13.5,1.05,0,-3.65,0,0,0.2703703703703704,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-17 00:00:00,1fd7c78a,Fulfilled Orders,0.27,36,2.79,0,-9.72,0,0,0.27,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-18 00:00:00,4ca98db2,Fulfilled Orders,0.27,46.96,3.64,0,-12.68,0,0,0.2700170357751278,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-21 00:00:00,a716ec82,Fulfilled Orders,0.27,13.99,1.08,0,-3.78,0,0,0.270192994996426,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-21 00:00:00,09add589,Fulfilled Orders,0.27,27.98,2.17,0,-7.55,0,0,0.2698355968548963,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-22 00:00:00,a85e0157,Fulfilled Orders,0.27,38.96,3.02,0,-10.52,0,0,0.2700205338809035,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-22 00:00:00,3875f8c5,Fulfilled Orders,0.27,24.99,1.94,0,-6.75,0,0,0.2701080432172869,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-04-25 00:00:00,28eb5d10,Fulfilled Orders,0.27,32.97,2.56,0,-8.9,0,0,0.2699423718531999,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-07T16:05:17+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-04 00:00:00,O-501120000238884,Fulfilled Orders,0.3,34.48,2.67,0,-7.24,0,0,0.2099767981438515,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-04 00:00:00,O-270219998634854,Fulfilled Orders,0.3,35.98,2.79,0,-7.56,0,0,0.2101167315175097,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-04 00:00:00,O-270219998634854,Adjustments,0,0,0,0,0,0,-17.99,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-06 00:00:00,O-501120000238884,Adjustments,0,0,0,0,0,0,-5,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-10 00:00:00,a756ca84,Fulfilled Orders,0.27,18.99,1.47,0,-5.13,0,0,0.2701421800947867,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-03 00:00:00,#7DA44,Fulfilled Orders,0.24,35.98,2.79,-2.79,-8.64,0,0,0.2401334074485826,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-05 00:00:00,#187A1,Fulfilled Orders,0.24,27.98,2.17,-2.17,-6.72,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-11 00:00:00,#6DBF5,Fulfilled Orders,0.24,39.99,3.1,-3.1,-10.4,0,0,0.2600650162540635,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-07 00:00:00,#23C22,Unfulfilled Orders,0.24,13.99,1.08,-1.08,-3.36,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-11 00:00:00,#6DBF5,Refunds,0,-39.99,-3.1,-3.1,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-04 00:00:00,#7D7A0,Fulfilled Orders,0.24,27.98,2.17,-2.17,-6.72,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-09-14 00:00:00,#01292,Fulfilled Orders,0.24,13.99,1.08,-1.08,-3.36,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-09-23T16:39:40+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-18 00:00:00,O-628519831858670,Fulfilled Orders,0.3,54.99,4.26,0,-11.55,0,0,0.210038188761593,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-09-09T14:37:31+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-24 00:00:00,O-628519891851226,Fulfilled Orders,0.3,13.99,1.08,0,-2.94,0,0,0.2101501072194425,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-09-09T14:37:31+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-08-25 00:00:00,O-840319893896019,Fulfilled Orders,0.3,13.99,1.08,0,-2.94,0,0,0.2101501072194425,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-09-09T14:37:31+00:00,2026-02-28T20:02:49.022278
