Transaction Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Discounts,Adjustments,Taxes,Tip,Other,You earned,Notes
Delivery,11/22/21,#FB293,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$3.19,-$3.00,$0.00,$0.00,,,$9.30,
Delivery,11/22/21,#101417136146902,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$14.95,-$0.83,-$5.00,$0.00,$0.77,,,$9.89,
Delivery,11/22/21,#054317139974058,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$15.45,-$6.18,$0.00,$0.00,$1.20,,,$10.47,
Delivery,11/21/21,#8bdd1881,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$0.00,$1.08,,,$9.47,
Delivery,11/21/21,#531d007d,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.48,-$8.19,$0.00,$0.00,$1.59,,,$13.88,
Delivery,11/21/21,#464A3,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.48,-$5.19,-$3.00,$0.00,$0.00,,,$12.29,
Delivery,11/21/21,#f50b526a,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.49,-$9.00,$0.00,$0.00,$1.74,,,$15.23,
Delivery,11/21/21,#b91209bd,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$0.00,$1.20,,,$10.47,
Delivery,11/21/21,#9A689,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.48,-$5.19,-$3.00,$0.00,$0.00,,,$12.29,
Delivery,11/21/21,#099AE,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.00,-$8.20,-$3.00,$0.00,$0.00,,,$16.80,
Delivery,11/21/21,#EDECF,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$37.93,-$12.17,-$3.00,$0.00,$0.00,,,$22.76,
Delivery,11/21/21,#0f3ecf6a,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.00,-$5.20,$0.00,$0.00,$1.01,,,$8.81,
Delivery,11/21/21,#CAEF2,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$39.98,-$15.99,$0.00,$0.00,$0.00,,,$23.99,
Delivery,11/21/21,#75d4808f,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$59.80,-$23.92,$0.00,$0.00,$4.63,,,$40.51,
Delivery,11/21/21,#46d9d86e,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.98,-$11.99,$0.00,$0.00,$2.32,,,$20.31,
Delivery,11/21/21,#6c10de2f,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.00,-$10.40,$0.00,$0.00,$2.02,,,$17.62,
Delivery,11/21/21,#f45cc46a,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.98,-$10.39,$0.00,$0.00,$2.01,,,$17.60,
Delivery,11/21/21,#A5CA9,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$84.93,-$30.97,-$3.00,$0.00,$0.00,,,$50.96,
Delivery,11/21/21,#C0B71,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.00,-$6.40,$0.00,$0.00,$0.00,,,$9.60,
Delivery,11/21/21,#49816fcd,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.97,-$9.19,$0.00,$0.00,$1.78,,,$15.56,
Delivery,11/21/21,#09af75b5,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$52.00,-$20.80,$0.00,$0.00,$4.03,,,$35.23,
Delivery,11/21/21,#0B5B5,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.00,-$7.00,-$3.00,$0.00,$0.00,,,$15.00,
Delivery,11/21/21,#45A20,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.98,-$16.79,$0.00,$0.00,$0.00,,,$25.19,
Delivery,11/21/21,#e6bcad42,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$11.16,$0.00,$0.00,$2.16,,,$18.90,
Delivery,11/21/21,#333AD,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$5.00,-$3.00,$0.00,$0.00,,,$11.99,
Delivery,11/21/21,#771F6,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$5.00,-$3.00,$0.00,$0.00,,,$11.99,
Delivery,11/21/21,#C26DA,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$0.00,$0.00,,,$10.79,
Delivery,11/21/21,#25CBC,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.50,-$3.20,-$3.00,$0.00,$0.00,,,$9.30,
Delivery,11/21/21,#7CADC,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$57.95,-$20.18,-$3.00,$0.00,$0.00,,,$34.77,
Delivery,11/21/21,#9201dcb9,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.90,-$7.42,-$4.64,$0.00,$2.04,,,$20.88,
Delivery,11/21/21,#1dad6394,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/21/21,#ce4dac53,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.98,-$12.79,$0.00,$0.00,$2.48,,,$21.67,
Delivery,11/21/21,#a3b24574,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.98,-$8.39,$0.00,$0.00,$1.63,,,$14.22,
Delivery,11/20/21,#ced56369,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.90,-$11.56,$0.00,$0.00,$2.24,,,$19.58,
Delivery,11/20/21,#dce0f835,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.99,-$9.60,$0.00,$0.00,$1.86,,,$16.25,
Delivery,11/20/21,#9CE9E,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.24,-$8.90,$0.00,$0.00,$0.00,,,$13.34,
Delivery,11/20/21,#0017ab77,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$0.00,$1.08,,,$9.47,
Delivery,11/20/21,#73435,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$32.99,-$13.20,$0.00,$0.00,$0.00,,,$19.79,
Delivery,11/20/21,#280917123910030,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$23.94,-$4.42,-$5.00,$0.00,$1.47,,,$15.99,
Delivery,11/20/21,#13252619,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.90,-$7.42,-$4.64,$0.00,$2.04,,,$20.88,
Delivery,11/20/21,#548917121933039,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$23.00,-$4.05,-$5.00,$0.00,$1.40,,,$15.35,
Delivery,11/20/21,#ede1b631,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$11.16,$0.00,$0.00,$2.16,,,$18.90,
Delivery,11/20/21,#96e3d62f,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$42.98,-$17.19,$0.00,$0.00,$3.33,,,$29.12,
Delivery,11/20/21,#A9F46,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.45,-$3.58,-$3.00,$0.00,$0.00,,,$9.87,
Delivery,11/20/21,#e9ea55e9,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$39.48,-$15.79,$0.00,$0.00,$3.06,,,$26.75,
Delivery,11/20/21,#d9b6be88,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.40,-$7.80,-$4.86,$0.00,$2.13,,,$21.87,
Delivery,11/20/21,#2e6aa4e1,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$39.00,-$15.60,$0.00,$0.00,$3.02,,,$26.42,
Delivery,11/20/21,#8674bbd4,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.90,-$10.36,$0.00,$0.00,$2.01,,,$17.55,
Delivery,11/20/21,#92c65e7a,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$39.98,-$9.69,-$6.00,$0.00,$2.63,,,$26.92,
Delivery,11/19/21,#1514A,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$38.97,-$12.59,-$3.00,$0.00,$0.00,,,$23.38,
Delivery,11/19/21,#7eb9d6b7,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$0.00,$1.20,,,$10.47,
Delivery,11/19/21,#a7705c5b,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.90,-$11.56,$0.00,$0.00,$2.24,,,$19.58,
Delivery,11/19/21,#0bb9800f,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$179.12,-$71.65,$0.00,$0.00,$13.88,,,$121.35,
Delivery,11/19/21,#B3210,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,$0.00,,,$9.27,
Delivery,11/19/21,#bc70ebbf,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$54.00,-$21.60,$0.00,$0.00,$4.19,,,$36.59,
Delivery,11/19/21,#632E1,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.94,-$9.38,-$3.00,$0.00,$0.00,,,$18.56,
Delivery,11/19/21,#d64b37e8,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.98,-$9.59,$0.00,$0.00,$1.86,,,$16.25,
Delivery,11/19/21,#eabef2ae,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.95,-$7.58,$0.00,$0.00,$1.47,,,$12.84,
Delivery,11/19/21,#597c6549,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/19/21,#3a4dc825,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.99,-$8.00,$0.00,$0.00,$1.55,,,$13.54,
Delivery,11/19/21,#77696788,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$34.00,-$8.20,-$5.10,$0.00,$2.24,,,$22.94,
Delivery,11/19/21,#a6cd52c8,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$62.99,-$25.20,$0.00,$0.00,$4.88,,,$42.67,
Delivery,11/19/21,#7FCAA,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$29.90,-$11.96,$0.00,$0.00,$0.00,,,$17.94,
Delivery,11/19/21,#716117119787861,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$64.97,-$22.91,-$3.00,$0.00,$4.80,,,$43.86,
Delivery,11/19/21,#decd1cd1,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.99,-$7.20,$0.00,$0.00,$1.39,,,$12.18,
Delivery,11/19/21,#16FA2,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.48,-$10.59,$0.00,$0.00,$0.00,,,$15.89,
Delivery,11/19/21,#12982,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.00,-$5.80,-$3.00,$0.00,$0.00,,,$13.20,
Delivery,11/19/21,#5B24E,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,$0.00,,,$7.80,
Delivery,11/19/21,#9ce9d502,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.00,-$8.00,$0.00,$0.00,$1.55,,,$13.55,
Delivery,11/19/21,#B445C,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,$0.00,,,$7.79,
Delivery,11/19/21,#2137F,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.93,-$7.77,-$3.00,$0.00,$0.00,,,$16.16,
Delivery,11/19/21,#433CC,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.48,-$10.59,$0.00,$0.00,$0.00,,,$15.89,
Delivery,11/19/21,#1CCEE,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$33.98,-$8.77,-$3.00,-$4.56,$0.00,,,$17.65,
Delivery,11/19/21,#a26f2343,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.47,-$12.99,$0.00,$0.00,$2.52,,,$22.00,
Delivery,11/19/21,#04955,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$50.98,-$20.39,$0.00,$0.00,$0.00,,,$30.59,
Delivery,11/18/21,#99a9bb23,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/18/21,#23eb7bb5,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$1.01,,,$8.80,
Delivery,11/18/21,#2656a45a,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$55.41,-$13.86,-$8.00,$0.00,$3.67,,,$37.22,
Delivery,11/18/21,#a80e5f95,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$49.96,-$11.50,-$8.48,$0.00,$3.29,,,$33.27,
Delivery,11/18/21,#fa1cfd20,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.49,-$10.60,$0.00,$0.00,$2.05,,,$17.94,
Delivery,11/18/21,#DCB9F,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.90,-$8.56,-$3.00,$0.00,$0.00,,,$17.34,
Delivery,11/18/21,#5e5d4957,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$1.01,,,$8.80,
Delivery,11/18/21,#BF2A1,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$46.50,-$18.60,$0.00,$0.00,$0.00,,,$27.90,
Delivery,11/18/21,#E9884,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,$0.00,,,$9.27,
Delivery,11/18/21,#455ba1ed,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.47,-$8.57,-$5.32,$0.00,$2.34,,,$23.92,
Delivery,11/18/21,#C7931,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.90,-$8.56,-$3.00,$0.00,$0.00,,,$17.34,
Delivery,11/18/21,#b612e4e7,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$51.97,-$20.79,$0.00,$0.00,$4.03,,,$35.21,
Delivery,11/18/21,#FAD62,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.90,-$8.56,-$3.00,$0.00,$0.00,,,$17.34,
Reimbursement,11/18/21,,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",,,,,$9.09,,,,$9.09,Canceled Order Reimbursement
Reimbursement,11/18/21,,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",,,,,$15.54,,,,$15.54,Canceled Order Reimbursement
Reimbursement,11/18/21,,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",,,,,$8.44,,,,$8.44,Canceled Order Reimbursement
Reimbursement,11/18/21,,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",,,,,$7.55,,,,$7.55,Canceled Order Reimbursement
Reimbursement,11/18/21,,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",,,,,$6.57,,,,$6.57,Canceled Order Reimbursement
Delivery,11/18/21,#e4f3e923,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.99,-$8.80,$0.00,$0.00,$1.70,,,$14.89,
Delivery,11/18/21,#b601e832,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$0.00,$1.08,,,$9.47,
Delivery,11/18/21,#ab47fe5d,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.97,-$7.49,-$6.09,$0.00,$2.08,,,$22.47,
Delivery,11/18/21,#f626e3f4,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.99,-$9.20,$0.00,$0.00,$1.78,,,$15.57,
Delivery,11/18/21,#78DAD,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,$0.00,,,$7.79,
Delivery,11/18/21,#ACDE8,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$3.18,-$3.00,$0.00,$0.00,,,$9.27,
Delivery,11/18/21,#469517094815686,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$63.97,-$20.45,-$5.00,$0.00,$4.57,,,$43.09,
Delivery,11/18/21,#2a478a7c,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.90,-$11.56,$0.00,$0.00,$2.24,,,$19.58,
Delivery,11/18/21,#9f49c1a2,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$58.80,-$23.52,$0.00,$0.00,$4.56,,,$39.84,
Delivery,11/17/21,#c1be4905,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.95,-$6.38,$0.00,$0.00,$1.24,,,$10.81,
Delivery,11/17/21,#873F6,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.74,-$12.30,$0.00,$0.00,$0.00,,,$18.44,
Delivery,11/17/21,#3a781a0a,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.95,-$7.98,$0.00,$0.00,$1.55,,,$13.52,
Delivery,11/17/21,#246917094156912,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$28.48,-$8.30,-$3.00,$0.00,$1.97,,,$19.15,
Delivery,11/17/21,#1b518371,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/17/21,#66aa23d6,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
Delivery,11/17/21,#96D99,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.45,-$3.58,-$3.00,$0.00,$0.00,,,$9.87,
Delivery,11/17/21,#4F07E,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$4.19,-$3.00,$0.00,$0.00,,,$10.79,
Delivery,11/17/21,#d8e40457,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.49,-$5.80,$0.00,$0.00,$1.12,,,$9.81,
Delivery,11/17/21,#035117080581591,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$25.98,-$7.31,-$3.00,$0.00,$1.78,,,$17.45,
Delivery,11/17/21,#491b0e1b,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$7.44,-$4.65,$0.00,$2.04,,,$20.92,
Delivery,11/17/21,#60543f0f,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$119.90,-$39.66,-$8.00,$0.00,$8.67,,,$80.91,
Delivery,11/16/21,#5a23b514,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.99,-$8.80,$0.00,$0.00,$1.70,,,$14.89,
Delivery,11/16/21,#529317089054767,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$27.90,-$11.16,$0.00,$0.00,$2.16,,,$18.90,
Delivery,11/16/21,#26C0B,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.00,-$6.40,$0.00,$0.00,$0.00,,,$9.60,
Delivery,11/16/21,#33876a81,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.00,-$5.20,$0.00,$0.00,$1.01,,,$8.81,
Delivery,11/16/21,#AB6B9,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,$0.00,,,$7.79,
Delivery,11/16/21,#05263d60,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
Delivery,11/16/21,#c53eece7,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.74,-$10.29,$0.00,$0.00,$1.99,,,$17.44,
Delivery,11/16/21,#873C0,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$0.00,$0.00,,,$10.79,
Delivery,11/16/21,#112417084870564,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$13.95,-$0.43,-$5.00,$0.00,$0.69,,,$9.21,
Delivery,11/16/21,#c68b1365,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/16/21,#40A6F,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$29.48,-$8.79,-$3.00,$0.00,$0.00,,,$17.69,
Delivery,11/16/21,#388717081098629,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$13.95,-$0.43,-$5.00,$0.00,$0.69,,,$9.21,
Delivery,11/16/21,#0D8A6,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.45,-$6.58,$0.00,$0.00,$0.00,,,$9.87,
Delivery,11/16/21,#57bd0ae1,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$1.01,,,$8.80,
Delivery,11/16/21,#102797cb,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.97,-$7.94,-$4.95,$0.00,$2.17,,,$22.25,
Delivery,11/16/21,#46514,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.00,-$6.40,$0.00,$0.00,$0.00,,,$9.60,
Delivery,11/16/21,#9bf67a33,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.95,-$5.98,$0.00,$0.00,$1.16,,,$10.13,
Delivery,11/16/21,#2DFC1,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$3.18,-$3.00,$0.00,$0.00,,,$9.27,
Delivery,11/16/21,#61129da4,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$1.01,,,$8.80,
Delivery,11/15/21,#80feeb06,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.99,-$8.80,$0.00,$0.00,$1.70,,,$14.89,
Delivery,11/15/21,#388717071094510,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$25.99,-$7.31,-$3.00,$0.00,$1.78,,,$17.46,
Delivery,11/15/21,#fa79fa40,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/15/21,#F7AE0,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.20,-$4.28,-$3.00,$0.00,$0.00,,,$10.92,
Delivery,11/15/21,#6174dbe5,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.99,-$9.60,$0.00,$0.00,$1.86,,,$16.25,
