"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery Fee","Service Fee","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-536217149686840","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/22/21","7:33 PM","52.96","0.00","0","4.10","0","57.06","-10.59","-5.30","-2.04","0","0"
"O-246317060716967","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/14/21","5:46 PM","41.69","0.00","0","3.23","0","44.92","-8.34","-4.17","-1.67","0","0"
"O-976717013350708","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/9/21","6:53 PM","13.46","0.00","0","1.04","0","14.50","-2.69","-1.35","-0.74","0","0"
"O-824617019750886","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/9/21","5:38 PM","35.96","0.00","0","2.79","0","38.75","-7.19","-3.60","-1.48","0","0"
"O-718417164686364","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/24/21","6:39 PM","28.97","0.00","0","2.25","0","31.22","-5.79","-2.90","-1.25","0","0"
"O-582817116685129","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/19/21","6:10 PM","29.97","0.00","0","2.32","0","32.29","-5.99","-3.00","-1.28","0","0"
"O-406917079128023","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/15/21","7:51 PM","18.98","0.00","0","1.47","0","20.45","-3.80","-1.90","-0.92","0","0"
"O-246317030726674","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/12/21","12:24 PM","58.45","0.00","0","4.53","0","62.98","-11.69","-5.85","-2.22","0","0"
"O-174617134932568","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/21/21","8:30 PM","25.98","0.00","0","2.01","0","27.99","-5.20","-2.60","-1.15","0","0"
"O-006216975528008","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/6/21","5:13 PM","11.99","0.00","0","0.93","0","12.92","-2.40","-1.20","-0.69","0","0"
"O-751016937612243","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/1/21","7:09 PM","34.21","0.00","0","2.65","0","36.86","-6.84","-3.42","-1.42","0","0"
"O-891917119921540","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/19/21","7:44 PM","31.72","0.00","0","2.46","0","34.18","-6.34","-3.17","-1.34","0","0"
"O-314517225580015","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/30/21","5:53 PM","11.98","0.00","0","0.93","0","12.91","-2.40","-1.20","-0.69","0","0"
"O-072516953741122","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/4/21","5:37 PM","74.30","0.00","0","5.76","0","80.06","-14.86","-7.43","-2.74","0","0"
"O-513517120711768","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/20/21","7:29 PM","34.47","0.00","0","2.67","0","37.14","-6.89","-3.45","-1.43","0","0"
"O-373116921102612","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/1/21","5:13 PM","37.95","0.00","0","2.94","0","40.89","-7.59","-3.80","-1.55","0","0"
"O-884416931690229","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/2/21","12:00 PM","16.98","0.00","0","1.32","0","18.30","-3.40","-1.70","-0.86","0","0"
"O-985817099633663","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/17/21","5:09 PM","28.45","0.00","0","2.20","0","30.65","-5.69","-2.85","-1.23","0","0"
"O-174617164930701","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/24/21","5:52 PM","34.97","0.00","0","2.71","0","37.68","-6.99","-3.50","-1.45","0","0"
"O-469517134814015","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/21/21","7:49 PM","12.46","0.00","0","0.97","0","13.43","-2.49","-1.25","-0.71","0","0"
"O-824616936109424","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/1/21","8:37 PM","27.98","0.00","0","2.17","0","30.15","-5.60","-2.80","-1.22","0","0"
"O-685217149525972","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/22/21","5:40 PM","24.93","0.00","0","1.93","0","26.86","-4.99","-2.49","-1.12","0","0"
"O-862217024404346","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/10/21","6:29 PM","60.43","0.00","0","4.68","0","65.11","-12.09","-6.04","-2.29","0","0"
"O-529317079058090","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/15/21","6:38 PM","40.92","0.00","0","3.17","0","44.09","-8.18","-4.09","-1.64","0","0"
"O-098116999255834","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/7/21","4:52 PM","24.98","0.00","0","1.94","0","26.92","-5.00","-2.50","-1.12","0","0"
"O-469517214815020","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/29/21","7:56 PM","33.70","0.00","0","2.61","0","36.31","-6.74","-3.37","-1.41","0","0"
"O-891917099922761","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/18/21","4:45 PM","40.96","0.00","0","3.17","0","44.13","-8.19","-4.10","-1.65","0","0"
"O-101417196124534","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/27/21","8:21 PM","22.74","0.00","0","1.76","0","24.50","-4.55","-2.27","-1.05","0","0"
"O-751417061960518","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/14/21","7:09 PM","24.98","0.00","0","1.94","0","26.92","-5.00","-2.50","-1.12","0","0"
"O-560717098909416","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/17/21","5:52 PM","33.72","0.00","0","2.61","0","36.33","-6.74","-3.37","-1.41","0","0"
"O-188117102631151","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/18/21","8:20 PM","29.97","0.00","0","2.32","0","32.29","-5.99","-3.00","-1.28","0","0"
