"Delivery Date","Order #",Location,"Food Total",Period,"Check Date"
05/01/2023,1643825,"Aroma Pizza & Pasta",407.13,2023-11,05/26/2023
04/28/2023,1638427,"Ameci - Lake Forest",148.49,2023-10,05/12/2023
04/26/2023,1645468,"Aroma Pizza & Pasta",205.98,2023-10,05/12/2023
04/26/2023,1645676,"Ameci - Lake Forest",77.94,2023-10,05/12/2023
04/24/2023,1631219,"Aroma Pizza & Pasta",844.93,2023-10,05/12/2023
04/24/2023,1638506,"Aroma Pizza & Pasta",59.94,2023-10,05/12/2023
04/20/2023,1641061,"Ameci - Lake Forest",156.86,2023-10,05/12/2023
04/19/2023,1638029,"Ameci - Lake Forest",173.34,2023-10,05/12/2023
04/19/2023,1633123,"Ameci - Lake Forest",361.27,2023-10,05/12/2023
04/18/2023,1637850,"Ameci - Lake Forest",199.99,2023-10,05/12/2023
04/18/2023,1633122,"Aroma Pizza & Pasta",324.50,2023-10,05/12/2023
04/17/2023,1634386,"Aroma Pizza & Pasta",115.39,2023-10,05/12/2023
04/14/2023,1628085,"Aroma Pizza & Pasta",357.68,2023-9,04/28/2023
04/13/2023,1631886,"Ameci - Lake Forest",158.16,2023-9,04/28/2023
04/13/2023,1629549,"Aroma Pizza & Pasta",115.13,2023-9,04/28/2023
04/12/2023,1628069,"Ameci - Lake Forest",357.36,2023-9,04/28/2023
04/11/2023,1628058,"Aroma Pizza & Pasta",187.16,2023-9,04/28/2023
04/11/2023,1629470,"Ameci - Lake Forest",144.34,2023-9,04/28/2023
04/10/2023,1632269,"Ameci - Lake Forest",448.83,2023-9,04/28/2023
04/10/2023,1629457,"Aroma Pizza & Pasta",170.32,2023-9,04/28/2023
04/10/2023,1631923,"Ameci - Lake Forest",219.98,2023-9,04/28/2023
04/06/2023,1624300,"Aroma Pizza & Pasta",117.77,2023-9,04/28/2023
04/05/2023,1630400,"Aroma Pizza & Pasta",96.37,2023-9,04/28/2023
04/04/2023,1623115,"Aroma Pizza & Pasta",240.56,2023-9,04/28/2023
04/03/2023,1626198,"Ameci - Lake Forest",495.94,2023-9,04/28/2023
04/03/2023,1623055,"Aroma Pizza & Pasta",321.72,2023-9,04/28/2023
03/31/2023,1617924,"Ameci - Lake Forest",168.52,2023-8,04/14/2023
03/31/2023,1618044,"Aroma Pizza & Pasta",102.68,2023-8,04/14/2023
03/30/2023,1626083,"Ameci - Lake Forest",637.98,2023-8,04/14/2023
03/29/2023,1621505,"Aroma Pizza & Pasta",179.58,2023-8,04/14/2023
03/24/2023,1620805,"Ameci - Lake Forest",167.92,2023-8,04/14/2023
03/24/2023,1612675,"Aroma Pizza & Pasta",270.29,2023-8,04/14/2023
03/24/2023,1620748,"Ameci - Lake Forest",159.99,2023-8,04/14/2023
03/24/2023,1621459,"Ameci - Lake Forest",90.41,2023-8,04/14/2023
03/23/2023,1613906,"Ameci - Lake Forest",90.77,2023-8,04/14/2023
03/22/2023,1612589,"Ameci - Lake Forest",361.91,2023-8,04/14/2023
03/22/2023,1619954,"Ameci - Lake Forest",309.95,2023-8,04/14/2023
03/21/2023,1612588,"Aroma Pizza & Pasta",181.85,2023-8,04/14/2023
03/17/2023,1615735,"Ameci - Lake Forest",267.00,2023-7,03/31/2023
03/15/2023,1607060,"Ameci - Lake Forest",365.77,2023-7,03/31/2023
03/14/2023,1607049,"Aroma Pizza & Pasta",148.13,2023-7,03/31/2023
03/14/2023,1612436,"Ameci - Lake Forest",269.99,2023-7,03/31/2023
03/13/2023,1605133,"Ameci - Lake Forest",527.95,2023-7,03/31/2023
03/13/2023,1607136,"Ameci - Lake Forest",270.14,2023-7,03/31/2023
03/08/2023,1609687,"Ameci - Lake Forest",81.95,2023-7,03/31/2023
03/07/2023,1601601,"Aroma Pizza & Pasta",138.86,2023-7,03/31/2023
03/06/2023,1601541,"Aroma Pizza & Pasta",354.20,2023-7,03/31/2023
03/03/2023,1596146,"Ameci - Lake Forest",179.50,2023-6,03/17/2023
02/24/2023,1591412,"Aroma Pizza & Pasta",167.59,2023-6,03/17/2023
02/24/2023,1598005,"Aroma Pizza & Pasta",279.99,2023-6,03/17/2023
02/23/2023,1591337,"Ameci - Lake Forest",264.47,2023-6,03/17/2023
02/21/2023,1591310,"Aroma Pizza & Pasta",155.34,2023-6,03/17/2023
02/20/2023,1593875,"Ameci - Lake Forest",480.95,2023-6,03/17/2023
02/17/2023,1594545,"Ameci - Lake Forest",112.90,2023-5,03/03/2023
02/16/2023,1594088,"Ameci - Lake Forest",462.52,2023-5,03/03/2023
02/16/2023,1586383,"Aroma Pizza & Pasta",190.09,2023-5,03/03/2023
02/15/2023,1586167,"Ameci - Lake Forest",248.87,2023-5,03/03/2023
02/14/2023,1586171,"Aroma Pizza & Pasta",186.65,2023-5,03/03/2023
02/13/2023,1586255,"Ameci - Lake Forest",204.02,2023-5,03/03/2023
02/10/2023,1589597,"Aroma Pizza & Pasta",389.98,2023-5,03/03/2023
02/07/2023,1581145,"Aroma Pizza & Pasta",182.56,2023-5,03/03/2023
02/06/2023,1581089,"Aroma Pizza & Pasta",352.79,2023-5,03/03/2023
02/03/2023,1576117,"Ameci - Lake Forest",153.53,2023-4,02/17/2023
02/01/2023,1580494,"Ameci - Lake Forest",250.95,2023-4,02/17/2023
01/27/2023,1570852,"Aroma Pizza & Pasta",201.92,2023-4,02/17/2023
01/26/2023,1570783,"Ameci - Lake Forest",179.20,2023-4,02/17/2023
01/25/2023,1570970,"Aroma Pizza & Pasta",169.92,2023-4,02/17/2023
01/24/2023,1570756,"Aroma Pizza & Pasta",191.27,2023-4,02/17/2023
01/19/2023,1573541,"Ameci - Lake Forest",79.90,2023-3,02/03/2023
01/18/2023,1566299,"Ameci - Lake Forest",145.40,2023-3,02/03/2023
01/17/2023,1566303,"Aroma Pizza & Pasta",174.78,2023-3,02/03/2023
01/13/2023,1569697,"Ameci - Lake Forest",264.78,2023-3,02/03/2023
01/09/2023,1561931,"Aroma Pizza & Pasta",359.04,2023-3,02/03/2023
01/04/2023,1559774,"Aroma Pizza & Pasta",274.74,2023-2,01/20/2023
01/04/2023,1559691,"Ameci - Lake Forest",181.39,2023-2,01/20/2023
12/30/2022,1556941,"Aroma Pizza & Pasta",194.97,2023-2,01/20/2023
12/29/2022,1556825,"Ameci - Lake Forest",166.24,2023-2,01/20/2023
12/28/2022,1557060,"Aroma Pizza & Pasta",34.97,2023-2,01/20/2023
12/27/2022,1556800,"Aroma Pizza & Pasta",61.95,2023-2,01/20/2023
12/21/2022,1551979,"Ameci - Lake Forest",250.42,2023-1,01/06/2023
12/20/2022,1551983,"Aroma Pizza & Pasta",170.29,2023-1,01/06/2023
12/19/2022,1552116,"Ameci - Lake Forest",222.36,2023-1,01/06/2023
12/15/2022,1535809,"Ameci - Lake Forest",224.97,2023-1,01/06/2023
12/12/2022,1546648,"Aroma Pizza & Pasta",312.39,2023-1,01/06/2023
12/08/2022,1541864,"Ameci - Lake Forest",22.98,2022-26,12/23/2022
12/07/2022,1548631,"Ameci - Lake Forest",469.87,2022-26,12/23/2022
12/07/2022,1541593,"Ameci - Lake Forest",170.57,2022-26,12/23/2022
12/05/2022,1545709,"Ameci - Lake Forest",227.43,2022-26,12/23/2022
12/02/2022,1538278,"Aroma Pizza & Pasta",210.88,2022-26,12/23/2022
12/01/2022,1538159,"Ameci - Lake Forest",226.23,2022-26,12/23/2022
11/30/2022,1538143,"Aroma Pizza & Pasta",341.78,2022-26,12/23/2022
11/30/2022,1538427,"Aroma Pizza & Pasta",112.89,2022-26,12/23/2022
11/29/2022,1538530,"Aroma Pizza & Pasta",69.94,2022-26,12/23/2022
11/23/2022,1533419,"Ameci - Lake Forest",131.59,2022-25,12/09/2022
11/22/2022,1533421,"Aroma Pizza & Pasta",195.82,2022-25,12/09/2022
11/21/2022,1535278,"Ameci - Lake Forest",146.22,2022-25,12/09/2022
11/21/2022,1533542,"Ameci - Lake Forest",98.10,2022-25,12/09/2022
11/14/2022,1528235,"Aroma Pizza & Pasta",344.49,2022-25,12/09/2022
11/10/2022,1523323,"Ameci - Lake Forest",24.68,2022-24,11/25/2022
11/04/2022,1517937,"Aroma Pizza & Pasta",177.33,2022-24,11/25/2022
11/03/2022,1524902,"Ameci - Lake Forest",250.73,2022-24,11/25/2022
11/03/2022,1517849,"Ameci - Lake Forest",210.25,2022-24,11/25/2022
11/02/2022,1517834,"Aroma Pizza & Pasta",358.78,2022-24,11/25/2022
11/02/2022,1518088,"Aroma Pizza & Pasta",89.66,2022-24,11/25/2022
11/01/2022,1518188,"Aroma Pizza & Pasta",96.92,2022-24,11/25/2022
10/26/2022,1512561,"Ameci - Lake Forest",236.87,2022-23,11/11/2022
10/26/2022,1512777,"Aroma Pizza & Pasta",366.96,2022-23,11/11/2022
10/25/2022,1512565,"Aroma Pizza & Pasta",92.93,2022-23,11/11/2022
10/24/2022,1512693,"Ameci - Lake Forest",211.04,2022-23,11/11/2022
10/19/2022,1514174,"Ameci - Lake Forest",234.97,2022-23,11/11/2022
10/17/2022,1509738,"Ameci - Lake Forest",410.92,2022-23,11/11/2022
10/17/2022,1507344,"Aroma Pizza & Pasta",363.54,2022-23,11/11/2022
10/13/2022,1502499,"Ameci - Lake Forest",64.65,2022-22,10/28/2022
10/11/2022,1508298,"Aroma Pizza & Pasta",834.30,2022-22,10/28/2022
10/07/2022,1505509,"Ameci - Lake Forest",79.93,2022-22,10/28/2022
10/07/2022,1496997,"Aroma Pizza & Pasta",168.53,2022-22,10/28/2022
10/07/2022,1505469,"Ameci - Lake Forest",159.97,2022-22,10/28/2022
10/06/2022,1496883,"Ameci - Lake Forest",126.07,2022-22,10/28/2022
10/05/2022,1504926,"Ameci - Lake Forest",234.95,2022-22,10/28/2022
10/05/2022,1496868,"Aroma Pizza & Pasta",364.24,2022-22,10/28/2022
10/04/2022,1497293,"Aroma Pizza & Pasta",36.94,2022-22,10/28/2022
10/03/2022,1497191,"Aroma Pizza & Pasta",59.95,2022-22,10/28/2022
09/28/2022,1491532,"Ameci - Lake Forest",233.73,2022-21,10/14/2022
09/27/2022,1491536,"Aroma Pizza & Pasta",120.44,2022-21,10/14/2022
09/26/2022,1495803,"Ameci - Lake Forest",173.15,2022-21,10/14/2022
09/26/2022,1491664,"Ameci - Lake Forest",175.89,2022-21,10/14/2022
09/19/2022,1486364,"Aroma Pizza & Pasta",275.22,2022-21,10/14/2022
09/16/2022,1489997,"Ameci - Lake Forest",140.86,2022-20,09/30/2022
09/15/2022,1481286,"Ameci - Lake Forest",66.13,2022-20,09/30/2022
09/09/2022,1476843,"Aroma Pizza & Pasta",199.82,2022-20,09/30/2022
09/08/2022,1476729,"Ameci - Lake Forest",83.26,2022-20,09/30/2022
09/07/2022,1476714,"Aroma Pizza & Pasta",352.41,2022-20,09/30/2022
09/06/2022,1477202,"Aroma Pizza & Pasta",41.45,2022-20,09/30/2022
08/31/2022,1471707,"Ameci - Lake Forest",184.20,2022-19,09/16/2022
08/30/2022,1471711,"Aroma Pizza & Pasta",57.96,2022-19,09/16/2022
08/30/2022,1476488,"Aroma Pizza & Pasta",109.73,2022-19,09/16/2022
08/29/2022,1471839,"Ameci - Lake Forest",228.10,2022-19,09/16/2022
08/22/2022,1466803,"Aroma Pizza & Pasta",267.97,2022-19,09/16/2022
08/18/2022,1462473,"Ameci - Lake Forest",93.15,2022-18,09/02/2022
08/17/2022,1469036,"Ameci - Lake Forest",140.83,2022-18,09/02/2022
08/17/2022,1462251,"Aroma Pizza & Pasta",334.79,2022-18,09/02/2022
08/12/2022,1464929,"Ameci - Lake Forest",174.97,2022-18,09/02/2022
08/12/2022,1465423,"Ameci - Lake Forest",174.97,2022-18,09/02/2022
08/12/2022,1457590,"Aroma Pizza & Pasta",196.09,2022-18,09/02/2022
08/11/2022,1457477,"Ameci - Lake Forest",104.94,2022-18,09/02/2022
08/10/2022,1457463,"Aroma Pizza & Pasta",345.66,2022-18,09/02/2022
08/09/2022,1457938,"Aroma Pizza & Pasta",111.59,2022-18,09/02/2022
08/08/2022,1457819,"Aroma Pizza & Pasta",59.45,2022-18,09/02/2022
08/05/2022,1451407,"Ameci - Lake Forest",420.22,2022-17,08/19/2022
08/02/2022,1452840,"Aroma Pizza & Pasta",55.95,2022-17,08/19/2022
08/01/2022,1456381,"Ameci - Lake Forest",131.87,2022-17,08/19/2022
08/01/2022,1452968,"Ameci - Lake Forest",195.18,2022-17,08/19/2022
07/27/2022,1452487,"Ameci - Lake Forest",559.92,2022-17,08/19/2022
07/25/2022,1447937,"Aroma Pizza & Pasta",176.85,2022-17,08/19/2022
07/22/2022,1449243,"Ameci - Lake Forest",263.76,2022-16,08/05/2022
07/21/2022,1443698,"Ameci - Lake Forest",134.52,2022-16,08/05/2022
07/15/2022,1438802,"Aroma Pizza & Pasta",260.53,2022-16,08/05/2022
07/13/2022,1438671,"Aroma Pizza & Pasta",272.24,2022-16,08/05/2022
07/12/2022,1439059,"Aroma Pizza & Pasta",154.44,2022-16,08/05/2022
07/12/2022,1439173,"Aroma Pizza & Pasta",104.89,2022-16,08/05/2022
07/06/2022,1434953,"Ameci - Lake Forest",184.04,2022-15,07/22/2022
07/05/2022,1434957,"Aroma Pizza & Pasta",150.87,2022-15,07/22/2022
06/28/2022,1433846,"Ameci - Lake Forest",690.91,2022-15,07/22/2022
06/27/2022,1430198,"Aroma Pizza & Pasta",258.98,2022-15,07/22/2022
06/23/2022,1425888,"Aroma Pizza & Pasta",41.44,2022-14,07/08/2022
06/09/2022,1420517,"Aroma Pizza & Pasta",289.99,2022-13,06/24/2022
06/08/2022,1418354,"Ameci - Lake Forest",376.42,2022-13,06/24/2022
05/31/2022,1412102,"Aroma Pizza & Pasta",92.16,2022-13,06/24/2022
05/25/2022,1414203,"Aroma Pizza & Pasta",99.00,2022-12,06/10/2022
05/25/2022,1407040,"Aroma Pizza & Pasta",310.16,2022-12,06/10/2022
05/24/2022,1411380,"Ameci - Lake Forest",303.77,2022-12,06/10/2022
05/24/2022,1411143,"Ameci - Lake Forest",98.91,2022-12,06/10/2022
05/23/2022,1406885,"Ameci - Lake Forest",148.09,2022-12,06/10/2022
05/20/2022,1401465,"Aroma Pizza & Pasta",266.77,2022-12,06/10/2022
05/18/2022,1408391,"Aroma Pizza & Pasta",524.93,2022-12,06/10/2022
05/18/2022,1401463,"Aroma Pizza & Pasta",202.82,2022-12,06/10/2022
05/17/2022,1408690,"Ameci - Lake Forest",155.87,2022-12,06/10/2022
05/17/2022,1408279,"Ameci - Lake Forest",234.87,2022-12,06/10/2022
05/16/2022,1401461,"Aroma Pizza & Pasta",321.99,2022-12,06/10/2022
05/12/2022,1396798,"Aroma Pizza & Pasta",93.40,2022-11,05/27/2022
05/11/2022,1400290,"Aroma Pizza & Pasta",279.99,2022-11,05/27/2022
04/19/2022,1381598,"Aroma Pizza & Pasta",76.42,2022-10,05/13/2022
04/14/2022,1383852,"Aroma Pizza & Pasta",465.93,2022-9,04/29/2022
04/13/2022,1383566,"Aroma Pizza & Pasta",404.08,2022-9,04/29/2022
04/11/2022,1376229,"Ameci - Lake Forest",151.35,2022-9,04/29/2022
04/08/2022,1371198,"Aroma Pizza & Pasta",361.02,2022-9,04/29/2022
04/06/2022,1371196,"Aroma Pizza & Pasta",254.10,2022-9,04/29/2022
04/05/2022,1377951,"Ameci - Lake Forest",176.93,2022-9,04/29/2022
04/04/2022,1371194,"Aroma Pizza & Pasta",202.82,2022-9,04/29/2022
03/31/2022,1374291,"Ameci - Lake Forest",483.50,2022-8,04/15/2022
03/31/2022,1373049,"Aroma Pizza & Pasta",505.92,2022-8,04/15/2022
03/31/2022,1366562,"Aroma Pizza & Pasta",71.16,2022-8,04/15/2022
03/14/2022,1360564,"Aroma Pizza & Pasta",268.75,2022-7,04/01/2022
03/11/2022,1359907,"Ameci - Lake Forest",395.64,2022-7,04/01/2022
03/08/2022,1351777,"Aroma Pizza & Pasta",54.95,2022-7,04/01/2022
03/02/2022,1353541,"Aroma Pizza & Pasta",397.92,2022-6,03/18/2022
03/02/2022,1346789,"Aroma Pizza & Pasta",201.54,2022-6,03/18/2022
02/28/2022,1346651,"Ameci - Lake Forest",216.76,2022-6,03/18/2022
02/25/2022,1342301,"Aroma Pizza & Pasta",248.29,2022-6,03/18/2022
02/24/2022,1349009,"Ameci - Lake Forest",234.97,2022-6,03/18/2022
02/24/2022,1348887,"Aroma Pizza & Pasta",300.95,2022-6,03/18/2022
02/23/2022,1342299,"Aroma Pizza & Pasta",252.98,2022-6,03/18/2022
02/17/2022,1338318,"Aroma Pizza & Pasta",44.70,2022-5,03/04/2022
02/14/2022,1332327,"Aroma Pizza & Pasta",644.90,2022-5,03/04/2022
02/14/2022,1341209,"Aroma Pizza & Pasta",370.94,2022-5,03/04/2022
02/08/2022,1337637,"Ameci - Lake Forest",98.41,2022-5,03/04/2022
01/25/2022,1325490,"Aroma Pizza & Pasta",47.96,2022-4,02/18/2022
01/14/2022,1317680,"Aroma Pizza & Pasta",153.66,2022-3,02/04/2022
01/12/2022,1317678,"Aroma Pizza & Pasta",224.35,2022-3,02/04/2022
01/10/2022,1317676,"Aroma Pizza & Pasta",129.61,2022-3,02/04/2022
01/06/2022,1315571,"Aroma Pizza & Pasta",37.70,2022-2,01/21/2022
