"Facility","Brand","Source","Date","Total Orders","Total Revenue"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-11","2","$50.95"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","doordash","2021-04-11","1","$45.99"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-12","2","$77.41"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-04-12","1","$19.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-12","2","$44.92"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","doordash","2021-04-12","1","$27.48"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-12","5","$110.60"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","doordash","2021-04-12","1","$44.96"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-04-12","2","$60.94"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","postmates","2021-04-12","1","$32.65"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-12","1","$26.98"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","postmates","2021-04-12","1","$25.48"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","postmates","2021-04-12","1","$15.99"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-04-12","1","$24.98"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-04-12","2","$77.16"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","ubereats","2021-04-12","1","$36.97"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-12","6","$133.38"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","doordash","2021-04-12","1","$16.98"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-04-12","2","$69.50"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-12","1","$25.48"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","grubhub","2021-04-12","1","$26.93"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-12","9","$206.33"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-12","1","$12.99"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-12","6","$133.38"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","postmates","2021-04-12","3","$55.97"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-12","1","$27.97"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-13","3","$73.98"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","postmates","2021-04-13","1","$13.00"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-04-13","2","$87.92"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","postmates","2021-04-13","1","$24.00"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-13","8","$306.80"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","postmates","2021-04-13","1","$19.98"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","grubhub","2021-04-13","1","$111.96"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","ubereats","2021-04-13","1","$36.97"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-04-13","1","$41.00"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-13","1","$37.97"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-13","7","$272.08"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","doordash","2021-04-13","1","$15.00"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","doordash","2021-04-13","1","$13.00"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-13","1","$20.48"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","doordash","2021-04-13","1","$15.98"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","doordash","2021-04-13","1","$25.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-13","8","$201.56"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-13","2","$39.45"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","grubhub","2021-04-13","1","$22.97"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-04-13","2","$43.00"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-13","1","$44.44"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-04-13","1","$18.99"
"Aroma Pizza - Lake Forest","c6bcb3e5-1c3f-453e-88e8-2a5f70d39791","doordash","2021-04-13","0","$0.00"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","grubhub","2021-04-13","1","$66.45"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-04-13","1","$12.98"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-13","4","$54.80"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-13","1","$38.19"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-04-13","1","$17.98"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-04-14","1","$17.98"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","grubhub","2021-04-14","1","$56.00"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","postmates","2021-04-14","1","$17.00"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","postmates","2021-04-14","1","$13.95"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-14","2","$53.91"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-14","5","$161.04"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-14","2","$54.80"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-04-14","4","$74.93"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-14","1","$31.70"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-14","11","$338.94"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-14","1","$18.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-14","3","$79.63"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-14","1","$26.99"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","postmates","2021-04-14","1","$24.97"
"Aroma Pizza - Lake Forest","Trattoria Contadina","postmates","2021-04-14","1","$39.95"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-14","3","$91.96"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-04-14","2","$69.94"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-15","7","$205.68"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-15","3","$57.97"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","grubhub","2021-04-15","1","$26.48"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-04-15","1","$26.00"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","doordash","2021-04-15","1","$17.98"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-15","4","$75.00"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-15","3","$85.96"
"Aroma Pizza - Lake Forest","c6bcb3e5-1c3f-453e-88e8-2a5f70d39791","postmates","2021-04-15","1","$17.95"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","grubhub","2021-04-15","1","$22.74"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","postmates","2021-04-15","2","$28.90"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-15","1","$11.98"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","doordash","2021-04-15","1","$26.49"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","postmates","2021-04-15","1","$12.99"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-15","7","$205.68"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-15","3","$154.87"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","doordash","2021-04-15","1","$12.99"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-15","4","$74.14"
"Aroma Pizza - Lake Forest","The Italian Brothers","ubereats","2021-04-15","1","$44.93"
"Aroma Pizza - Lake Forest","Trattoria Contadina","postmates","2021-04-15","1","$42.42"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","postmates","2021-04-15","1","$22.98"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-04-15","1","$58.95"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","postmates","2021-04-15","1","$42.96"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-15","16","$499.61"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-04-15","2","$38.00"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-15","3","$51.45"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-16","10","$366.83"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","grubhub","2021-04-16","1","$12.99"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","grubhub","2021-04-16","2","$65.96"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-16","4","$79.92"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-16","16","$468.74"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-16","1","$22.47"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-16","19","$586.19"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","postmates","2021-04-16","1","$17.49"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-16","3","$101.11"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-16","5","$146.17"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-04-16","2","$62.94"
"Aroma Pizza - Lake Forest","The Italian Brothers","ubereats","2021-04-16","2","$58.92"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","postmates","2021-04-16","5","$143.75"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-16","3","$61.27"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-04-16","1","$15.49"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-16","2","$56.95"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","postmates","2021-04-16","1","$17.99"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-16","1","$14.99"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-04-17","2","$53.00"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-17","1","$24.48"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","ubereats","2021-04-17","2","$72.45"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-17","8","$204.75"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","postmates","2021-04-17","2","$43.46"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","postmates","2021-04-17","1","$12.95"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-04-17","1","$40.73"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-17","4","$104.15"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-17","2","$34.95"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-17","3","$74.93"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-04-17","2","$64.45"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","postmates","2021-04-17","1","$15.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-17","4","$206.46"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","doordash","2021-04-17","1","$14.98"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-17","3","$128.18"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-04-17","1","$42.93"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-17","5","$121.54"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-17","1","$14.99"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","ubereats","2021-04-17","1","$19.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-17","15","$699.18"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","postmates","2021-04-17","1","$18.48"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","grubhub","2021-04-17","1","$23.99"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-04-17","1","$19.98"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","doordash","2021-04-17","2","$63.73"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-17","4","$153.56"
"Aroma Pizza - Lake Forest","The Italian Brothers","ubereats","2021-04-17","2","$46.86"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","postmates","2021-04-18","1","$12.95"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-04-18","1","$36.96"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","postmates","2021-04-18","1","$15.98"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-04-18","4","$84.91"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-18","4","$112.19"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","postmates","2021-04-18","1","$24.97"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","ubereats","2021-04-18","1","$38.89"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","postmates","2021-04-18","2","$35.96"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-18","17","$478.13"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-18","3","$72.93"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-18","5","$99.90"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-18","4","$92.24"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-18","1","$14.99"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","doordash","2021-04-18","2","$53.95"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-18","6","$169.73"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-04-18","1","$32.97"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-18","7","$188.21"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-04-19","1","$12.95"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-19","3","$116.19"
"Aroma Pizza - Lake Forest","The Italian Brothers","ubereats","2021-04-19","1","$20.98"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-04-19","3","$65.50"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-19","8","$167.71"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-19","3","$76.50"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-19","2","$60.01"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-19","2","$53.96"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-04-19","2","$54.95"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-19","2","$58.94"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-19","1","$22.58"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-19","2","$40.85"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-19","5","$109.68"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","postmates","2021-04-19","1","$46.48"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-04-19","1","$46.71"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-04-19","1","$25.98"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","postmates","2021-04-20","2","$56.97"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","postmates","2021-04-20","1","$42.97"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-20","0","$0.00"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-20","6","$272.32"
"Aroma Pizza - Lake Forest","Trattoria Contadina","postmates","2021-04-20","1","$21.98"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-20","1","$25.98"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","postmates","2021-04-20","1","$50.39"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-04-20","1","$25.00"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","postmates","2021-04-20","1","$38.00"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-04-20","2","$30.48"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","doordash","2021-04-20","3","$83.96"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","postmates","2021-04-20","1","$43.96"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-04-20","2","$56.38"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-20","3","$197.60"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-20","2","$56.47"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-04-20","4","$92.91"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","postmates","2021-04-20","1","$33.97"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-20","1","$18.45"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-20","13","$388.86"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-20","2","$89.15"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","grubhub","2021-04-20","1","$12.99"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-04-20","1","$11.00"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","postmates","2021-04-21","2","$87.70"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-21","4","$143.14"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-04-21","2","$30.47"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-21","2","$70.63"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-21","4","$95.10"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","doordash","2021-04-21","1","$13.99"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","doordash","2021-04-21","1","$21.48"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-21","6","$147.32"
"Aroma Pizza - Lake Forest","c6bcb3e5-1c3f-453e-88e8-2a5f70d39791","doordash","2021-04-21","1","$25.95"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-04-21","1","$59.80"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","ubereats","2021-04-21","2","$34.65"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-21","3","$53.71"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","postmates","2021-04-21","2","$48.44"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-21","20","$559.49"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-04-21","2","$42.00"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-21","5","$130.83"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","doordash","2021-04-21","1","$22.99"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-04-21","1","$15.48"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-21","4","$102.94"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","postmates","2021-04-21","1","$15.99"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","postmates","2021-04-22","1","$16.49"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-22","2","$33.73"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","grubhub","2021-04-22","1","$41.00"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","postmates","2021-04-22","1","$12.49"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","grubhub","2021-04-22","1","$48.97"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","doordash","2021-04-22","1","$44.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-22","1","$11.99"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-22","5","$124.55"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","postmates","2021-04-22","1","$25.98"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","postmates","2021-04-22","1","$16.00"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","doordash","2021-04-22","1","$13.99"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-04-22","1","$41.00"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-22","3","$94.38"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","postmates","2021-04-22","1","$21.49"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-04-22","1","$25.74"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","ubereats","2021-04-22","1","$26.45"
"Aroma Pizza - Lake Forest","c6bcb3e5-1c3f-453e-88e8-2a5f70d39791","doordash","2021-04-22","1","$25.95"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-22","1","$48.95"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-22","1","$33.72"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","postmates","2021-04-22","1","$12.00"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-22","6","$194.29"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-22","16","$410.23"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-22","1","$24.94"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-22","4","$148.57"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-04-22","3","$114.41"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-04-23","1","$33.98"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","grubhub","2021-04-23","1","$48.97"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","doordash","2021-04-23","1","$31.49"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-23","8","$267.35"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-23","1","$40.96"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-04-23","1","$40.85"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-23","2","$47.48"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-23","22","$692.76"
